"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Declared non-disabled","150","130","40640","34710"
"Leaver CS","2022","Undeclared","London","Undeclared","130","120","44170","40760"
"Leaver CS","2022","Undeclared","London","Unknown","100","90","44820","40790"
"Leaver CS","2022","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Declared non-disabled","70","60","29300","26030"
"Leaver CS","2022","Undeclared","North West (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Declared non-disabled","80","70","33760","29530"
"Leaver CS","2022","Undeclared","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Unknown","60","50","26420","21010"
"Leaver CS","2022","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Declared non-disabled","90","80","33510","32150"
"Leaver CS","2022","Undeclared","South West (England)","Undeclared","70","60","35080","35750"
"Leaver CS","2022","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Unknown","60","60","27130","23050"
"Leaver CS","2022","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","410","370","24590","21260"
"Leaver CS","2022","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","320","300","28120","26130"
"Leaver CS","2022","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Declared non-disabled","130","120","45970","36070"
"Leaver CS","2022","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","2110","1770","39530","31880"
"Leaver CS","2022","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Unknown","460","410","26750","22010"
"Leaver CS","2022","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Declared non-disabled","90","80","31230","24920"
"Leaver CS","2022","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","730","680","27610","24880"
"Leaver CS","2022","Unknown","Northern Ireland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Declared non-disabled","60","50","27330","22000"
"Leaver CS","2022","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Unknown","950","870","31490","27230"
"Leaver CS","2022","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Declared non-disabled","70","70","28360","25170"
"Leaver CS","2022","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","620","580","28500","24880"
"Leaver CS","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Declared non-disabled","120","120","31190","29230"
"Leaver CS","2022","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Unknown","520","500","28650","25000"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","680","550","35400","31990"
"Leaver CS","2022","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","330","310","28020","24140"
"Leaver CS","2022","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Unknown","460","440","26750","21840"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Unknown","660","560","30600","26300"
"Leaver CS","2022","White","East Midlands (England)","Declared disabled","230","200","27660","26780"
"Leaver CS","2022","White","East Midlands (England)","Declared non-disabled","1080","960","29860","27570"
"Leaver CS","2022","White","East Midlands (England)","Undeclared","100","90","[c]","[c]"
"Leaver CS","2022","White","East Midlands (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","White","East of England","Declared disabled","270","240","29360","27350"
"Leaver CS","2022","White","East of England","Declared non-disabled","1440","1300","30890","27570"
"Leaver CS","2022","White","East of England","Undeclared","110","90","[c]","[c]"
"Leaver CS","2022","White","East of England","Unknown","130","120","39970","37850"
"Leaver CS","2022","White","London","Declared disabled","480","410","39680","34020"
"Leaver CS","2022","White","London","Declared non-disabled","3410","3090","44900","39030"
"Leaver CS","2022","White","London","Undeclared","170","160","44570","39970"
"Leaver CS","2022","White","London","Unknown","440","360","48460","41650"
"Leaver CS","2022","White","North East (England)","Declared disabled","250","200","26850","22010"
"Leaver CS","2022","White","North East (England)","Declared non-disabled","1390","1180","27900","22080"
"Leaver CS","2022","White","North East (England)","Undeclared","90","80","[c]","[c]"
"Leaver CS","2022","White","North East (England)","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","White","North West (England)","Declared disabled","480","400","27330","25810"
"Leaver CS","2022","White","North West (England)","Declared non-disabled","2460","2140","29250","26120"
"Leaver CS","2022","White","North West (England)","Undeclared","150","120","24610","21380"
"Leaver CS","2022","White","North West (England)","Unknown","200","180","36160","33420"
"Leaver CS","2022","White","Northern Ireland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland","Declared non-disabled","130","110","28020","23500"
"Leaver CS","2022","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Overseas","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scotland","Declared disabled","330","280","29700","27570"
"Leaver CS","2022","White","Scotland","Declared non-disabled","1820","1590","32160","27570"
"Leaver CS","2022","White","Scotland","Undeclared","70","60","31990","27200"
"Leaver CS","2022","White","Scotland","Unknown","290","260","35860","33560"
"Leaver CS","2022","White","South East (England)","Declared disabled","390","340","29190","27570"
"Leaver CS","2022","White","South East (England)","Declared non-disabled","2430","2200","31270","27570"
"Leaver CS","2022","White","South East (England)","Undeclared","230","200","28250","26470"
"Leaver CS","2022","White","South East (England)","Unknown","220","190","29870","23770"
"Leaver CS","2022","White","South West (England)","Declared disabled","360","320","31210","27570"
"Leaver CS","2022","White","South West (England)","Declared non-disabled","2290","2080","32950","28080"
"Leaver CS","2022","White","South West (England)","Undeclared","120","100","30320","29080"
"Leaver CS","2022","White","South West (England)","Unknown","190","180","36790","33300"
"Leaver CS","2022","White","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","White","Unknown","Declared non-disabled","370","310","27640","21840"
"Leaver CS","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Wales","Declared disabled","210","180","30070","27570"
"Leaver CS","2022","White","Wales","Declared non-disabled","1200","1060","31940","26880"
"Leaver CS","2022","White","Wales","Undeclared","100","90","29770","27510"
"Leaver CS","2022","White","Wales","Unknown","80","70","34210","27570"
"Leaver CS","2022","White","West Midlands (England)","Declared disabled","250","220","27050","27570"
"Leaver CS","2022","White","West Midlands (England)","Declared non-disabled","1270","1130","31980","27570"
"Leaver CS","2022","White","West Midlands (England)","Undeclared","90","80","[c]","[c]"
"Leaver CS","2022","White","West Midlands (England)","Unknown","120","110","45950","39030"
"Leaver CS","2022","White","Yorkshire and The Humber","Declared disabled","310","260","28470","26470"
"Leaver CS","2022","White","Yorkshire and The Humber","Declared non-disabled","1730","1510","30970","27570"
"Leaver CS","2022","White","Yorkshire and The Humber","Undeclared","110","90","[c]","[c]"
"Leaver CS","2022","White","Yorkshire and The Humber","Unknown","150","110","34040","32100"
"Leaver Dept.","2021","Asian","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Declared non-disabled","430","410","39500","34550"
"Leaver Dept.","2021","Asian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North West (England)","Declared non-disabled","80","80","[c]","[c]"
"Leaver Dept.","2021","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","West Midlands (England)","Declared non-disabled","90","90","23450","21170"
"Leaver Dept.","2021","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Yorkshire and The Humber","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Declared non-disabled","250","240","36800","34030"
"Leaver Dept.","2021","Black","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","Declared non-disabled","160","150","42550","36720"
"Leaver Dept.","2021","Mixed","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
