"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","White","No function","1130","950","31550","27570"
"Leaver CS","2022","Undeclared","White","Project Delivery","60","60","38940","36460"
"Leaver CS","2022","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Security","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","300","270","32290","27370"
"Leaver CS","2022","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","No function","100","90","38250","29460"
"Leaver CS","2022","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","310","250","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","No function","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","No function","240","190","33890","27570"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","200","170","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","160","150","69560","65310"
"Leaver CS","2022","Unknown","Unknown","Communications","100","100","43540","39690"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","230","230","40200","37230"
"Leaver CS","2022","Unknown","Unknown","Finance","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Grants Management","70","70","22570","21300"
"Leaver CS","2022","Unknown","Unknown","Human Resources","70","70","30320","27130"
"Leaver CS","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","70","60","47810","51680"
"Leaver CS","2022","Unknown","Unknown","No function","4240","3980","29130","25110"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","180","180","36940","33150"
"Leaver CS","2022","Unknown","Unknown","Property","120","110","27460","22040"
"Leaver CS","2022","Unknown","Unknown","Security","130","130","28830","26610"
"Leaver CS","2022","Unknown","Unknown","Unknown","2950","2660","30970","27570"
"Leaver CS","2022","Unknown","White","Analysis","60","50","46690","38070"
"Leaver CS","2022","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","60","50","41840","38220"
"Leaver CS","2022","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","70","60","53960","55610"
"Leaver CS","2022","Unknown","White","No function","1330","1040","33590","27570"
"Leaver CS","2022","Unknown","White","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","3100","2450","32960","27570"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","No function","260","250","32360","28880"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Unknown","280","270","33270","30160"
"Leaver Dept.","2021","Heterosexual / straight","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","No function","140","130","33160","32560"
"Leaver Dept.","2021","Heterosexual / straight","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Unknown","150","140","32390","28990"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","No function","100","100","40800","34240"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Unknown","70","70","36120","31990"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Analysis","130","130","42290","37970"
"Leaver Dept.","2021","Heterosexual / straight","White","Commercial","70","70","41330","40310"
"Leaver Dept.","2021","Heterosexual / straight","White","Communications","90","80","44660","40730"
"Leaver Dept.","2021","Heterosexual / straight","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Digital, Data & Technology","90","90","45310","39790"
"Leaver Dept.","2021","Heterosexual / straight","White","Finance","90","90","46860","45200"
"Leaver Dept.","2021","Heterosexual / straight","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Human Resources","250","250","38110","32960"
"Leaver Dept.","2021","Heterosexual / straight","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Legal","90","90","42800","38440"
"Leaver Dept.","2021","Heterosexual / straight","White","No function","1510","1460","39860","33570"
"Leaver Dept.","2021","Heterosexual / straight","White","Project Delivery","310","300","40800","34160"
"Leaver Dept.","2021","Heterosexual / straight","White","Property","60","60","38540","33100"
"Leaver Dept.","2021","Heterosexual / straight","White","Security","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Unknown","1720","1640","35110","29860"
"Leaver Dept.","2021","LGBO","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","No function","200","200","38520","33090"
"Leaver Dept.","2021","LGBO","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Unknown","160","160","34260","28670"
