"Status","Year","Sexual_orientation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Female","Science and Engineering","100","80","31800","29750"
"Leaver CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","4860","3830","28800","27570"
"Leaver CS","2021","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Digital, Data and Technology","110","110","41000","38220"
"Leaver CS","2021","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Legal","50","50","54390","55610"
"Leaver CS","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Operational Delivery","1350","1240","29030","24250"
"Leaver CS","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Other","290","290","33350","30440"
"Leaver CS","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Policy","150","150","43560","38840"
"Leaver CS","2021","Unknown","Male","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Property","80","70","29450","25500"
"Leaver CS","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Science and Engineering","110","100","32140","29070"
"Leaver CS","2021","Unknown","Male","Security","80","80","28070","24970"
"Leaver CS","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","3260","2830","33220","27570"
"Leaver CS","2021","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Commercial","130","110","36710","34650"
"Leaver CS","2022","Heterosexual / straight","Female","Communications","130","110","39730","37320"
"Leaver CS","2022","Heterosexual / straight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Counter Fraud","80","60","27710","27570"
"Leaver CS","2022","Heterosexual / straight","Female","Digital, Data and Technology","240","210","38950","36060"
"Leaver CS","2022","Heterosexual / straight","Female","Economics","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Finance","230","190","36220","33000"
"Leaver CS","2022","Heterosexual / straight","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Human Resources","310","270","37670","33300"
"Leaver CS","2022","Heterosexual / straight","Female","Inspector of Education and Training","70","60","61370","51360"
"Leaver CS","2022","Heterosexual / straight","Female","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Knowledge and Information Management","180","170","34170","29470"
"Leaver CS","2022","Heterosexual / straight","Female","Legal","200","180","53520","53970"
"Leaver CS","2022","Heterosexual / straight","Female","Medicine","210","170","53020","39030"
"Leaver CS","2022","Heterosexual / straight","Female","Operational Delivery","7690","6650","28020","27130"
"Leaver CS","2022","Heterosexual / straight","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Other","900","810","27420","22330"
"Leaver CS","2022","Heterosexual / straight","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Policy","480","430","43800","38160"
"Leaver CS","2022","Heterosexual / straight","Female","Project Delivery","230","210","40150","36640"
"Leaver CS","2022","Heterosexual / straight","Female","Property","110","90","33980","33080"
"Leaver CS","2022","Heterosexual / straight","Female","Psychology","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Science and Engineering","430","380","39350","38200"
"Leaver CS","2022","Heterosexual / straight","Female","Security","100","90","30450","26780"
"Leaver CS","2022","Heterosexual / straight","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Unknown","940","840","36540","29800"
"Leaver CS","2022","Heterosexual / straight","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Commercial","130","120","41560","37680"
"Leaver CS","2022","Heterosexual / straight","Male","Communications","80","70","37090","36480"
"Leaver CS","2022","Heterosexual / straight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Counter Fraud","70","60","29920","27570"
"Leaver CS","2022","Heterosexual / straight","Male","Digital, Data and Technology","560","540","43180","40000"
"Leaver CS","2022","Heterosexual / straight","Male","Economics","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Finance","210","200","42820","36730"
"Leaver CS","2022","Heterosexual / straight","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Human Resources","120","110","41090","35050"
"Leaver CS","2022","Heterosexual / straight","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Intelligence Analysis","50","50","32270","29250"
"Leaver CS","2022","Heterosexual / straight","Male","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Knowledge and Information Management","90","90","36560","35980"
"Leaver CS","2022","Heterosexual / straight","Male","Legal","130","120","55960","55000"
"Leaver CS","2022","Heterosexual / straight","Male","Medicine","90","80","70000","72760"
"Leaver CS","2022","Heterosexual / straight","Male","Operational Delivery","5850","5430","29000","27370"
"Leaver CS","2022","Heterosexual / straight","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Other","910","870","29120","25630"
"Leaver CS","2022","Heterosexual / straight","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Policy","450","410","50270","49860"
"Leaver CS","2022","Heterosexual / straight","Male","Project Delivery","310","300","42770","39750"
"Leaver CS","2022","Heterosexual / straight","Male","Property","170","160","36210","34140"
"Leaver CS","2022","Heterosexual / straight","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Science and Engineering","550","520","37030","33300"
"Leaver CS","2022","Heterosexual / straight","Male","Security","390","370","32530","28990"
"Leaver CS","2022","Heterosexual / straight","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Statistics","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Unknown","790","730","40590","31990"
"Leaver CS","2022","Heterosexual / straight","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Operational Delivery","630","590","26880","26470"
"Leaver CS","2022","LGBO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Other","50","50","28430","25690"
"Leaver CS","2022","LGBO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Policy","60","50","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Unknown","80","70","31330","27570"
"Leaver CS","2022","LGBO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Operational Delivery","480","460","27780","27570"
"Leaver CS","2022","LGBO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Other","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Policy","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Unknown","90","80","40270","34650"
"Leaver CS","2022","LGBO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Digital, Data and Technology","50","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Finance","60","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Operational Delivery","990","780","28320","26120"
"Leaver CS","2022","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Other","140","120","27120","22150"
"Leaver CS","2022","Undeclared","Female","Policy","130","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Science and Engineering","70","60","34780","33050"
"Leaver CS","2022","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Unknown","150","90","34470","30720"
"Leaver CS","2022","Undeclared","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Digital, Data and Technology","120","100","40880","39050"
"Leaver CS","2022","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Finance","60","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Operational Delivery","710","620","30410","27370"
"Leaver CS","2022","Undeclared","Male","Other","130","120","30020","26150"
"Leaver CS","2022","Undeclared","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Policy","120","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Science and Engineering","100","90","39150","37300"
"Leaver CS","2022","Undeclared","Male","Security","70","70","34720","39070"
"Leaver CS","2022","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Unknown","100","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Communications","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Digital, Data and Technology","100","90","41190","36840"
"Leaver CS","2022","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Human Resources","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Knowledge and Information Management","70","60","35550","29370"
"Leaver CS","2022","Unknown","Female","Legal","60","50","60560","56800"
"Leaver CS","2022","Unknown","Female","Medicine","70","60","53420","39030"
"Leaver CS","2022","Unknown","Female","Operational Delivery","2830","2460","27190","23720"
"Leaver CS","2022","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Other","250","220","29980","26790"
"Leaver CS","2022","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Policy","180","170","42200","36190"
"Leaver CS","2022","Unknown","Female","Project Delivery","60","50","40060","37900"
"Leaver CS","2022","Unknown","Female","Property","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Science and Engineering","70","60","37860","36580"
"Leaver CS","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","3600","2900","32960","27570"
"Leaver CS","2022","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Digital, Data and Technology","250","250","41180","38000"
"Leaver CS","2022","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Finance","50","50","37620","34460"
"Leaver CS","2022","Unknown","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Legal","50","50","57320","55610"
"Leaver CS","2022","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Operational Delivery","2390","2210","29320","25980"
"Leaver CS","2022","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Other","460","450","34840","30780"
"Leaver CS","2022","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Policy","130","130","44970","40250"
"Leaver CS","2022","Unknown","Male","Project Delivery","70","70","40550","39000"
"Leaver CS","2022","Unknown","Male","Property","60","60","34290","30450"
"Leaver CS","2022","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Science and Engineering","180","170","36440","32520"
"Leaver CS","2022","Unknown","Male","Security","100","100","29120","25610"
"Leaver CS","2022","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","2930","2560","38260","29250"
"Leaver CS","2022","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Commercial","60","60","38030","37390"
"Leaver Dept.","2021","Heterosexual / straight","Female","Communications","70","60","42360","40550"
"Leaver Dept.","2021","Heterosexual / straight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Finance","80","80","47040","48350"
"Leaver Dept.","2021","Heterosexual / straight","Female","Human Resources","150","140","39020","33600"
"Leaver Dept.","2021","Heterosexual / straight","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Operational Delivery","780","750","29010","24560"
"Leaver Dept.","2021","Heterosexual / straight","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Other","130","130","35180","28360"
"Leaver Dept.","2021","Heterosexual / straight","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Policy","510","500","45790","40640"
"Leaver Dept.","2021","Heterosexual / straight","Female","Project Delivery","160","150","40930","33300"
"Leaver Dept.","2021","Heterosexual / straight","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Statistics","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Unknown","1170","1110","34840","31990"
"Leaver Dept.","2021","Heterosexual / straight","Male","Commercial","60","60","36200","33390"
"Leaver Dept.","2021","Heterosexual / straight","Male","Communications","50","50","[c]","[c]"
