"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cornwall and Isles of Scilly","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Environment, Food and Rural Affairs","North West (England)","60","50","26060","21300"
"Leaver CS","2022","Cumbria","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Work and Pensions","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Cumbria","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Ministry of Defence","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Cumbria","Ministry of Justice","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Cumbria","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Transport","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Work and Pensions","East Midlands (England)","280","240","27140","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs","East Midlands (England)","200","170","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Defence","East Midlands (England)","50","50","28460","24880"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Justice","East Midlands (England)","370","340","22940","20970"
"Leaver CS","2022","Derbyshire and Nottinghamshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Business, Energy and Industrial Strategy","South West (England)","130","120","34330","33910"
"Leaver CS","2022","Devon","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Environment, Food and Rural Affairs","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Devon","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Work and Pensions","South West (England)","160","130","24920","21260"
"Leaver CS","2022","Devon","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Land Registry","South West (England)","70","60","36120","38450"
"Leaver CS","2022","Devon","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Defence","South West (England)","140","130","28980","25670"
"Leaver CS","2022","Devon","Ministry of Justice","South West (England)","190","170","[c]","[c]"
"Leaver CS","2022","Devon","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Work and Pensions","South West (England)","70","60","25810","27570"
"Leaver CS","2022","Dorset and Somerset","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Defence","South West (England)","190","170","31310","29290"
"Leaver CS","2022","Dorset and Somerset","Ministry of Justice","South West (England)","190","170","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Environment, Food and Rural Affairs","East of England","80","70","33160","30220"
"Leaver CS","2022","East Anglia","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Work and Pensions","East of England","250","220","25850","27570"
"Leaver CS","2022","East Anglia","Department of Health and Social Care","East of England","130","120","42540","37470"
"Leaver CS","2022","East Anglia","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Revenue and Customs","East of England","30","30","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Home Office","East of England","40","30","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Defence","East of England","230","210","31940","26670"
"Leaver CS","2022","East Anglia","Ministry of Justice","East of England","620","570","23980","20970"
"Leaver CS","2022","East Anglia","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Business, Energy and Industrial Strategy","Wales","160","140","32000","24800"
"Leaver CS","2022","East Wales","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Work and Pensions","Wales","160","130","26440","27570"
"Leaver CS","2022","East Wales","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Estyn","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Revenue and Customs","Wales","310","260","[c]","[c]"
"Leaver CS","2022","East Wales","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Home Office","Wales","50","30","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Defence","Wales","70","60","29820","22750"
"Leaver CS","2022","East Wales","Ministry of Justice","Wales","370","350","22840","20970"
"Leaver CS","2022","East Wales","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","UK Statistics Authority","Wales","210","200","30850","29540"
"Leaver CS","2022","East Wales","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Welsh Government","Wales","150","130","44850","37410"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","Yorkshire and The Humber","100","90","25340","27570"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Ministry of Justice","Yorkshire and The Humber","220","200","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Department for Work and Pensions","Scotland","320","270","24560","21260"
"Leaver CS","2022","Eastern Scotland","HM Revenue and Customs","Scotland","370","330","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Ministry of Defence","Scotland","80","70","30480","27680"
"Leaver CS","2022","Eastern Scotland","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Scottish Government","Scotland","830","750","37510","33690"
"Leaver CS","2022","Essex","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Department for Work and Pensions","East of England","190","170","28780","29290"
"Leaver CS","2022","Essex","Department of Health and Social Care","East of England","40","30","[c]","[c]"
"Leaver CS","2022","Essex","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","HM Revenue and Customs","East of England","70","60","[c]","[c]"
"Leaver CS","2022","Essex","Home Office","East of England","60","50","27310","26500"
"Leaver CS","2022","Essex","Ministry of Defence","East of England","70","60","29100","21830"
"Leaver CS","2022","Essex","Ministry of Justice","East of England","160","150","[c]","[c]"
"Leaver CS","2022","Essex","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","South West (England)","70","60","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Levelling Up, Housing and Communities","South West (England)","60","50","36780","28860"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","South West (England)","230","190","26650","27570"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","South West (England)","230","210","34930","28590"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","South West (England)","70","60","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","South West (England)","1400","1330","35300","33300"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","South West (England)","350","320","23030","20970"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Education","North West (England)","70","70","38200","36500"
"Leaver CS","2022","Greater Manchester","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Department for Work and Pensions","North West (England)","500","450","27970","27570"
"Leaver CS","2022","Greater Manchester","Department of Health and Social Care","North West (England)","80","70","41820","34170"
"Leaver CS","2022","Greater Manchester","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","HM Revenue and Customs","North West (England)","390","340","[c]","[c]"
"Leaver CS","2022","Greater Manchester","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Home Office","North West (England)","90","80","35640","30820"
"Leaver CS","2022","Greater Manchester","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Ministry of Justice","North West (England)","350","310","25160","20970"
"Leaver CS","2022","Greater Manchester","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Department for Transport","South East (England)","110","100","37220","31040"
"Leaver CS","2022","Hampshire and Isle of Wight","Department for Work and Pensions","South East (England)","160","130","26930","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","HM Revenue and Customs","South East (England)","110","90","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Home Office","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Ministry of Defence","South East (England)","510","480","32760","29230"
"Leaver CS","2022","Hampshire and Isle of Wight","Ministry of Justice","South East (England)","250","230","24570","20970"
"Leaver CS","2022","Hampshire and Isle of Wight","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","UK Statistics Authority","South East (England)","320","240","25240","20350"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","West Midlands (England)","120","100","25550","27570"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","West Midlands (England)","80","80","26920","21980"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","West Midlands (England)","200","190","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Department for Work and Pensions","Scotland","60","50","24780","27570"
"Leaver CS","2022","Highlands and Islands","Ministry of Defence","Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Scottish Government","Scotland","80","70","29950","27360"
"Leaver CS","2022","Inner London - East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Cabinet Office","London","130","130","55270","54700"
"Leaver CS","2022","Inner London - East","Competition and Markets Authority","London","90","90","53200","54190"
"Leaver CS","2022","Inner London - East","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Department for Work and Pensions","London","290","270","31030","31060"
"Leaver CS","2022","Inner London - East","Department of Health and Social Care","London","1060","980","45630","40070"
"Leaver CS","2022","Inner London - East","HM Revenue and Customs","London","310","280","[c]","[c]"
"Leaver CS","2022","Inner London - East","Home Office","London","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Ministry of Justice","London","410","390","33150","26410"
"Leaver CS","2022","Inner London - East","National Crime Agency","London","100","90","50560","41780"
"Leaver CS","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Office of Gas and Electricity Markets","London","150","150","51680","46160"
"Leaver CS","2022","Inner London - East","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Attorney General's Departments","London","350","320","48270","51250"
"Leaver CS","2022","Inner London - West","Cabinet Office","London","370","360","51470","43890"
"Leaver CS","2022","Inner London - West","Chancellor's other departments","London","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Business, Energy and Industrial Strategy","London","330","310","46830","40220"
"Leaver CS","2022","Inner London - West","Department for Digital, Culture, Media and Sport","London","150","140","42480","36520"
"Leaver CS","2022","Inner London - West","Department for Education","London","180","180","43820","37280"
"Leaver CS","2022","Inner London - West","Department for Environment, Food and Rural Affairs","London","240","230","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for International Trade","London","200","200","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities","London","130","130","45330","40000"
"Leaver CS","2022","Inner London - West","Department for Transport","London","200","200","45410","42890"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions","London","250","240","38200","31060"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care","London","580","200","48110","40650"
"Leaver CS","2022","Inner London - West","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office","London","260","70","54120","52720"
"Leaver CS","2022","Inner London - West","HM Revenue and Customs","London","60","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury","London","210","210","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","London","300","290","44350","37320"
"Leaver CS","2022","Inner London - West","Ministry of Defence","London","200","190","41400","37640"
"Leaver CS","2022","Inner London - West","Ministry of Justice","London","700","680","35680","28310"
"Leaver CS","2022","Inner London - West","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","London","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","London","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Welsh Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Transport","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Kent","Department for Work and Pensions","South East (England)","160","150","28760","29290"
"Leaver CS","2022","Kent","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Home Office","South East (England)","100","80","27990","27370"
"Leaver CS","2022","Kent","Ministry of Defence","South East (England)","70","60","32250","29230"
"Leaver CS","2022","Kent","Ministry of Justice","South East (England)","390","360","[c]","[c]"
"Leaver CS","2022","Kent","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions","North West (England)","600","520","25480","21260"
