"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Rural Payments Agency","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Grants Management","Department for Environment, Food and Rural Affairs","90","80","24950","21050"
"Leaver CS","2021","Rural Payments Agency","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Legal","Scottish Government","100","90","27690","22820"
"Leaver CS","2021","Scottish Fiscal Commission","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","Scottish Government","270","250","41610","35110"
"Leaver CS","2021","Scottish Housing Regulator","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","No function","Scottish Government","200","170","32150","33650"
"Leaver CS","2021","Scottish Prison Service","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Project Delivery","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","The National Archives","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","No function","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Analysis","United Kingdom Statistics Authority","70","70","29110","22130"
"Leaver CS","2021","United Kingdom Statistics Authority","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","No function","United Kingdom Statistics Authority","180","130","24600","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Property","HM Revenue and Customs","260","210","29550","25860"
"Leaver CS","2021","Vehicle Certification Agency","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","Welsh Government","140","130","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","No function","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","No function","Department for Environment, Food and Rural Affairs","270","240","29760","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Commercial","Cabinet Office","150","140","77030","70450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Communications","Cabinet Office","70","70","46840","40730"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Cabinet Office","130","130","52190","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Human Resources","Cabinet Office","70","60","37500","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","No function","Cabinet Office","190","190","41570","32000"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Security","Cabinet Office","70","70","32950","32000"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","No function","Charity Commission","40","30","[c]","[c]"
"Leaver CS","2022","Charity Commission","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","No function","Department for Business, Energy and Industrial Strategy","30","20","[c]","[c]"
"Leaver CS","2022","Companies House","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Commercial","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","No function","Scottish Government","80","70","25910","23230"
"Leaver CS","2022","Crown Prosecution Service","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Legal","Attorney General's Departments","390","340","40130","38000"
"Leaver CS","2022","Crown Prosecution Service","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","No function","Ministry of Defence","310","290","34680","30590"
"Leaver CS","2022","Defence Equipment and Support","Project Delivery","Ministry of Defence","520","490","32760","30420"
"Leaver CS","2022","Defence Equipment and Support","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","No function","Ministry of Defence","200","190","35280","29720"
"Leaver CS","2022","Defence Science and Technology Laboratory","Project Delivery","Ministry of Defence","60","60","40560","38070"
"Leaver CS","2022","Defence Science and Technology Laboratory","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Department for Business, Energy and Industrial Strategy","250","240","47640","49340"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","Department for Digital, Culture, Media and Sport","110","110","41240","34060"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Communications","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Digital, Data & Technology","Department for Education","70","70","43710","37100"
"Leaver CS","2022","Department for Education (excl. agencies)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","No function","Department for Education","150","150","41910","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Department for Environment, Food and Rural Affairs","280","270","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Department for International Trade","140","140","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
