"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","30","30","[c]","[c]"
"Leaver CS","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","220","210","40900","32000"
"Leaver CS","2022","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","40","30","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","430","400","39680","33640"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","110","110","41240","34060"
"Leaver CS","2022","No function","Department for Education","210","200","43050","36500"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","540","510","29760","24920"
"Leaver CS","2022","No function","Department for International Trade","140","140","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","130","120","43450","39600"
"Leaver CS","2022","No function","Department for Transport","1090","970","30300","26580"
"Leaver CS","2022","No function","Department for Work and Pensions","6570","5750","26550","27570"
"Leaver CS","2022","No function","Department of Health and Social Care","2650","2210","43040","37470"
"Leaver CS","2022","No function","Food Standards Agency","60","60","33420","30280"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","260","210","28640","27130"
"Leaver CS","2022","No function","HM Revenue and Customs","90","70","30420","26400"
"Leaver CS","2022","No function","HM Treasury","140","130","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Defence","540","500","34710","30560"
"Leaver CS","2022","No function","Ministry of Justice","9750","8950","26920","21410"
"Leaver CS","2022","No function","National Crime Agency","260","250","41320","39730"
"Leaver CS","2022","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","150","150","56420","51360"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","130","130","41800","35200"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","530","460","29720","26900"
"Leaver CS","2022","No function","The National Archives","40","40","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","300","220","23620","19860"
"Leaver CS","2022","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","90","90","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","70","50","36640","34290"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","90","80","54520","55060"
"Leaver CS","2022","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","850","810","35570","33300"
"Leaver CS","2022","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","250","210","28460","22130"
"Leaver CS","2022","Property","Ministry of Defence","210","200","31520","30000"
"Leaver CS","2022","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","70","70","32950","32000"
"Leaver CS","2022","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","660","630","31570","28080"
"Leaver CS","2022","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","1310","1220","26580","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","4530","3830","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","2090","1800","31930","27370"
"Leaver CS","2022","Unknown","Ministry of Defence","2120","1990","30610","26670"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","790","720","38640","31950"
"Leaver CS","2022","Unknown","Welsh Government","250","220","42670","37410"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","50","50","37420","35020"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office","50","50","50910","53600"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice","70","70","46710","41970"
"Leaver Dept.","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office","180","170","37720","32910"
"Leaver Dept.","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Defence","60","50","34680","30160"
"Leaver Dept.","2021","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Justice","80","80","41030","35830"
"Leaver Dept.","2021","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Departments","150","140","43920","46810"
"Leaver Dept.","2021","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office","970","970","39160","32000"
"Leaver Dept.","2021","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy","460","420","43330","39250"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","160","160","46530","49600"
"Leaver Dept.","2021","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs","390","390","38690","34700"
"Leaver Dept.","2021","No function","Department for International Trade","200","200","44250","38540"
"Leaver Dept.","2021","No function","Department for Transport","130","120","26380","21590"
"Leaver Dept.","2021","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Treasury","110","100","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government","260","250","40500","33960"
"Leaver Dept.","2021","No function","Ministry of Justice","980","950","27510","22570"
"Leaver Dept.","2021","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
