"Status","Year","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","750","740","41200","38630"
"New entrant CS","2021","Declared non-disabled","Economics","250","250","32710","31800"
"New entrant CS","2021","Declared non-disabled","Finance","360","340","36320","32940"
"New entrant CS","2021","Declared non-disabled","Human Resources","360","340","33440","29540"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","80","80","63750","70500"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","70","70","35400","31800"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","120","120","31820","30200"
"New entrant CS","2021","Declared non-disabled","Legal","360","350","41610","43920"
"New entrant CS","2021","Declared non-disabled","Medicine","240","200","50750","37890"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","7070","6770","25970","22920"
"New entrant CS","2021","Declared non-disabled","Operational Research","70","70","32820","32540"
"New entrant CS","2021","Declared non-disabled","Other","1090","1070","27960","23970"
"New entrant CS","2021","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","1410","1400","36650","33570"
"New entrant CS","2021","Declared non-disabled","Project Delivery","710","700","37990","34710"
"New entrant CS","2021","Declared non-disabled","Property","290","280","33210","30000"
"New entrant CS","2021","Declared non-disabled","Psychology","60","60","25340","24620"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","950","890","32090","29710"
"New entrant CS","2021","Declared non-disabled","Security","400","390","25960","23540"
"New entrant CS","2021","Declared non-disabled","Social Research","100","100","33500","32540"
"New entrant CS","2021","Declared non-disabled","Statistics","180","170","34270","31810"
"New entrant CS","2021","Declared non-disabled","Tax","980","960","23010","20140"
"New entrant CS","2021","Declared non-disabled","Unknown","14020","13780","27460","27570"
"New entrant CS","2021","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","430","400","29030","24920"
"New entrant CS","2021","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","70","70","29540","23970"
"New entrant CS","2021","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","190","190","36870","33570"
"New entrant CS","2021","Undeclared","Project Delivery","50","50","37650","34360"
"New entrant CS","2021","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","80","70","33940","31370"
"New entrant CS","2021","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","720","710","28020","27570"
"New entrant CS","2021","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","220","220","37590","36000"
"New entrant CS","2021","Unknown","Communications","250","250","35870","30320"
"New entrant CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","980","970","40310","36710"
"New entrant CS","2021","Unknown","Economics","180","180","31100","32390"
"New entrant CS","2021","Unknown","Finance","300","290","34780","32790"
"New entrant CS","2021","Unknown","Human Resources","280","270","33260","28840"
"New entrant CS","2021","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","110","110","41390","33900"
"New entrant CS","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","60","60","31020","31800"
"New entrant CS","2021","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","530","510","42560","48080"
"New entrant CS","2021","Unknown","Medicine","120","100","48640","37890"
"New entrant CS","2021","Unknown","Operational Delivery","7720","7490","25070","22680"
"New entrant CS","2021","Unknown","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Other","570","550","29780","26950"
"New entrant CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","1500","1470","38590","33570"
"New entrant CS","2021","Unknown","Project Delivery","350","350","37470","35050"
"New entrant CS","2021","Unknown","Property","170","170","35400","30000"
"New entrant CS","2021","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","180","180","28910","25000"
"New entrant CS","2021","Unknown","Security","310","310","29030","25540"
"New entrant CS","2021","Unknown","Social Research","100","90","33590","32540"
"New entrant CS","2021","Unknown","Statistics","150","140","32870","31810"
"New entrant CS","2021","Unknown","Tax","2140","2090","22290","20140"
"New entrant CS","2021","Unknown","Unknown","4480","4380","32950","28000"
"New entrant CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","80","80","26340","25110"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","170","170","36890","33220"
"New entrant CS","2022","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","60","60","35400","32790"
"New entrant CS","2022","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","90","90","32720","30130"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","70","70","42090","41750"
"New entrant CS","2022","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","3050","2920","26860","24880"
"New entrant CS","2022","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","210","200","26660","21260"
"New entrant CS","2022","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","330","320","35350","32670"
"New entrant CS","2022","Declared disabled","Project Delivery","90","80","34660","33120"
"New entrant CS","2022","Declared disabled","Property","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","120","120","30760","28590"
"New entrant CS","2022","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","150","140","27740","26590"
"New entrant CS","2022","Declared disabled","Unknown","490","480","30360","27230"
"New entrant CS","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","370","370","31430","29920"
"New entrant CS","2022","Declared non-disabled","Communications","260","260","37080","33100"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","530","520","26230","27570"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","1430","1420","37810","34270"
"New entrant CS","2022","Declared non-disabled","Economics","230","230","34830","31750"
"New entrant CS","2022","Declared non-disabled","Finance","570","560","35020","33000"
"New entrant CS","2022","Declared non-disabled","Geography","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","600","580","33280","30160"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","150","150","59240","51360"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","100","100","30340","28700"
"New entrant CS","2022","Declared non-disabled","Internal Audit","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","90","90","36890","31800"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","150","150","31300","28590"
"New entrant CS","2022","Declared non-disabled","Legal","640","620","43770","43920"
"New entrant CS","2022","Declared non-disabled","Medicine","170","140","51770","39470"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","19610","18920","26050","23720"
"New entrant CS","2022","Declared non-disabled","Operational Research","90","90","32510","31000"
"New entrant CS","2022","Declared non-disabled","Other","1510","1480","27940","24250"
"New entrant CS","2022","Declared non-disabled","Planning","50","50","43690","41980"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","2130","2110","37080","34020"
"New entrant CS","2022","Declared non-disabled","Project Delivery","710","690","36790","34000"
"New entrant CS","2022","Declared non-disabled","Property","370","370","35400","33000"
"New entrant CS","2022","Declared non-disabled","Psychology","130","130","26950","27700"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","1240","1200","32060","29230"
"New entrant CS","2022","Declared non-disabled","Security","270","270","29340","25000"
"New entrant CS","2022","Declared non-disabled","Social Research","190","180","34740","30710"
"New entrant CS","2022","Declared non-disabled","Statistics","200","190","33130","30710"
"New entrant CS","2022","Declared non-disabled","Tax","1510","1490","27610","26590"
"New entrant CS","2022","Declared non-disabled","Unknown","3450","3390","32370","27570"
"New entrant CS","2022","Declared non-disabled","Veterinarian","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","80","80","36080","33080"
"New entrant CS","2022","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","970","920","27010","25120"
"New entrant CS","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","70","60","25790","21260"
"New entrant CS","2022","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","190","180","34920","33570"
"New entrant CS","2022","Undeclared","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","60","60","27480","26590"
"New entrant CS","2022","Undeclared","Unknown","180","170","31190","29290"
"New entrant CS","2022","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","380","320","34390","31500"
"New entrant CS","2022","Unknown","Communications","300","260","35010","32790"
"New entrant CS","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","70","70","26350","27570"
"New entrant CS","2022","Unknown","Digital, Data and Technology","1110","1060","39130","35900"
"New entrant CS","2022","Unknown","Economics","130","120","32410","31210"
"New entrant CS","2022","Unknown","Finance","550","490","35090","32190"
"New entrant CS","2022","Unknown","Geography","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","420","390","34230","28900"
"New entrant CS","2022","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","100","100","28950","28680"
"New entrant CS","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","100","100","37680","31800"
"New entrant CS","2022","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","210","210","37750","34260"
"New entrant CS","2022","Unknown","Medicine","160","130","50370","39030"
"New entrant CS","2022","Unknown","Operational Delivery","13200","12470","26410","24620"
"New entrant CS","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","850","830","25940","21520"
"New entrant CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","1260","1200","36050","33000"
"New entrant CS","2022","Unknown","Project Delivery","400","390","38650","35050"
"New entrant CS","2022","Unknown","Property","350","340","33960","29000"
"New entrant CS","2022","Unknown","Psychology","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","290","280","32510","30350"
"New entrant CS","2022","Unknown","Security","350","350","27500","25000"
"New entrant CS","2022","Unknown","Social Research","80","80","34310","33650"
"New entrant CS","2022","Unknown","Statistics","130","120","29760","28310"
"New entrant CS","2022","Unknown","Tax","820","800","26880","26590"
"New entrant CS","2022","Unknown","Unknown","3960","3810","33110","28000"
"New entrant CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
