"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Other","60","60","35010","27330"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Operational Delivery","120","110","28580","27570"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Operational Delivery","110","110","32520","27430"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","Unknown","830","820","37820","32000"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","60","60","29430","24250"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Policy","90","90","43230","40050"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
