"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","No function","110","90","30540","26570"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Unknown","180","170","42630","35110"
"Leaver CS","2021","Scottish Government","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Legal","100","90","28240","22820"
"Leaver CS","2021","Scottish Government","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","No function","150","140","30190","30080"
"Leaver CS","2021","Scottish Government","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Property","60","50","29040","26530"
"Leaver CS","2021","Scottish Government","Unknown","Unknown","200","180","39060","30650"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","No function","100","70","24080","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","No function","70","50","25000","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Heterosexual / straight","Unknown","120","100","43830","37410"
"Leaver CS","2021","Welsh Government","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Legal","400","360","42820","43920"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Legal","120","100","48600","53050"
"Leaver CS","2022","Attorney General's Departments","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Communications","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Digital, Data & Technology","90","80","56650","54700"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","No function","80","80","46710","40600"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Security","40","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Commercial","130","130","76470","70450"
"Leaver CS","2022","Cabinet Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","No function","100","100","34870","29250"
"Leaver CS","2022","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Security","30","30","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
