"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","West Midlands","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Operational Delivery","190","160","27310","21180"
"Leaver CS","2021","West Midlands","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","Unknown","400","310","25910","26120"
"Leaver CS","2021","West Midlands","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Operational Delivery","120","110","29980","21220"
"Leaver CS","2021","West Midlands","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","Unknown","200","180","24840","21010"
"Leaver CS","2021","West Wales and The Valleys","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Operational Delivery","230","170","22280","21590"
"Leaver CS","2021","West Wales and The Valleys","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Unknown","140","110","24470","21010"
"Leaver CS","2021","West Wales and The Valleys","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Operational Delivery","160","140","23100","21590"
"Leaver CS","2021","West Wales and The Valleys","Male","Other","40","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Unknown","100","90","24650","21010"
"Leaver CS","2021","West Wales and The Valleys","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Operational Delivery","170","150","22780","20100"
"Leaver CS","2021","West Yorkshire","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","Unknown","330","240","28380","27570"
"Leaver CS","2021","West Yorkshire","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Operational Delivery","150","140","26390","21170"
"Leaver CS","2021","West Yorkshire","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","Unknown","250","200","32480","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Operational Delivery","210","190","26770","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Operational Delivery","200","190","30610","29290"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Operational Delivery","340","310","27000","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Other","80","70","25770","21380"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Operational Delivery","320","310","28560","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Other","140","130","23140","20970"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Security","90","90","32810","28750"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Operational Delivery","130","120","28130","27570"
"Leaver CS","2022","Cheshire","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Operational Delivery","130","120","33260","27570"
"Leaver CS","2022","Cheshire","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Operational Delivery","70","60","23730","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Operational Delivery","90","70","25670","22410"
"Leaver CS","2022","Cumbria","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Property","[c]","[c]","[c]","[c]"
