"Status","Year","Age","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","West Midlands","30","30","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","West Yorkshire","40","30","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Inner London - East","50","40","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Inner London - West","80","70","92040","84340"
"Leaver CS","2022","40-49","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Devon","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","East Anglia","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","East Wales","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Eastern Scotland","50","50","40180","39660"
"Leaver CS","2022","40-49","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","37170","37940"
"Leaver CS","2022","40-49","SEO/HEO","Greater Manchester","30","30","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Hampshire and Isle of Wight","50","50","36000","35440"
"Leaver CS","2022","40-49","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Inner London - East","130","120","38190","38200"
"Leaver CS","2022","40-49","SEO/HEO","Inner London - West","150","130","39710","40600"
"Leaver CS","2022","40-49","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","West Midlands","40","40","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","West Yorkshire","60","40","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","130","130","22300","20970"
"Leaver CS","2022","50-59","AA/AO","Cheshire","40","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Derbyshire and Nottinghamshire","90","80","20950","21260"
"Leaver CS","2022","50-59","AA/AO","Devon","60","50","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Dorset and Somerset","50","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","East Anglia","120","110","21930","21260"
"Leaver CS","2022","50-59","AA/AO","East Wales","110","100","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Eastern Scotland","140","130","23610","21570"
"Leaver CS","2022","50-59","AA/AO","Essex","40","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Greater Manchester","90","80","20690","21010"
"Leaver CS","2022","50-59","AA/AO","Hampshire and Isle of Wight","140","120","21240","20100"
"Leaver CS","2022","50-59","AA/AO","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Inner London - East","60","50","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Inner London - West","60","60","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Kent","60","50","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Lancashire","120","100","20920","21170"
"Leaver CS","2022","50-59","AA/AO","Leicestershire, Rutland and Northamptonshire","90","80","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Merseyside","110","90","20990","21260"
"Leaver CS","2022","50-59","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Northumberland, and Tyne and Wear","180","150","21160","21260"
"Leaver CS","2022","50-59","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","South Yorkshire","50","50","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Southern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Surrey, East and West Sussex","70","60","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Tees Valley and Durham","70","60","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","West Central Scotland","120","100","26240","21510"
"Leaver CS","2022","50-59","AA/AO","West Midlands","80","70","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","West Yorkshire","120","100","[c]","[c]"
"Leaver CS","2022","50-59","EO","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2022","50-59","EO","Berkshire, Buckinghamshire and Oxfordshire","80","70","28130","27570"
"Leaver CS","2022","50-59","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Derbyshire and Nottinghamshire","70","60","27190","27570"
"Leaver CS","2022","50-59","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","East Anglia","80","80","27320","27570"
"Leaver CS","2022","50-59","EO","East Wales","70","50","[c]","[c]"
"Leaver CS","2022","50-59","EO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2022","50-59","EO","Eastern Scotland","90","80","30680","30040"
"Leaver CS","2022","50-59","EO","Essex","60","50","29350","29290"
"Leaver CS","2022","50-59","EO","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","27100","27570"
"Leaver CS","2022","50-59","EO","Greater Manchester","90","80","27190","27570"
"Leaver CS","2022","50-59","EO","Hampshire and Isle of Wight","70","60","26600","27370"
"Leaver CS","2022","50-59","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Inner London - East","90","80","29520","30330"
"Leaver CS","2022","50-59","EO","Inner London - West","60","60","29470","29970"
"Leaver CS","2022","50-59","EO","Kent","60","50","29590","29290"
"Leaver CS","2022","50-59","EO","Lancashire","60","50","[c]","[c]"
"Leaver CS","2022","50-59","EO","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"Leaver CS","2022","50-59","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Merseyside","60","60","26610","27130"
"Leaver CS","2022","50-59","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Northumberland, and Tyne and Wear","70","60","26870","27570"
"Leaver CS","2022","50-59","EO","Outer London - East and North East","30","30","[c]","[c]"
"Leaver CS","2022","50-59","EO","Outer London - South","40","40","[c]","[c]"
"Leaver CS","2022","50-59","EO","Outer London - West and North West","70","60","30770","31060"
"Leaver CS","2022","50-59","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2022","50-59","EO","South Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","50-59","EO","Southern Scotland","30","30","[c]","[c]"
"Leaver CS","2022","50-59","EO","Surrey, East and West Sussex","80","70","28050","27570"
"Leaver CS","2022","50-59","EO","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver CS","2022","50-59","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","West Central Scotland","80","70","30080","27570"
"Leaver CS","2022","50-59","EO","West Midlands","70","60","27380","27570"
"Leaver CS","2022","50-59","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","EO","West Yorkshire","120","100","26840","27570"
"Leaver CS","2022","50-59","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","East Anglia","40","40","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","East Wales","40","30","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Eastern Scotland","40","30","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","58210","56520"
"Leaver CS","2022","50-59","G6/G7","Greater Manchester","50","40","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Inner London - East","130","130","60170","59680"
"Leaver CS","2022","50-59","G6/G7","Inner London - West","220","200","62970","62400"
"Leaver CS","2022","50-59","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Northumberland, and Tyne and Wear","40","30","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","West Midlands","40","40","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","West Yorkshire","50","30","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Inner London - East","50","40","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Inner London - West","80","70","97280","92310"
"Leaver CS","2022","50-59","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Devon","40","30","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","East Anglia","60","60","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","East Wales","60","50","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Eastern Scotland","80","70","41530","40290"
"Leaver CS","2022","50-59","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","37720","38070"
"Leaver CS","2022","50-59","SEO/HEO","Greater Manchester","60","50","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Hampshire and Isle of Wight","70","60","39400","37040"
"Leaver CS","2022","50-59","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","Inner London - East","130","120","38910","40000"
