"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Outer London - West and North West","270","250","32260","29250"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Overseas","40","40","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Shropshire and Staffordshire","110","110","25200","20310"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Southern Scotland","50","50","25390","19810"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","60","60","28900","27370"
"In post","2022","Ministry of Defence (excl. agencies)","Security","West Central Scotland","1100","1060","30380","26750"
"In post","2022","Ministry of Defence (excl. agencies)","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","280","280","35760","31140"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1110","1070","32440","27320"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Cheshire","120","110","27150","22170"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Cornwall and Isles of Scilly","320","300","25950","22200"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","280","270","31350","25190"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Devon","610","570","29810","22780"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Dorset and Somerset","620","600","28370","25190"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","East Anglia","1040","1000","26340","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","East Wales","370","360","26040","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","East Yorkshire and Northern Lincolnshire","420","400","26120","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Eastern Scotland","410","400","29370","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Essex","180","170","31680","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2090","2000","33500","32670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Greater Manchester","40","40","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Hampshire and Isle of Wight","2240","2150","32380","31530"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Herefordshire, Worcestershire and Warwickshire","220","210","26080","21600"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Highlands and Islands","240","230","24710","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Inner London - East","60","60","26880","24840"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Inner London - West","1310","1300","45610","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Kent","140","130","28190","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Lancashire","270","250","31460","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Leicestershire, Rutland and Northamptonshire","130","130","27450","22540"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Lincolnshire","650","620","26750","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Merseyside","190","170","24610","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","North Yorkshire","860","820","27540","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Northern Ireland","380","360","26080","22580"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","130","130","25690","21680"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outer London - East and North East","70","60","32600","24840"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outer London - West and North West","130","130","30190","25890"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Overseas","430","430","43950","41600"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Shropshire and Staffordshire","970","930","31380","29350"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Surrey, East and West Sussex","200","180","28400","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","150","140","36390","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","West Central Scotland","490","470","31790","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","West Midlands","80","70","23420","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","West Wales and The Valleys","110","100","25610","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Inner London - East","380","360","48720","44130"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Inner London - West","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","West Yorkshire","50","50","36270","34610"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Inner London - East","50","50","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Inner London - West","50","50","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Shropshire and Staffordshire","60","60","26230","25120"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","West Yorkshire","70","70","34090","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Inner London - West","110","110","45870","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Inner London - East","180","180","49670","47590"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Inner London - West","330","330","55010","54850"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","South Yorkshire","100","100","52110","50430"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","West Central Scotland","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","West Midlands","80","80","44980","45910"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Inner London - East","200","200","47870","43020"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Inner London - West","50","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","East Wales","90","80","37320","32700"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Herefordshire, Worcestershire and Warwickshire","70","60","34370","31740"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Inner London - West","200","200","45990","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Kent","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Outer London - South","50","50","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","West Midlands","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","West Yorkshire","60","60","35420","32110"
"In post","2022","Ministry of Justice (excl. agencies)","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Greater Manchester","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Inner London - East","240","230","40350","35970"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Inner London - West","1470","1430","44230","41750"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Shropshire and Staffordshire","70","70","24210","20970"
"In post","2022","Ministry of Justice (excl. agencies)","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","West Yorkshire","80","80","38790","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Inner London - East","90","90","42460","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Inner London - West","50","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
