"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Cabinet Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","AA/AO","160","160","21530","20800"
"New entrant CS","2021","Cabinet Office","Unknown","EO","250","250","26840","27500"
"New entrant CS","2021","Cabinet Office","Unknown","G6/G7","250","250","62570","54850"
"New entrant CS","2021","Cabinet Office","Unknown","SCS","180","180","84030","72000"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","860","860","30840","28000"
"New entrant CS","2021","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","210","200","20980","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","220","220","24430","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","100","100","33830","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","EO","90","90","27610","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","80","80","57830","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","370","360","35380","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","EO","50","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","160","160","34990","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","EO","50","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","SEO/HEO","60","60","34900","36500"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","EO","50","50","25520","25000"
"New entrant CS","2021","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","SEO/HEO","60","60","34390","36500"
"New entrant CS","2021","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","EO","80","80","26680","25000"
"New entrant CS","2021","Department for Education","Policy","G6/G7","50","50","54970","53420"
"New entrant CS","2021","Department for Education","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","SEO/HEO","140","140","33820","32940"
"New entrant CS","2021","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","50","50","50990","49320"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","70","70","33520","34230"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","240","230","21620","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","200","190","25590","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","EO","120","120","23870","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","G6/G7","100","100","54130","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","340","340","33220","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
