"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Female","270","240","31000","26900"
"Leaver CS","2022","Scottish Government","Unknown","Male","330","300","33610","31540"
"Leaver CS","2022","Scottish Government","White","Female","350","310","37110","31540"
"Leaver CS","2022","Scottish Government","White","Male","420","380","38720","35000"
"Leaver CS","2022","The National Archives","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Female","30","30","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Female","50","50","24630","19860"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Male","90","80","27670","23630"
"Leaver CS","2022","UK Statistics Authority","White","Female","180","150","28770","23630"
"Leaver CS","2022","UK Statistics Authority","White","Male","190","160","30010","23750"
"Leaver CS","2022","UK Statistics Authority","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","White","Female","120","100","39990","37410"
"Leaver CS","2022","Welsh Government","White","Male","100","90","46180","38160"
"Leaver Dept.","2021","Attorney General's Departments","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","White","Female","80","70","43800","46960"
"Leaver Dept.","2021","Attorney General's Departments","White","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Asian","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Asian","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Female","300","300","36320","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Male","280","270","36850","32000"
"Leaver Dept.","2021","Cabinet Office","White","Female","360","360","41220","34550"
"Leaver Dept.","2021","Cabinet Office","White","Male","260","250","44780","35740"
"Leaver Dept.","2021","Chancellor's other departments","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","70","60","39840","35210"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","70","70","38220","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","Female","160","150","45610","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","Male","170","160","46680","42780"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","Female","70","70","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","White","Female","90","80","47300","44750"
"Leaver Dept.","2021","Department for Education","White","Male","60","60","41220","37280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","300","290","38650","35290"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","230","230","37950","34680"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Female","50","50","41950","39120"
"Leaver Dept.","2021","Department for International Trade","Unknown","Male","50","50","40930","38300"
"Leaver Dept.","2021","Department for International Trade","White","Female","50","50","44740","37410"
"Leaver Dept.","2021","Department for International Trade","White","Male","60","60","46210","41300"
"Leaver Dept.","2021","Department for Transport","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Female","130","120","36000","32950"
"Leaver Dept.","2021","Department for Transport","White","Male","120","120","39350","34700"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Female","50","50","28920","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Male","60","60","28770","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Female","100","100","29750","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Male","70","70","31420","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","Female","590","550","30100","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","Male","340","340","31270","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","Female","[c]","[c]","[c]","[c]"
