"Status","Year","Organisation","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Inner London - West","60","60","41860","36800"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Inner London - East","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Inner London - West","60","50","40230","30990"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","East Anglia","70","60","30760","23690"
"Leaver CS","2021","Public Health England","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","33840","28050"
"Leaver CS","2021","Public Health England","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Inner London - East","120","100","43310","40070"
"Leaver CS","2021","Public Health England","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Outer London - West and North West","80","70","36420","32330"
"Leaver CS","2021","Public Health England","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Inner London - East","50","50","49780","39910"
"Leaver CS","2021","Public Health England","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Outer London - West and North West","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Male","Unknown","140","140","35640","32400"
"Leaver CS","2021","Rural Payments Agency","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Eastern Scotland","100","90","39860","32880"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Eastern Scotland","100","100","45440","35890"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Eastern Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Eastern Scotland","90","80","37400","33650"
"Leaver CS","2021","Scottish Prison Service","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","West Central Scotland","50","50","32030","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Male","South Yorkshire","[c]","[c]","[c]","[c]"
