"Status","Year","Parent_department","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","Female","Declared non-disabled","110","90","28790","23760"
"Leaver CS","2022","UK Statistics Authority","Female","Undeclared","50","50","28540","23630"
"Leaver CS","2022","UK Statistics Authority","Female","Unknown","80","60","23330","19610"
"Leaver CS","2022","UK Statistics Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Declared non-disabled","110","90","30800","23880"
"Leaver CS","2022","UK Statistics Authority","Male","Undeclared","50","50","31000","30210"
"Leaver CS","2022","UK Statistics Authority","Male","Unknown","120","100","25870","22370"
"Leaver CS","2022","UK Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Declared non-disabled","110","90","40010","34490"
"Leaver CS","2022","Welsh Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","Declared non-disabled","90","90","44940","38160"
"Leaver CS","2022","Welsh Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Declared non-disabled","90","90","42340","38290"
"Leaver Dept.","2021","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Female","Declared disabled","70","70","37580","32910"
"Leaver Dept.","2021","Cabinet Office","Female","Declared non-disabled","390","380","41530","34550"
"Leaver Dept.","2021","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Female","Unknown","290","280","35910","32000"
"Leaver Dept.","2021","Cabinet Office","Male","Declared disabled","50","50","42210","34590"
"Leaver Dept.","2021","Cabinet Office","Male","Declared non-disabled","290","290","43900","35590"
"Leaver Dept.","2021","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Male","Unknown","260","260","36800","32000"
"Leaver Dept.","2021","Chancellor's other departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Female","Declared non-disabled","180","170","45480","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Female","Unknown","110","100","38440","35070"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Male","Declared non-disabled","160","150","46390","48700"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Male","Unknown","120","110","41670","37450"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Female","Declared non-disabled","70","70","49890","49720"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Female","Declared non-disabled","110","100","45910","40940"
"Leaver Dept.","2021","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Male","Declared non-disabled","60","60","41140","37130"
"Leaver Dept.","2021","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Female","Unknown","300","290","38650","35290"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Male","Unknown","240","230","37870","34580"
"Leaver Dept.","2021","Department for International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Female","Unknown","70","70","40610","37410"
"Leaver Dept.","2021","Department for International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Male","Declared non-disabled","50","50","46090","46940"
"Leaver Dept.","2021","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Male","Unknown","70","70","41370","38300"
"Leaver Dept.","2021","Department for Transport","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Female","Declared non-disabled","130","120","37520","34700"
"Leaver Dept.","2021","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Declared non-disabled","140","140","38580","34700"
"Leaver Dept.","2021","Department for Transport","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Declared disabled","90","80","30230","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Declared non-disabled","630","590","29880","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Unknown","70","70","29790","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Declared disabled","60","60","34490","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Declared non-disabled","410","410","30900","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Declared non-disabled","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Declared non-disabled","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Declared non-disabled","450","430","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Unknown","380","360","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Declared non-disabled","370","360","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Unknown","340","340","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Declared non-disabled","530","490","36580","30820"
"Leaver Dept.","2021","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Declared non-disabled","350","330","34970","28810"
"Leaver Dept.","2021","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Declared disabled","60","50","34080","32750"
"Leaver Dept.","2021","Ministry of Defence","Female","Declared non-disabled","290","280","35560","32420"
"Leaver Dept.","2021","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Unknown","50","50","39490","33500"
"Leaver Dept.","2021","Ministry of Defence","Male","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Declared non-disabled","320","320","38230","35140"
"Leaver Dept.","2021","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Unknown","60","60","40080","40530"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Declared non-disabled","150","140","42230","38820"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Declared non-disabled","120","110","39410","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Declared disabled","90","80","32390","26410"
"Leaver Dept.","2021","Ministry of Justice","Female","Declared non-disabled","560","540","31600","26410"
"Leaver Dept.","2021","Ministry of Justice","Female","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Unknown","100","90","30840","30580"
"Leaver Dept.","2021","Ministry of Justice","Male","Declared disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Declared non-disabled","320","320","34880","30320"
"Leaver Dept.","2021","Ministry of Justice","Male","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","Declared non-disabled","100","100","41470","33100"
"Leaver Dept.","2022","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","Unknown","60","60","41300","31710"
"Leaver Dept.","2022","Attorney General's Departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","Declared non-disabled","50","50","42370","31560"
"Leaver Dept.","2022","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Female","Declared disabled","80","70","41780","37300"
"Leaver Dept.","2022","Cabinet Office","Female","Declared non-disabled","480","470","46450","40600"
