"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Unknown","Black","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","430","390","33130","27570"
"Leaver CS","2022","40-49","Unknown","White","750","660","32950","27570"
"Leaver CS","2022","50-59","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","White","50","50","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","White","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","White","140","130","46620","40960"
"Leaver CS","2022","50-59","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","White","70","60","48570","43780"
"Leaver CS","2022","50-59","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","White","90","80","40700","38000"
"Leaver CS","2022","50-59","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","White","100","80","51580","53490"
"Leaver CS","2022","50-59","No function","Asian","130","120","39570","29290"
"Leaver CS","2022","50-59","No function","Black","160","150","33610","29290"
"Leaver CS","2022","50-59","No function","Mixed","60","60","[c]","[c]"
"Leaver CS","2022","50-59","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Undeclared","200","170","37330","29250"
"Leaver CS","2022","50-59","No function","Unknown","600","540","34440","26900"
"Leaver CS","2022","50-59","No function","White","3240","2910","34580","27570"
"Leaver CS","2022","50-59","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","White","180","170","42470","39430"
"Leaver CS","2022","50-59","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","White","90","80","36130","33300"
"Leaver CS","2022","50-59","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Security","White","170","170","35360","39070"
"Leaver CS","2022","50-59","Unknown","Asian","70","60","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Black","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Undeclared","120","100","34990","29330"
"Leaver CS","2022","50-59","Unknown","Unknown","450","400","33570","27570"
"Leaver CS","2022","50-59","Unknown","White","1610","1390","33690","27570"
"Leaver CS","2022","60-64","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","White","50","50","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","White","90","70","30310","27570"
"Leaver CS","2022","60-64","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","White","30","20","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","White","110","100","42740","40580"
"Leaver CS","2022","60-64","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","White","80","70","41510","40580"
"Leaver CS","2022","60-64","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","White","80","80","38870","34640"
"Leaver CS","2022","60-64","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","White","90","70","50160","55610"
"Leaver CS","2022","60-64","No function","Asian","70","60","38400","31060"
"Leaver CS","2022","60-64","No function","Black","70","60","33120","30330"
"Leaver CS","2022","60-64","No function","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Undeclared","150","120","31160","27570"
"Leaver CS","2022","60-64","No function","Unknown","300","240","31910","27940"
"Leaver CS","2022","60-64","No function","White","2260","1820","33790","27570"
"Leaver CS","2022","60-64","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","White","170","150","45040","40580"
"Leaver CS","2022","60-64","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","White","80","80","39400","34610"
"Leaver CS","2022","60-64","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","White","120","110","37190","39070"
"Leaver CS","2022","60-64","Unknown","Asian","60","40","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Undeclared","150","120","29630","28380"
"Leaver CS","2022","60-64","Unknown","Unknown","300","240","42640","37300"
"Leaver CS","2022","60-64","Unknown","White","1580","1280","35910","29200"
"Leaver CS","2022","65+","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","White","70","50","26540","27570"
"Leaver CS","2022","65+","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","White","50","30","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","White","70","60","38570","33300"
"Leaver CS","2022","65+","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","White","40","40","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","White","40","30","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","White","50","40","[c]","[c]"
"Leaver CS","2022","65+","No function","Asian","70","50","33090","25460"
"Leaver CS","2022","65+","No function","Black","30","30","[c]","[c]"
"Leaver CS","2022","65+","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Undeclared","120","80","29100","26980"
"Leaver CS","2022","65+","No function","Unknown","220","160","29670","24750"
"Leaver CS","2022","65+","No function","White","2060","1460","28650","26120"
"Leaver CS","2022","65+","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","White","110","90","36860","34290"
"Leaver CS","2022","65+","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","White","80","70","33000","29200"
"Leaver CS","2022","65+","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","White","100","80","28760","26470"
"Leaver CS","2022","65+","Unknown","Asian","70","50","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","180","130","38640","32980"
"Leaver CS","2022","65+","Unknown","White","1120","850","30710","26670"
"Leaver CS","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
