"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","70","70","33080","33020"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","750","720","31840","29550"
"Leaver CS","2022","Ministry of Justice","Declared disabled","Heterosexual / straight","760","690","26200","21180"
"Leaver CS","2022","Ministry of Justice","Declared disabled","LGBO","120","110","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared disabled","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared disabled","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Heterosexual / straight","4640","4290","28360","21490"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","LGBO","350","330","26130","21300"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Undeclared","320","280","27700","21310"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Unknown","260","200","30100","24010"
"Leaver CS","2022","Ministry of Justice","Undeclared","Heterosexual / straight","340","300","27750","21820"
"Leaver CS","2022","Ministry of Justice","Undeclared","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Undeclared","180","160","29930","21330"
"Leaver CS","2022","Ministry of Justice","Undeclared","Unknown","210","160","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","2360","2230","24430","20970"
"Leaver CS","2022","National Crime Agency","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","Heterosexual / straight","90","80","45160","41170"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Heterosexual / straight","150","140","40280","37150"
"Leaver CS","2022","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Heterosexual / straight","130","120","54190","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","Heterosexual / straight","120","120","42250","37320"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","Unknown","70","70","47640","46250"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Heterosexual / straight","60","60","36210","35000"
"Leaver CS","2022","Scottish Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Heterosexual / straight","310","290","40310","34600"
"Leaver CS","2022","Scottish Government","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Unknown","180","160","35520","30040"
"Leaver CS","2022","Scottish Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Heterosexual / straight","150","130","37540","35000"
"Leaver CS","2022","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","620","550","32700","28990"
"Leaver CS","2022","The National Archives","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Heterosexual / straight","160","130","28630","23630"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Heterosexual / straight","80","70","29680","25110"
"Leaver CS","2022","UK Statistics Authority","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Heterosexual / straight","70","40","22160","19860"
"Leaver CS","2022","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Unknown","120","110","26510","23050"
"Leaver CS","2022","UK Supreme Court","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Heterosexual / straight","180","150","41890","37410"
"Leaver CS","2022","Welsh Government","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Heterosexual / straight","110","100","41630","33760"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Heterosexual / straight","90","90","39150","34140"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Heterosexual / straight","510","500","42630","34550"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","LGBO","70","70","40150","34550"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Undeclared","60","60","41770","33250"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","530","530","36270","32000"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Heterosexual / straight","270","260","45190","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","60","60","46440","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","150","140","37340","33640"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Heterosexual / straight","100","100","48980","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Heterosexual / straight","130","130","43590","40510"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","540","530","38310","34730"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Heterosexual / straight","80","80","45550","39250"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
