"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","20-29","1280","1240","25240","25110"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","30-39","860","830","27390","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","40-49","770","710","27520","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50-59","1180","1070","28140","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","60-64","800","630","28950","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","65+","740","510","25890","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","20-29","200","190","24670","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","30-39","90","90","28340","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","40-49","70","70","28910","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","50-59","60","50","28190","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","65+","30","20","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","20-29","110","100","25680","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","30-39","60","50","29090","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","40-49","50","50","28370","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","50-59","130","110","28170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","60-64","120","80","27190","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","65+","140","90","25660","25860"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","20-29","380","370","25160","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","30-39","320","300","27990","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","40-49","270","240","27760","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","50-59","370","320","26890","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","60-64","290","220","28170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","65+","280","190","25310","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","20-29","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","30-39","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","50-59","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","20-29","170","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","30-39","110","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","40-49","80","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","50-59","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","20-29","50","50","21770","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","30-39","60","50","27510","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","50-59","60","50","29380","26700"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","65+","40","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","65+","30","20","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
