"Status","Year","Sexual_orientation","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","EO","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","EO","White","930","890","26430","27310"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Asian","80","80","58050","56340"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Mixed","60","60","57780","55720"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","G6/G7","White","970","930","57460","55650"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SCS","White","160","150","90010","81110"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Asian","260","250","36030","34830"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Black","150","140","36180","35370"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Mixed","90","90","34810","33640"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","SEO/HEO","White","1680","1650","35290","34010"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","White","80","70","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","White","70","70","20880","21010"
"Leaver Dept.","2021","LGBO","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","White","110","100","26420","27150"
"Leaver Dept.","2021","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","White","90","90","55260","53680"
"Leaver Dept.","2021","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","White","200","200","34710","33960"
"Leaver Dept.","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","White","70","60","27080","27570"
"Leaver Dept.","2021","Undeclared","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","White","90","80","58080","55950"
"Leaver Dept.","2021","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Undeclared","70","70","36680","36800"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","White","120","120","36670","36360"
"Leaver Dept.","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Asian","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","530","510","20900","20880"
"Leaver Dept.","2021","Unknown","AA/AO","White","360","330","21080","21010"
"Leaver Dept.","2021","Unknown","EO","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","430","400","27270","27500"
"Leaver Dept.","2021","Unknown","EO","White","280","250","27100","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","580","500","56180","54460"
"Leaver Dept.","2021","Unknown","G6/G7","White","160","130","57620","55950"
"Leaver Dept.","2021","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","1290","1180","34170","32830"
"Leaver Dept.","2021","Unknown","SEO/HEO","White","330","250","35690","34380"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Asian","330","300","21820","21260"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Black","140","130","22190","21260"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","AA/AO","White","1350","1270","21330","21260"
"Leaver Dept.","2022","Heterosexual / straight","EO","Asian","670","640","27590","27570"
"Leaver Dept.","2022","Heterosexual / straight","EO","Black","330","320","27890","27570"
"Leaver Dept.","2022","Heterosexual / straight","EO","Mixed","120","120","27550","27570"
"Leaver Dept.","2022","Heterosexual / straight","EO","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","EO","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","EO","White","2260","2160","26630","27570"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Asian","240","230","58470","54700"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Black","130","120","56490","53600"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Mixed","80","80","55910","54350"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","G6/G7","White","2160","2020","57890","55130"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Asian","60","50","99310","98000"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","SCS","White","390","350","95090","92500"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Asian","650","620","36170","35330"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Black","410","380","36350","36160"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Mixed","190","180","36090","34770"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Other ethnicity","60","50","35640","34800"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Undeclared","60","60","36270","35310"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","Unknown","80","60","36080","35070"
"Leaver Dept.","2022","Heterosexual / straight","SEO/HEO","White","3790","3590","35850","35590"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","White","110","100","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","AA/AO","White","120","120","21430","21260"
"Leaver Dept.","2022","LGBO","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","EO","White","250","250","27140","27570"
"Leaver Dept.","2022","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","G6/G7","White","210","200","57040","54700"
"Leaver Dept.","2022","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SCS","White","30","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","SEO/HEO","White","440","410","35650","35060"
"Leaver Dept.","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Undeclared","60","60","21960","21260"
"Leaver Dept.","2022","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","White","120","110","21330","21260"
"Leaver Dept.","2022","Undeclared","EO","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Undeclared","80","80","26760","27570"
"Leaver Dept.","2022","Undeclared","EO","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","White","190","190","26660","27500"
"Leaver Dept.","2022","Undeclared","G6/G7","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Undeclared","120","110","57460","54700"
"Leaver Dept.","2022","Undeclared","G6/G7","Unknown","320","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","White","210","200","58720","54730"
"Leaver Dept.","2022","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","White","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Undeclared","230","210","36850","36330"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Unknown","420","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","White","360","330","35850","35310"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Asian","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","560","530","21470","21260"
"Leaver Dept.","2022","Unknown","AA/AO","White","360","330","21330","21260"
"Leaver Dept.","2022","Unknown","EO","Asian","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","540","520","27480","27570"
"Leaver Dept.","2022","Unknown","EO","White","290","270","27450","27570"
"Leaver Dept.","2022","Unknown","G6/G7","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Undeclared","130","120","58690","56140"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","500","450","58380","54760"
"Leaver Dept.","2022","Unknown","G6/G7","White","420","350","58680","55210"
"Leaver Dept.","2022","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","80","70","88440","81910"
"Leaver Dept.","2022","Unknown","SCS","White","80","60","117330","114000"
"Leaver Dept.","2022","Unknown","SEO/HEO","Asian","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
