"Status","Year","Sex","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Declared disabled","590","510","28250","26890"
"Leaver CS","2021","Male","Unknown","Declared non-disabled","2700","2390","31550","27150"
"Leaver CS","2021","Male","Unknown","Undeclared","290","270","32280","27570"
"Leaver CS","2021","Male","Unknown","Unknown","1390","1220","34880","27570"
"Leaver CS","2021","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","60","60","44710","40010"
"Leaver CS","2022","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Declared non-disabled","110","90","36880","34370"
"Leaver CS","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Unknown","70","30","[c]","[c]"
"Leaver CS","2022","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Declared non-disabled","120","110","40130","37740"
"Leaver CS","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Unknown","90","60","37900","33030"
"Leaver CS","2022","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Declared non-disabled","110","80","27750","27570"
"Leaver CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Declared non-disabled","240","220","41070","38070"
"Leaver CS","2022","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Unknown","120","100","38010","34530"
"Leaver CS","2022","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Declared non-disabled","200","180","35940","33000"
"Leaver CS","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Unknown","80","50","[c]","[c]"
"Leaver CS","2022","Female","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Declared non-disabled","260","230","38050","33350"
"Leaver CS","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Unknown","90","70","31550","27140"
"Leaver CS","2022","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","Declared non-disabled","70","70","64590","72990"
"Leaver CS","2022","Female","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Declared non-disabled","200","180","33890","29270"
"Leaver CS","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Unknown","70","60","35330","29250"
"Leaver CS","2022","Female","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Declared non-disabled","190","160","56430","55020"
"Leaver CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Unknown","70","70","51950","53050"
"Leaver CS","2022","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Medicine","Declared non-disabled","170","150","54940","39030"
"Leaver CS","2022","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Medicine","Unknown","110","90","53610","39030"
"Leaver CS","2022","Female","Operational Delivery","Declared disabled","1490","1250","26740","26400"
"Leaver CS","2022","Female","Operational Delivery","Declared non-disabled","7740","6640","27790","26520"
"Leaver CS","2022","Female","Operational Delivery","Undeclared","530","440","27700","25490"
"Leaver CS","2022","Female","Operational Delivery","Unknown","2370","2150","28810","23720"
"Leaver CS","2022","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other","Declared disabled","150","120","26020","22100"
"Leaver CS","2022","Female","Other","Declared non-disabled","870","780","27640","22330"
"Leaver CS","2022","Female","Other","Undeclared","70","60","26320","21980"
"Leaver CS","2022","Female","Other","Unknown","260","240","30420","27400"
"Leaver CS","2022","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","Declared disabled","80","70","38990","34680"
"Leaver CS","2022","Female","Policy","Declared non-disabled","460","410","44700","40050"
"Leaver CS","2022","Female","Policy","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Female","Policy","Unknown","280","200","39480","34540"
"Leaver CS","2022","Female","Project Delivery","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Declared non-disabled","220","210","40740","37890"
"Leaver CS","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Declared non-disabled","100","90","34750","33250"
"Leaver CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Declared non-disabled","450","410","37860","37450"
"Leaver CS","2022","Female","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Unknown","80","70","41540","40060"
"Leaver CS","2022","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Declared non-disabled","90","80","29240","26670"
"Leaver CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Declared disabled","440","350","31280","27570"
"Leaver CS","2022","Female","Unknown","Declared non-disabled","2380","1940","34960","27570"
"Leaver CS","2022","Female","Unknown","Undeclared","200","160","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","1730","1450","34230","27570"
"Leaver CS","2022","Female","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Declared non-disabled","110","110","40550","38020"
"Leaver CS","2022","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Unknown","80","50","39220","35340"
"Leaver CS","2022","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Declared non-disabled","80","70","39250","36980"
"Leaver CS","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Declared non-disabled","90","80","30540","27570"
"Leaver CS","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Declared disabled","70","60","37920","34290"
"Leaver CS","2022","Male","Digital, Data and Technology","Declared non-disabled","530","520","43060","40000"
"Leaver CS","2022","Male","Digital, Data and Technology","Undeclared","60","60","40470","38450"
"Leaver CS","2022","Male","Digital, Data and Technology","Unknown","300","280","41750","38400"
"Leaver CS","2022","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Declared non-disabled","70","70","[c]","[c]"
"Leaver CS","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Male","Finance","Declared non-disabled","210","200","43820","40060"
"Leaver CS","2022","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Unknown","80","60","37840","33410"
"Leaver CS","2022","Male","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Declared non-disabled","110","110","40700","35840"
"Leaver CS","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Declared non-disabled","60","60","32030","29250"
"Leaver CS","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Declared non-disabled","90","90","38300","36330"
"Leaver CS","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Declared non-disabled","140","130","58520","55610"
"Leaver CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Unknown","60","50","52190","55000"
"Leaver CS","2022","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Declared non-disabled","80","70","68140","70530"
"Leaver CS","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Declared disabled","960","860","27050","26100"
"Leaver CS","2022","Male","Operational Delivery","Declared non-disabled","5720","5300","29140","27370"
"Leaver CS","2022","Male","Operational Delivery","Undeclared","610","540","28820","26880"
"Leaver CS","2022","Male","Operational Delivery","Unknown","2150","2030","30190","26130"
"Leaver CS","2022","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Declared disabled","140","130","26570","23130"
"Leaver CS","2022","Male","Other","Declared non-disabled","820","790","30300","26350"
"Leaver CS","2022","Male","Other","Undeclared","80","80","28090","24250"
"Leaver CS","2022","Male","Other","Unknown","500","490","33380","30480"
"Leaver CS","2022","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Male","Policy","Declared non-disabled","420","400","51840","51730"
"Leaver CS","2022","Male","Policy","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Policy","Unknown","240","160","41840","38600"
"Leaver CS","2022","Male","Project Delivery","Declared disabled","50","50","41010","40090"
"Leaver CS","2022","Male","Project Delivery","Declared non-disabled","290","280","42210","39600"
"Leaver CS","2022","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Unknown","70","70","43700","40000"
"Leaver CS","2022","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Declared non-disabled","170","150","39240","35480"
"Leaver CS","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Unknown","70","60","30640","25860"
"Leaver CS","2022","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Declared disabled","70","70","38680","36330"
"Leaver CS","2022","Male","Science and Engineering","Declared non-disabled","610","580","36990","33930"
"Leaver CS","2022","Male","Science and Engineering","Undeclared","50","50","35750","34980"
"Leaver CS","2022","Male","Science and Engineering","Unknown","130","120","38450","32690"
"Leaver CS","2022","Male","Security","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Male","Security","Declared non-disabled","320","300","32720","28890"
"Leaver CS","2022","Male","Security","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Security","Unknown","160","160","30870","27680"
"Leaver CS","2022","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Declared disabled","330","280","33120","27570"
"Leaver CS","2022","Male","Unknown","Declared non-disabled","1870","1650","41260","33110"
"Leaver CS","2022","Male","Unknown","Undeclared","200","180","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","1500","1340","38620","29250"
"Leaver CS","2022","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Declared non-disabled","60","60","43700","40310"
"Leaver Dept.","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Declared non-disabled","90","90","47170","47450"
"Leaver Dept.","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Declared non-disabled","120","120","37810","32920"
"Leaver Dept.","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Declared disabled","[c]","[c]","[c]","[c]"
