"Status","Year","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Unknown","7660","7420","26380","22850"
"New entrant CS","2021","No function","White","10710","10330","29070","25000"
"New entrant CS","2021","Project Delivery","Asian","100","100","38190","34020"
"New entrant CS","2021","Project Delivery","Black","70","70","34660","33260"
"New entrant CS","2021","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","390","380","33120","30270"
"New entrant CS","2021","Project Delivery","White","1210","1190","36830","33500"
"New entrant CS","2021","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","200","200","27900","24500"
"New entrant CS","2021","Property","White","490","480","31160","28120"
"New entrant CS","2021","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","310","310","27820","24620"
"New entrant CS","2021","Security","White","470","470","26560","23540"
"New entrant CS","2021","Unknown","Asian","2230","2180","28650","27570"
"New entrant CS","2021","Unknown","Black","1540","1520","29030","29290"
"New entrant CS","2021","Unknown","Chinese","50","50","27330","27570"
"New entrant CS","2021","Unknown","Mixed","770","760","27870","27570"
"New entrant CS","2021","Unknown","Other ethnicity","200","190","28890","27570"
"New entrant CS","2021","Unknown","Undeclared","370","360","28150","27570"
"New entrant CS","2021","Unknown","Unknown","4720","4600","30700","27570"
"New entrant CS","2021","Unknown","White","13180","12900","26920","27570"
"New entrant CS","2022","Analysis","Asian","140","130","32520","30710"
"New entrant CS","2022","Analysis","Black","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","260","220","35010","30710"
"New entrant CS","2022","Analysis","White","970","950","33660","30710"
"New entrant CS","2022","Commercial","Asian","70","70","35440","33510"
"New entrant CS","2022","Commercial","Black","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","400","350","56970","61710"
"New entrant CS","2022","Commercial","White","460","440","33660","31250"
"New entrant CS","2022","Communications","Asian","190","190","27230","26590"
"New entrant CS","2022","Communications","Black","60","50","28740","26590"
"New entrant CS","2022","Communications","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","530","500","29860","26590"
"New entrant CS","2022","Communications","White","670","660","32540","27270"
"New entrant CS","2022","Counter Fraud","Asian","170","170","27290","26590"
"New entrant CS","2022","Counter Fraud","Black","60","60","27460","27080"
"New entrant CS","2022","Counter Fraud","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","320","310","27900","26590"
"New entrant CS","2022","Counter Fraud","White","970","950","26870","26590"
"New entrant CS","2022","Debt","Asian","160","160","21550","21250"
"New entrant CS","2022","Debt","Black","40","40","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","290","270","21430","21250"
"New entrant CS","2022","Debt","White","510","490","21830","21250"
"New entrant CS","2022","Digital, Data & Technology","Asian","300","290","38850","35900"
"New entrant CS","2022","Digital, Data & Technology","Black","160","160","37370","34550"
"New entrant CS","2022","Digital, Data & Technology","Mixed","70","70","34770","32790"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","80","80","39780","37070"
"New entrant CS","2022","Digital, Data & Technology","Unknown","690","650","37030","33320"
"New entrant CS","2022","Digital, Data & Technology","White","1580","1570","37510","33370"
"New entrant CS","2022","Finance","Asian","130","120","33390","31060"
"New entrant CS","2022","Finance","Black","50","50","35150","33080"
"New entrant CS","2022","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","330","270","34710","32000"
"New entrant CS","2022","Finance","White","610","590","33360","29360"
"New entrant CS","2022","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","330","320","21560","21300"
"New entrant CS","2022","Grants Management","White","170","160","21980","21300"
"New entrant CS","2022","Human Resources","Asian","100","100","31130","27570"
"New entrant CS","2022","Human Resources","Black","60","60","29880","27570"
"New entrant CS","2022","Human Resources","Mixed","50","50","33180","28310"
"New entrant CS","2022","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","280","260","33740","28000"
"New entrant CS","2022","Human Resources","White","820","790","32620","28000"
"New entrant CS","2022","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Asian","190","180","37310","38000"
"New entrant CS","2022","Legal","Black","80","80","32250","26950"
"New entrant CS","2022","Legal","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","90","90","39040","37610"
"New entrant CS","2022","Legal","White","820","800","36550","30110"
"New entrant CS","2022","No function","Asian","3090","2980","28290","27570"
"New entrant CS","2022","No function","Black","1880","1820","29190","27850"
"New entrant CS","2022","No function","Mixed","1090","1060","28830","27500"
"New entrant CS","2022","No function","Other ethnicity","290","280","28950","27570"
"New entrant CS","2022","No function","Undeclared","620","590","30340","27570"
"New entrant CS","2022","No function","Unknown","12250","11620","27270","24800"
"New entrant CS","2022","No function","White","22680","21910","28270","26020"
"New entrant CS","2022","Project Delivery","Asian","140","140","36880","33080"
"New entrant CS","2022","Project Delivery","Black","60","50","37920","37300"
"New entrant CS","2022","Project Delivery","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","420","410","32740","31000"
"New entrant CS","2022","Project Delivery","White","1310","1290","35790","33000"
"New entrant CS","2022","Property","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","420","410","30260","25000"
"New entrant CS","2022","Property","White","590","580","33400","29360"
"New entrant CS","2022","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","330","330","27370","25000"
"New entrant CS","2022","Security","White","480","470","29430","25540"
"New entrant CS","2022","Unknown","Asian","350","340","28820","27570"
"New entrant CS","2022","Unknown","Black","140","130","31890","28650"
"New entrant CS","2022","Unknown","Mixed","120","110","29200","27230"
"New entrant CS","2022","Unknown","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","90","90","32260","27400"
"New entrant CS","2022","Unknown","Unknown","4650","4440","29710","27230"
"New entrant CS","2022","Unknown","White","4260","4140","31020","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
