"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Inner London - West","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Inner London - East","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Inner London - West","140","110","43510","38600"
"Leaver Dept.","2022","Female","Communications","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Inner London - West","90","50","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Inner London - West","100","60","50250","45200"
"Leaver Dept.","2022","Female","Finance","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Inner London - East","90","90","38940","32480"
"Leaver Dept.","2022","Female","Human Resources","Inner London - West","140","120","44930","35550"
"Leaver Dept.","2022","Female","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Inner London - West","100","90","48230","51250"
"Leaver Dept.","2022","Female","Legal","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Berkshire, Buckinghamshire and Oxfordshire","220","200","41020","38200"
"Leaver Dept.","2022","Female","No function","Cheshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Derbyshire and Nottinghamshire","230","220","33810","28590"
"Leaver Dept.","2022","Female","No function","Devon","70","70","35420","28980"
"Leaver Dept.","2022","Female","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","East Anglia","220","200","37330","30760"
"Leaver Dept.","2022","Female","No function","East Wales","140","130","30970","27570"
"Leaver Dept.","2022","Female","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Eastern Scotland","160","150","26470","27570"
"Leaver Dept.","2022","Female","No function","Essex","70","60","40110","32310"
"Leaver Dept.","2022","Female","No function","Gloucestershire, Wiltshire and Bath/Bristol area","830","760","35400","30220"
"Leaver Dept.","2022","Female","No function","Greater Manchester","380","360","30960","27570"
"Leaver Dept.","2022","Female","No function","Hampshire and Isle of Wight","80","70","38350","29380"
"Leaver Dept.","2022","Female","No function","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Inner London - East","1260","1150","45030","40070"
"Leaver Dept.","2022","Female","No function","Inner London - West","1990","1760","42720","36650"
"Leaver Dept.","2022","Female","No function","Kent","80","80","40340","30990"
"Leaver Dept.","2022","Female","No function","Lancashire","80","80","31400","27570"
"Leaver Dept.","2022","Female","No function","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Merseyside","190","180","31590","27570"
"Leaver Dept.","2022","Female","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","North Yorkshire","80","80","39570","36330"
"Leaver Dept.","2022","Female","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Northumberland, and Tyne and Wear","250","230","31680","27570"
"Leaver Dept.","2022","Female","No function","Outer London - East and North East","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Outer London - South","80","70","31810","31060"
