"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","White","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Asian","70","60","32760","27570"
"Leaver CS","2022","Undeclared","No function","Black","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Undeclared","450","400","33020","27570"
"Leaver CS","2022","Undeclared","No function","Unknown","250","80","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","White","1130","950","31550","27570"
"Leaver CS","2022","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Undeclared","50","50","39630","38250"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","White","60","60","38940","36460"
"Leaver CS","2022","Undeclared","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","White","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","220","190","32810","30040"
"Leaver CS","2022","Undeclared","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","White","300","270","32290","27370"
"Leaver CS","2022","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","White","60","50","46690","38070"
"Leaver CS","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","160","150","69560","65310"
"Leaver CS","2022","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","100","100","43540","39690"
"Leaver CS","2022","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","White","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","230","230","40200","37230"
"Leaver CS","2022","Unknown","Digital, Data & Technology","White","60","50","41840","38220"
"Leaver CS","2022","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Unknown","70","70","22570","21300"
"Leaver CS","2022","Unknown","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","70","70","30320","27130"
"Leaver CS","2022","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Unknown","70","60","47810","51680"
"Leaver CS","2022","Unknown","Legal","White","70","60","53960","55610"
"Leaver CS","2022","Unknown","No function","Asian","100","90","38250","29460"
"Leaver CS","2022","Unknown","No function","Black","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Undeclared","240","190","33890","27570"
"Leaver CS","2022","Unknown","No function","Unknown","4240","3980","29130","25110"
"Leaver CS","2022","Unknown","No function","White","1330","1040","33590","27570"
"Leaver CS","2022","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","180","180","36940","33150"
"Leaver CS","2022","Unknown","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","120","110","27460","22040"
"Leaver CS","2022","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","130","130","28830","26610"
"Leaver CS","2022","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","310","250","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","200","170","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2950","2660","30970","27570"
"Leaver CS","2022","Unknown","Unknown","White","3100","2450","32960","27570"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","White","130","130","42290","37970"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","White","70","70","41330","40310"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","White","90","80","44660","40730"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","White","90","90","45310","39790"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","White","90","90","46860","45200"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","White","250","250","38110","32960"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","White","90","90","42800","38440"
"Leaver Dept.","2021","Heterosexual / straight","No function","Asian","260","250","32360","28880"
"Leaver Dept.","2021","Heterosexual / straight","No function","Black","140","130","33160","32560"
"Leaver Dept.","2021","Heterosexual / straight","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","No function","Mixed","100","100","40800","34240"
"Leaver Dept.","2021","Heterosexual / straight","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","No function","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","No function","White","1510","1460","39860","33570"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","White","310","300","40800","34160"
"Leaver Dept.","2021","Heterosexual / straight","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","White","60","60","38540","33100"
"Leaver Dept.","2021","Heterosexual / straight","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Asian","280","270","33270","30160"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Black","150","140","32390","28990"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Mixed","70","70","36120","31990"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","White","1720","1640","35110","29860"
"Leaver Dept.","2021","LGBO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","White","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Other ethnicity","[c]","[c]","[c]","[c]"
