"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","120","120","39470","32910"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","680","670","42540","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","540","540","36330","32000"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","300","290","34360","31980"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","270","250","47660","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","140","120","45610","39650"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","120","120","48270","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","130","130","44240","40510"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","420","410","41560","36970"
"Leaver Dept.","2021","Department for International Development","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","100","100","46630","39830"
"Leaver Dept.","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","140","140","40980","37410"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Declared non-disabled","130","130","46800","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Undeclared","50","50","41060","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Declared disabled","140","130","30810","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Declared non-disabled","1020","980","30090","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Undeclared","80","80","28740","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","110","110","30250","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Declared non-disabled","80","70","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Declared non-disabled","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","130","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","80","30","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Declared non-disabled","70","60","46470","50830"
"Leaver Dept.","2021","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Declared non-disabled","270","260","27030","21530"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Declared non-disabled","260","260","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Declared disabled","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Declared non-disabled","780","750","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","690","670","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Declared non-disabled","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Declared disabled","90","80","35500","29370"
"Leaver Dept.","2021","Home Office (incl. agencies)","Declared non-disabled","870","820","35950","30110"
"Leaver Dept.","2021","Home Office (incl. agencies)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","260","260","38930","35750"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Unknown","60","60","42470","39730"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","250","250","41160","34050"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","60","60","42910","42290"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","260","260","42410","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","60","60","39660","35890"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","50","50","45180","37900"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Declared non-disabled","60","60","22500","21170"
"Leaver Dept.","2021","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","60","60","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","110","100","34400","31770"
"Leaver Dept.","2021","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
