"Status","Year","Function_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Analysis","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Declared non-disabled","White","120","120","42170","37970"
"Leaver Dept.","2021","Analysis","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","White","50","50","42030","41740"
"Leaver Dept.","2021","Commercial","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","White","80","80","44040","37860"
"Leaver Dept.","2021","Communications","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","60","60","40630","39080"
"Leaver Dept.","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","White","90","90","47300","42360"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","White","90","80","45320","43290"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","White","230","230","37480","32710"
"Leaver Dept.","2021","Human Resources","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","70","70","41270","37480"
"Leaver Dept.","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","White","100","100","46940","50000"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","White","240","230","37030","32360"
"Leaver Dept.","2021","No function","Declared non-disabled","Asian","220","220","33540","29190"
"Leaver Dept.","2021","No function","Declared non-disabled","Black","110","110","33610","32560"
"Leaver Dept.","2021","No function","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Mixed","100","100","40800","34590"
"Leaver Dept.","2021","No function","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","White","1470","1430","40140","33640"
"Leaver Dept.","2021","No function","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","White","100","90","35830","32000"
"Leaver Dept.","2021","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","1240","1220","36570","32000"
"Leaver Dept.","2021","No function","Unknown","White","120","110","44150","36840"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","White","280","280","40960","35690"
"Leaver Dept.","2021","Project Delivery","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","70","70","42840","38600"
"Leaver Dept.","2021","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","White","60","50","40140","33300"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
