"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","No function","Declared non-disabled","110","110","33610","32560"
"Leaver Dept.","2021","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared non-disabled","180","170","32880","28670"
"Leaver Dept.","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Declared non-disabled","100","100","40800","34590"
"Leaver Dept.","2021","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","100","90","37120","33960"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","80","70","33830","30300"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","60","60","40630","39080"
"Leaver Dept.","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","70","70","41270","37480"
"Leaver Dept.","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","1240","1220","36570","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","70","70","42840","38600"
"Leaver Dept.","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","120","110","33330","29290"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","80","80","41040","37190"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1070","830","35280","31060"
"Leaver Dept.","2021","White","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Analysis","Declared non-disabled","120","120","42170","37970"
"Leaver Dept.","2021","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","Declared non-disabled","50","50","42030","41740"
"Leaver Dept.","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","Declared non-disabled","80","80","44040","37860"
"Leaver Dept.","2021","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Declared non-disabled","90","90","47300","42360"
"Leaver Dept.","2021","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Declared non-disabled","90","80","45320","43290"
"Leaver Dept.","2021","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Declared non-disabled","230","230","37480","32710"
"Leaver Dept.","2021","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Declared non-disabled","100","100","46940","50000"
"Leaver Dept.","2021","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Declared disabled","240","230","37030","32360"
"Leaver Dept.","2021","White","No function","Declared non-disabled","1470","1430","40140","33640"
"Leaver Dept.","2021","White","No function","Undeclared","100","90","35830","32000"
"Leaver Dept.","2021","White","No function","Unknown","120","110","44150","36840"
"Leaver Dept.","2021","White","Project Delivery","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Declared non-disabled","280","280","40960","35690"
"Leaver Dept.","2021","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Declared non-disabled","60","50","40140","33300"
"Leaver Dept.","2021","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared disabled","330","300","33490","27570"
"Leaver Dept.","2021","White","Unknown","Declared non-disabled","2480","2280","34760","29430"
"Leaver Dept.","2021","White","Unknown","Undeclared","120","100","34720","27570"
"Leaver Dept.","2021","White","Unknown","Unknown","120","100","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Declared non-disabled","70","70","42430","37640"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
