"Status","Year","Organisation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","No function","70","70","45370","40230"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","No function","200","190","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","No function","120","120","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","South East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","No function","70","70","44590","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","No function","210","200","44900","42470"
"Leaver CS","2022","Department for Transport (excl. agencies)","South East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","No function","360","320","25850","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","90","90","24050","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","No function","470","420","27140","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East of England","Unknown","70","60","27610","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","No function","800","760","30720","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Unknown","160","150","33140","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Debt","30","20","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Digital, Data & Technology","70","60","44580","40670"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","No function","620","530","23880","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","130","120","25490","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Counter Fraud","30","20","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Digital, Data & Technology","70","60","48490","46920"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","No function","1110","960","24540","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","220","210","26110","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Counter Fraud","30","20","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","No function","630","540","24680","25630"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","100","90","24150","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","No function","650","570","27240","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","80","70","27290","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","No function","440","370","25620","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","50","50","24440","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","No function","50","50","27280","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","No function","310","260","24770","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wales","Unknown","70","60","24350","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Debt","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","No function","470","390","26150","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
