"Status","Year","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Communications","150","150","44850","40980"
"Leaver Dept.","2021","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data and Technology","90","90","51530","48560"
"Leaver Dept.","2021","London","Economics","100","100","42960","37350"
"Leaver Dept.","2021","London","Finance","120","120","51270","50980"
"Leaver Dept.","2021","London","Human Resources","140","130","43580","38650"
"Leaver Dept.","2021","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","90","90","42090","38540"
"Leaver Dept.","2021","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","90","80","57990","57690"
"Leaver Dept.","2021","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Delivery","540","520","37410","31080"
"Leaver Dept.","2021","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other","140","130","41250","32120"
"Leaver Dept.","2021","London","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Policy","1460","1420","45070","39910"
"Leaver Dept.","2021","London","Project Delivery","130","130","48370","44940"
"Leaver Dept.","2021","London","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Social Research","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","70","70","41360","35930"
"Leaver Dept.","2021","London","Unknown","2010","1650","44010","38470"
"Leaver Dept.","2021","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","90","80","24770","21430"
"Leaver Dept.","2021","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","470","440","26430","26120"
"Leaver Dept.","2021","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","250","240","24740","22720"
"Leaver Dept.","2021","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","670","630","29220","27570"
"Leaver Dept.","2021","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","110","110","27860","24130"
"Leaver Dept.","2021","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","420","400","28680","27570"
"Leaver Dept.","2021","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","170","160","26380","23520"
"Leaver Dept.","2021","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","120","110","28440","27570"
"Leaver Dept.","2021","South West (England)","Commercial","70","70","35170","32420"
"Leaver Dept.","2021","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","100","100","27760","21510"
"Leaver Dept.","2021","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Other","80","80","34860","29210"
"Leaver Dept.","2021","South West (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","150","150","36730","32860"
"Leaver Dept.","2021","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Science and Engineering","80","80","34420","32360"
"Leaver Dept.","2021","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","130","130","28690","27570"
"Leaver Dept.","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","650","650","34440","32000"
"Leaver Dept.","2021","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Operational Delivery","180","170","26720","21590"
"Leaver Dept.","2021","Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","210","200","27220","27570"
"Leaver Dept.","2021","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Operational Delivery","220","210","23330","21050"
"Leaver Dept.","2021","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","200","200","26300","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Operational Delivery","140","130","26460","24110"
"Leaver Dept.","2021","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","350","310","33860","31640"
"Leaver Dept.","2022","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Operational Delivery","350","340","27780","25120"
"Leaver Dept.","2022","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Science and Engineering","80","70","38930","36330"
"Leaver Dept.","2022","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Medicine","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Operational Delivery","290","270","32200","27570"
"Leaver Dept.","2022","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Science and Engineering","150","130","38160","36060"
"Leaver Dept.","2022","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Commercial","140","80","49080","46030"
"Leaver Dept.","2022","London","Communications","280","210","44480","38600"
"Leaver Dept.","2022","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Digital, Data and Technology","270","220","46730","41970"
"Leaver Dept.","2022","London","Economics","130","120","46120","38570"
"Leaver Dept.","2022","London","Finance","230","170","49650","43110"
"Leaver Dept.","2022","London","Human Resources","300","270","41370","33960"
"Leaver Dept.","2022","London","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","International Trade","90","90","[c]","[c]"
"Leaver Dept.","2022","London","Knowledge and Information Management","230","200","45830","46140"
"Leaver Dept.","2022","London","Legal","100","90","60320","61180"
"Leaver Dept.","2022","London","Medicine","160","130","94600","97550"
"Leaver Dept.","2022","London","Operational Delivery","2760","2560","39550","33370"
"Leaver Dept.","2022","London","Operational Research","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Other","270","270","37450","31060"
"Leaver Dept.","2022","London","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Policy","1810","1480","46850","41950"
"Leaver Dept.","2022","London","Project Delivery","150","150","44210","40000"
"Leaver Dept.","2022","London","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Science and Engineering","710","660","42470","40070"
"Leaver Dept.","2022","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Social Research","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Statistics","80","80","43890","40640"
"Leaver Dept.","2022","London","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","2300","1890","43800","35590"
"Leaver Dept.","2022","London","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Operational Delivery","450","420","27880","27570"
"Leaver Dept.","2022","North East (England)","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","290","280","29610","27570"
"Leaver Dept.","2022","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Digital, Data and Technology","80","80","41890","37910"
"Leaver Dept.","2022","North West (England)","Finance","50","50","38550","35310"
"Leaver Dept.","2022","North West (England)","Human Resources","60","60","31010","28000"
"Leaver Dept.","2022","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Medicine","50","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Operational Delivery","1030","990","27400","25190"
"Leaver Dept.","2022","North West (England)","Other","80","80","27260","27570"
"Leaver Dept.","2022","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Policy","80","70","36650","34610"
"Leaver Dept.","2022","North West (England)","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Science and Engineering","180","160","35210","32310"
"Leaver Dept.","2022","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","320","310","35510","32000"
"Leaver Dept.","2022","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
