"Status","Year","Parent_department","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs","Counter Fraud","Nottingham","570","540","35790","33370"
"In post","2022","HM Revenue and Customs","Counter Fraud","Portsmouth","130","120","35570","33370"
"In post","2022","HM Revenue and Customs","Counter Fraud","Sefton","420","400","32650","28920"
"In post","2022","HM Revenue and Customs","Counter Fraud","South Lanarkshire","70","60","33450","28920"
"In post","2022","HM Revenue and Customs","Counter Fraud","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Counter Fraud","Suffolk CC","370","340","28890","26820"
"In post","2022","HM Revenue and Customs","Counter Fraud","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Counter Fraud","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Counter Fraud","Tyneside","570","550","34210","33080"
"In post","2022","HM Revenue and Customs","Counter Fraud","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Birmingham","400","360","22990","21250"
"In post","2022","HM Revenue and Customs","Debt","Bradford","240","220","23390","21250"
"In post","2022","HM Revenue and Customs","Debt","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Cardiff and Vale of Glamorgan","390","370","24030","21250"
"In post","2022","HM Revenue and Customs","Debt","City of Edinburgh","510","480","22620","21250"
"In post","2022","HM Revenue and Customs","Debt","Croydon","220","200","28790","26400"
"In post","2022","HM Revenue and Customs","Debt","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Glasgow City","80","70","24290","21460"
"In post","2022","HM Revenue and Customs","Debt","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Hackney and Newham","250","220","29280","26400"
"In post","2022","HM Revenue and Customs","Debt","Leeds","170","160","26880","26590"
"In post","2022","HM Revenue and Customs","Debt","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Liverpool","400","370","23680","21250"
"In post","2022","HM Revenue and Customs","Debt","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","North Lanarkshire","330","280","23940","21680"
"In post","2022","HM Revenue and Customs","Debt","Nottingham","260","240","22930","21250"
"In post","2022","HM Revenue and Customs","Debt","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","South Lanarkshire","280","260","23610","21250"
"In post","2022","HM Revenue and Customs","Debt","Southend-on-Sea","50","40","24050","22080"
"In post","2022","HM Revenue and Customs","Debt","Suffolk CC","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Debt","Tyneside","510","470","22670","21250"
"In post","2022","HM Revenue and Customs","Debt","West Sussex (South West)","50","40","28690","28920"
"In post","2022","HM Revenue and Customs","Debt","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Belfast","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Birmingham","80","70","37740","33680"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Bristol, City of","80","80","41790","40180"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Cardiff and Vale of Glamorgan","100","100","36670","33370"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","City of Edinburgh","70","70","41600","40180"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Croydon","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Glasgow City","50","50","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Greater Manchester South West","140","140","40510","38080"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Hackney and Newham","140","140","47380","43430"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Leeds","350","340","39130","33370"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Liverpool","80","80","38640","33370"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Manchester","130","130","40580","35980"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Nottingham","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Sefton","50","50","38580","38080"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Southend-on-Sea","260","240","39030","35980"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Telford and Wrekin","350","340","44750","40520"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Tower Hamlets","90","90","54590","47240"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Tyneside","590","570","43030","40520"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","West Sussex (South West)","200","190","40650","40180"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Westminster","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Birmingham","70","60","24130","21250"
"In post","2022","HM Revenue and Customs","Finance","Bradford","240","190","23410","22080"
"In post","2022","HM Revenue and Customs","Finance","Brent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Croydon","90","90","46350","40910"
"In post","2022","HM Revenue and Customs","Finance","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Greater Manchester South West","70","60","37810","33370"
"In post","2022","HM Revenue and Customs","Finance","Hackney and Newham","230","220","42630","37930"
"In post","2022","HM Revenue and Customs","Finance","Leeds","220","200","30170","26820"
"In post","2022","HM Revenue and Customs","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Liverpool","80","70","37390","33370"
"In post","2022","HM Revenue and Customs","Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Mid Lancashire","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","North Lanarkshire","520","420","24300","22080"
"In post","2022","HM Revenue and Customs","Finance","Nottingham","110","100","39950","33370"
"In post","2022","HM Revenue and Customs","Finance","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","South Lanarkshire","110","100","24120","21250"
"In post","2022","HM Revenue and Customs","Finance","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Southend-on-Sea","50","40","29700","26820"
"In post","2022","HM Revenue and Customs","Finance","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Telford and Wrekin","60","60","46540","40520"
"In post","2022","HM Revenue and Customs","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Tyneside","310","300","38970","35610"
"In post","2022","HM Revenue and Customs","Finance","West Sussex (South West)","240","220","32960","28920"
"In post","2022","HM Revenue and Customs","Finance","Westminster","160","150","58150","58600"
"In post","2022","HM Revenue and Customs","Finance","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Birmingham","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Bristol, City of","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Cardiff and Vale of Glamorgan","60","50","35300","33080"
"In post","2022","HM Revenue and Customs","Human Resources","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Croydon","60","50","57400","62120"
"In post","2022","HM Revenue and Customs","Human Resources","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Greater Manchester South West","190","180","36990","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Hackney and Newham","120","120","48140","43810"
"In post","2022","HM Revenue and Customs","Human Resources","Leeds","70","70","40810","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Liverpool","130","120","30850","26820"
"In post","2022","HM Revenue and Customs","Human Resources","Manchester","120","120","39420","35910"
"In post","2022","HM Revenue and Customs","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","North Lanarkshire","140","120","28890","26820"
"In post","2022","HM Revenue and Customs","Human Resources","Nottingham","300","280","37950","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","Tyneside","210","200","31170","26820"
"In post","2022","HM Revenue and Customs","Human Resources","West Sussex (South West)","80","70","28260","26820"
"In post","2022","HM Revenue and Customs","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Belfast","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Birmingham","60","60","34210","33370"
"In post","2022","HM Revenue and Customs","Legal","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Bristol, City of","60","50","45690","52080"
"In post","2022","HM Revenue and Customs","Legal","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Croydon","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Glasgow City","50","50","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Greater Manchester South West","160","150","44440","40520"
"In post","2022","HM Revenue and Customs","Legal","Hackney and Newham","420","400","52260","58600"
"In post","2022","HM Revenue and Customs","Legal","Leeds","110","100","39930","33370"
"In post","2022","HM Revenue and Customs","Legal","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Manchester","80","80","37660","33370"
"In post","2022","HM Revenue and Customs","Legal","Mid Lancashire","100","90","30260","28920"
"In post","2022","HM Revenue and Customs","Legal","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Nottingham","100","80","29300","28920"
"In post","2022","HM Revenue and Customs","Legal","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Sunderland","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Belfast","1730","1620","29260","26590"
"In post","2022","HM Revenue and Customs","No function","Berkshire","160","150","37020","33600"
"In post","2022","HM Revenue and Customs","No function","Birmingham","1640","1570","34220","33080"
"In post","2022","HM Revenue and Customs","No function","Bradford","780","690","25810","21250"
"In post","2022","HM Revenue and Customs","No function","Bristol, City of","720","680","36270","33370"
"In post","2022","HM Revenue and Customs","No function","Cardiff and Vale of Glamorgan","2480","2290","29630","26820"
"In post","2022","HM Revenue and Customs","No function","City of Edinburgh","1250","1190","31030","26820"
"In post","2022","HM Revenue and Customs","No function","Croydon","1220","1160","41340","37930"
"In post","2022","HM Revenue and Customs","No function","Durham","410","360","24100","22080"
"In post","2022","HM Revenue and Customs","No function","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Glasgow City","1180","1110","31920","33080"
"In post","2022","HM Revenue and Customs","No function","Greater Manchester South West","2400","2240","28760","26590"
"In post","2022","HM Revenue and Customs","No function","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Hackney and Newham","1470","1410","42180","37930"
"In post","2022","HM Revenue and Customs","No function","Harrow and Hillingdon","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Leeds","1340","1270","33580","33080"
"In post","2022","HM Revenue and Customs","No function","Leicester","220","200","28320","22080"
"In post","2022","HM Revenue and Customs","No function","Liverpool","3260","3030","28200","26590"
"In post","2022","HM Revenue and Customs","No function","Manchester","850","810","33860","33370"
"In post","2022","HM Revenue and Customs","No function","Mid Lancashire","1190","1040","25610","22080"
"In post","2022","HM Revenue and Customs","No function","Milton Keynes","110","110","24570","21250"
"In post","2022","HM Revenue and Customs","No function","North Lanarkshire","110","110","28720","26820"
"In post","2022","HM Revenue and Customs","No function","Nottingham","1670","1580","34300","33370"
"In post","2022","HM Revenue and Customs","No function","Portsmouth","720","620","27430","22080"
"In post","2022","HM Revenue and Customs","No function","Sefton","560","490","30270","26820"
"In post","2022","HM Revenue and Customs","No function","South Lanarkshire","1580","1360","26440","22080"
"In post","2022","HM Revenue and Customs","No function","Southend-on-Sea","220","190","30530","28570"
"In post","2022","HM Revenue and Customs","No function","Suffolk CC","110","100","36860","33370"
"In post","2022","HM Revenue and Customs","No function","Sunderland","2140","1760","24440","22080"
"In post","2022","HM Revenue and Customs","No function","Telford and Wrekin","130","110","30320","26820"
"In post","2022","HM Revenue and Customs","No function","Tower Hamlets","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Tyneside","3720","3270","27260","22080"
"In post","2022","HM Revenue and Customs","No function","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","No function","Westminster","320","310","58920","62120"
"In post","2022","HM Revenue and Customs","Project Delivery","Belfast","70","70","41120","40180"
"In post","2022","HM Revenue and Customs","Project Delivery","Berkshire","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Birmingham","180","170","43230","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Bradford","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Brent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Bristol, City of","90","80","40860","33370"
"In post","2022","HM Revenue and Customs","Project Delivery","Cardiff and Vale of Glamorgan","140","130","41520","40180"
"In post","2022","HM Revenue and Customs","Project Delivery","City of Edinburgh","110","100","41410","33370"
"In post","2022","HM Revenue and Customs","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Croydon","280","260","54380","58600"
"In post","2022","HM Revenue and Customs","Project Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Glasgow City","130","120","40320","40180"
"In post","2022","HM Revenue and Customs","Project Delivery","Greater Manchester South West","210","200","45070","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Hackney and Newham","570","550","51130","43810"
"In post","2022","HM Revenue and Customs","Project Delivery","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Leeds","160","150","44050","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Liverpool","490","480","42930","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Manchester","140","130","43770","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Mid Lancashire","270","250","43210","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","North Lanarkshire","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Nottingham","190","180","43850","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Portsmouth","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Sefton","60","60","41250","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","South Lanarkshire","100","100","42410","40180"
"In post","2022","HM Revenue and Customs","Project Delivery","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Southend-on-Sea","130","120","44120","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Sunderland","80","70","42890","40350"
"In post","2022","HM Revenue and Customs","Project Delivery","Telford and Wrekin","130","130","44860","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Tower Hamlets","90","80","50520","44940"
"In post","2022","HM Revenue and Customs","Project Delivery","Tyneside","870","830","43080","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Westminster","360","340","62220","62120"
"In post","2022","HM Revenue and Customs","Project Delivery","York","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Birmingham","180","170","34520","31900"
"In post","2022","HM Revenue and Customs","Property","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Brent","150","140","36920","30880"
"In post","2022","HM Revenue and Customs","Property","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Bristol, City of","120","110","36930","33130"
"In post","2022","HM Revenue and Customs","Property","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Cambridgeshire CC","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Cardiff and Vale of Glamorgan","120","120","34000","31420"
"In post","2022","HM Revenue and Customs","Property","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Croydon","210","200","38400","34810"
"In post","2022","HM Revenue and Customs","Property","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Derby","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Devon CC","60","60","38320","34000"
"In post","2022","HM Revenue and Customs","Property","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Durham","380","370","25400","22010"
"In post","2022","HM Revenue and Customs","Property","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","East Kent","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","East Sussex CC","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Essex Haven Gateway","70","70","34090","31000"
"In post","2022","HM Revenue and Customs","Property","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","Flintshire and Wrexham","60","60","40290","41730"
"In post","2022","HM Revenue and Customs","Property","Glasgow City","[c]","[c]","[c]","[c]"
