"Status","Year","Region_ITL3","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Swansea","No function","LGBO","230","210","24320","21840"
"In post","2022","Swansea","No function","Undeclared","1220","990","23270","21840"
"In post","2022","Swansea","No function","Unknown","1140","1010","24150","21840"
"In post","2022","Swansea","Project Delivery","Heterosexual / straight","100","90","36390","30730"
"In post","2022","Swansea","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Property","Heterosexual / straight","90","80","32590","30730"
"In post","2022","Swansea","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Security","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Swansea","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Unknown","Heterosexual / straight","300","280","41680","38160"
"In post","2022","Swansea","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Swansea","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","No function","Heterosexual / straight","220","210","28170","27570"
"In post","2022","Swindon","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","No function","Unknown","60","50","27830","27570"
"In post","2022","Swindon","Project Delivery","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Swindon","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Digital, Data & Technology","Heterosexual / straight","250","250","43940","40520"
"In post","2022","Telford and Wrekin","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Digital, Data & Technology","Unknown","90","90","44840","40520"
"In post","2022","Telford and Wrekin","Finance","Heterosexual / straight","50","50","44370","40520"
"In post","2022","Telford and Wrekin","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","No function","Heterosexual / straight","590","530","28450","27570"
"In post","2022","Telford and Wrekin","No function","LGBO","40","30","[c]","[c]"
"In post","2022","Telford and Wrekin","No function","Undeclared","100","90","28950","27570"
"In post","2022","Telford and Wrekin","No function","Unknown","190","170","25680","22600"
"In post","2022","Telford and Wrekin","Project Delivery","Heterosexual / straight","140","130","41080","40520"
"In post","2022","Telford and Wrekin","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Project Delivery","Unknown","40","30","[c]","[c]"
"In post","2022","Telford and Wrekin","Property","Heterosexual / straight","70","60","34960","33300"
"In post","2022","Telford and Wrekin","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Security","Heterosexual / straight","70","70","30280","26820"
"In post","2022","Telford and Wrekin","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","Heterosexual / straight","80","70","35610","31530"
"In post","2022","Telford and Wrekin","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","No function","Heterosexual / straight","80","70","30340","29290"
"In post","2022","Thurrock","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Unknown","Heterosexual / straight","170","170","26210","25040"
"In post","2022","Thurrock","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","Thurrock","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Torbay","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","No function","Heterosexual / straight","210","180","27200","26810"
"In post","2022","Torbay","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","No function","Undeclared","30","30","[c]","[c]"
"In post","2022","Torbay","No function","Unknown","60","50","24410","21260"
"In post","2022","Torbay","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Analysis","Heterosexual / straight","490","470","52050","53200"
"In post","2022","Tower Hamlets","Analysis","LGBO","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","Analysis","Undeclared","60","60","52080","53360"
"In post","2022","Tower Hamlets","Analysis","Unknown","130","130","47390","42390"
"In post","2022","Tower Hamlets","Commercial","Heterosexual / straight","110","100","46990","42910"
"In post","2022","Tower Hamlets","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Communications","Heterosexual / straight","90","90","47620","41010"
"In post","2022","Tower Hamlets","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Counter Fraud","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Digital, Data & Technology","Heterosexual / straight","820","810","52400","54700"
"In post","2022","Tower Hamlets","Digital, Data & Technology","LGBO","100","100","50690","54700"
"In post","2022","Tower Hamlets","Digital, Data & Technology","Undeclared","110","110","53830","54700"
"In post","2022","Tower Hamlets","Digital, Data & Technology","Unknown","220","220","50710","53100"
"In post","2022","Tower Hamlets","Finance","Heterosexual / straight","220","220","48000","43050"
"In post","2022","Tower Hamlets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Finance","Unknown","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","Human Resources","Heterosexual / straight","180","170","50510","46110"
"In post","2022","Tower Hamlets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Legal","Heterosexual / straight","170","160","65300","62910"
"In post","2022","Tower Hamlets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Legal","Unknown","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","No function","Heterosexual / straight","1220","1170","42920","36040"
"In post","2022","Tower Hamlets","No function","LGBO","110","100","41350","36040"
"In post","2022","Tower Hamlets","No function","Undeclared","160","160","48110","41750"
"In post","2022","Tower Hamlets","No function","Unknown","560","530","46620","38230"
"In post","2022","Tower Hamlets","Project Delivery","Heterosexual / straight","390","370","58270","55860"
"In post","2022","Tower Hamlets","Project Delivery","LGBO","30","30","[c]","[c]"
"In post","2022","Tower Hamlets","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2022","Tower Hamlets","Project Delivery","Unknown","80","80","50050","42120"
"In post","2022","Tower Hamlets","Property","Heterosexual / straight","200","190","47360","42380"
"In post","2022","Tower Hamlets","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Property","Undeclared","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","Property","Unknown","70","60","40990","36930"
"In post","2022","Tower Hamlets","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Analysis","Heterosexual / straight","110","110","41720","36710"
"In post","2022","Tyneside","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Communications","Heterosexual / straight","950","890","30240","26820"
"In post","2022","Tyneside","Communications","LGBO","70","70","30010","26820"
"In post","2022","Tyneside","Communications","Undeclared","80","70","28310","26820"
"In post","2022","Tyneside","Communications","Unknown","390","370","28470","26820"
"In post","2022","Tyneside","Counter Fraud","Heterosexual / straight","560","530","32500","27660"
"In post","2022","Tyneside","Counter Fraud","LGBO","30","30","[c]","[c]"
"In post","2022","Tyneside","Counter Fraud","Undeclared","50","50","36880","33370"
"In post","2022","Tyneside","Counter Fraud","Unknown","190","180","31510","27570"
"In post","2022","Tyneside","Debt","Heterosexual / straight","210","190","23200","21250"
"In post","2022","Tyneside","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Debt","Unknown","260","240","22220","21250"
"In post","2022","Tyneside","Digital, Data & Technology","Heterosexual / straight","1390","1340","42810","39950"
"In post","2022","Tyneside","Digital, Data & Technology","LGBO","80","80","39610","35240"
"In post","2022","Tyneside","Digital, Data & Technology","Undeclared","160","150","44620","40520"
"In post","2022","Tyneside","Digital, Data & Technology","Unknown","480","470","40400","36470"
"In post","2022","Tyneside","Finance","Heterosexual / straight","430","410","39420","35310"
"In post","2022","Tyneside","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Finance","Undeclared","40","40","[c]","[c]"
"In post","2022","Tyneside","Finance","Unknown","150","140","36200","33370"
"In post","2022","Tyneside","Grants Management","Heterosexual / straight","200","180","24960","21300"
"In post","2022","Tyneside","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Grants Management","Unknown","170","160","23880","21300"
"In post","2022","Tyneside","Human Resources","Heterosexual / straight","600","550","30950","27570"
"In post","2022","Tyneside","Human Resources","LGBO","50","50","33180","31990"
"In post","2022","Tyneside","Human Resources","Undeclared","40","40","[c]","[c]"
"In post","2022","Tyneside","Human Resources","Unknown","100","90","29360","26590"
"In post","2022","Tyneside","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Legal","Heterosexual / straight","170","160","39180","34480"
"In post","2022","Tyneside","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Legal","Unknown","50","40","[c]","[c]"
"In post","2022","Tyneside","No function","Heterosexual / straight","5840","5260","27520","23810"
"In post","2022","Tyneside","No function","LGBO","390","370","27170","21840"
"In post","2022","Tyneside","No function","Undeclared","620","550","27770","22080"
"In post","2022","Tyneside","No function","Unknown","2390","2030","25050","22080"
"In post","2022","Tyneside","Project Delivery","Heterosexual / straight","770","730","42340","40520"
"In post","2022","Tyneside","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2022","Tyneside","Project Delivery","Undeclared","60","60","39670","40520"
"In post","2022","Tyneside","Project Delivery","Unknown","230","220","40900","40180"
"In post","2022","Tyneside","Property","Heterosexual / straight","200","190","36530","33110"
"In post","2022","Tyneside","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Property","Unknown","60","60","29840","26080"
"In post","2022","Tyneside","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Unknown","Heterosexual / straight","370","360","29050","26120"
"In post","2022","Tyneside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Tyneside","Unknown","Unknown","120","110","27630","24880"
"In post","2022","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Heterosexual / straight","430","400","31800","29180"
"In post","2022","Unknown","No function","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","No function","Undeclared","70","60","31480","27570"
"In post","2022","Unknown","No function","Unknown","360","350","31340","29250"
"In post","2022","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Heterosexual / straight","80","80","30620","27370"
"In post","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heterosexual / straight","130","120","35270","33000"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37620","34460"
"In post","2022","Wakefield","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
