"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","100","100","41870","36000"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","60","60","40630","36780"
"Leaver CS","2022","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Policy","150","150","41320","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","60","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","260","250","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","100","100","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","70","70","41960","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","230","220","45050","42470"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","210","160","26820","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","220","210","46350","43500"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Finance","50","40","37580","35310"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","6170","5390","26070","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Other","520","450","25810","24280"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","60","50","37210","34290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","1280","1200","26220","26120"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Commercial","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Finance","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Policy","180","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Operational Delivery","320","260","21110","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Operational Delivery","380","340","27260","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","40","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","120","110","29970","27360"
"Leaver CS","2022","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Legal","140","130","60050","57280"
"Leaver CS","2022","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Other","40","40","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Operational Delivery","150","130","39400","33350"
"Leaver CS","2022","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","2050","1820","23960","20970"
"Leaver CS","2022","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","80","70","36720","37870"
"Leaver CS","2022","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","260","210","28500","27130"
"Leaver CS","2022","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","6330","5880","32170","29600"
"Leaver CS","2022","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","90","90","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","730","630","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","90","70","27460","22080"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","4530","3830","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","110","110","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","120","120","51880","45600"
"Leaver CS","2022","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","70","60","28140","27370"
"Leaver CS","2022","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","1400","1140","27680","25310"
"Leaver CS","2022","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","140","130","32490","26160"
"Leaver CS","2022","Home Office","Policy","120","120","48250","41970"
"Leaver CS","2022","Home Office","Project Delivery","70","60","47570","41950"
"Leaver CS","2022","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
