"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HM Revenue and Customs (excl. agencies)","100","100","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Cabinet Office (excl. agencies)","510","500","42630","34550"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Defence Equipment and Support","250","240","34150","31650"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","230","210","46950","51360"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","100","100","48980","49600"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Education (excl. agencies)","100","100","43620","40510"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for International Trade","80","80","45550","39250"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Transport (excl. agencies)","120","110","47290","42460"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","710","680","30260","27570"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Driver and Vehicle Licensing Agency","70","60","26560","21590"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Government Legal Department","50","50","43580","50000"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","HM Courts and Tribunals Service","240","230","26410","21530"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","HM Prison and Probation Service","220","220","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","HM Treasury (excl. agencies)","70","70","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Home Office (incl. agencies)","760","710","35640","29860"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Ministry of Defence (excl. agencies)","220","210","39290","35480"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","220","210","41500","34010"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Ministry of Justice (excl. agencies)","230","220","42890","36800"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
