"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","White","50","40","35500","31780"
"Leaver CS","2022","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","White","60","50","50960","53050"
"Leaver CS","2022","Unknown","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","60","40","43810","35000"
"Leaver CS","2022","Unknown","Medicine","White","70","60","64200","57770"
"Leaver CS","2022","Unknown","Operational Delivery","Asian","90","80","28920","25990"
"Leaver CS","2022","Unknown","Operational Delivery","Black","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Undeclared","140","120","33040","26880"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","3570","3330","27790","23780"
"Leaver CS","2022","Unknown","Operational Delivery","White","650","570","34230","30430"
"Leaver CS","2022","Unknown","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","530","510","32210","30480"
"Leaver CS","2022","Unknown","Other","White","190","170","32480","26670"
"Leaver CS","2022","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Unknown","380","260","40020","36500"
"Leaver CS","2022","Unknown","Policy","White","90","70","43290","38650"
"Leaver CS","2022","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","70","60","40390","38600"
"Leaver CS","2022","Unknown","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","60","50","28970","25000"
"Leaver CS","2022","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","White","110","100","44070","40500"
"Leaver CS","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","90","90","27720","25000"
"Leaver CS","2022","Unknown","Security","White","90","90","33560","39070"
"Leaver CS","2022","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2700","2370","35980","27570"
"Leaver CS","2022","Unknown","Unknown","White","420","320","41460","34550"
"Leaver CS","2022","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","White","110","110","28250","24210"
"Leaver Dept.","2021","Declared disabled","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","White","90","90","42500","37550"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","White","340","310","34990","31990"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","White","80","80","38210","37410"
"Leaver Dept.","2021","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
