"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Male","Department for International Trade","60","60","45120","38540"
"Leaver Dept.","2021","Heterosexual / straight","Male","Department for Transport","130","130","38530","34700"
"Leaver Dept.","2021","Heterosexual / straight","Male","Department for Work and Pensions","340","340","31530","27570"
"Leaver Dept.","2021","Heterosexual / straight","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Home Office","330","320","34070","28670"
"Leaver Dept.","2021","Heterosexual / straight","Male","Ministry of Defence","330","320","38260","33540"
"Leaver Dept.","2021","Heterosexual / straight","Male","Ministry of Housing, Communities and Local Government","120","120","38600","33210"
"Leaver Dept.","2021","Heterosexual / straight","Male","Ministry of Justice","360","350","34020","28900"
"Leaver Dept.","2021","Heterosexual / straight","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","United Kingdom Statistics Authority","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Cabinet Office","50","50","43820","35140"
"Leaver Dept.","2021","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Cabinet Office","60","60","42110","34280"
"Leaver Dept.","2021","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Home Office","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Cabinet Office","300","290","36820","32000"
"Leaver Dept.","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","90","80","39990","36740"
"Leaver Dept.","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","300","290","38650","35290"
"Leaver Dept.","2021","Unknown","Female","Department for International Trade","50","50","41100","37410"
"Leaver Dept.","2021","Unknown","Female","Department for Transport","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Work and Pensions","210","200","29880","27570"
"Leaver Dept.","2021","Unknown","Female","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Foreign, Commonwealth and Development Office","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Revenue and Customs","890","840","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Home Office","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Justice","110","110","32370","30850"
"Leaver Dept.","2021","Unknown","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cabinet Office","270","270","37050","32000"
"Leaver Dept.","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","90","80","37690","33940"
"Leaver Dept.","2021","Unknown","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Environment, Food and Rural Affairs","240","240","37820","34540"
"Leaver Dept.","2021","Unknown","Male","Department for International Trade","60","60","41290","38540"
"Leaver Dept.","2021","Unknown","Male","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Work and Pensions","140","140","30030","27570"
"Leaver Dept.","2021","Unknown","Male","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Foreign, Commonwealth and Development Office","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Revenue and Customs","770","760","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Defence","60","50","40440","40960"
"Leaver Dept.","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Justice","80","80","33730","30760"
"Leaver Dept.","2021","Unknown","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Attorney General's Departments","120","120","41030","31630"
"Leaver Dept.","2022","Heterosexual / straight","Female","Cabinet Office","500","490","46080","40600"
"Leaver Dept.","2022","Heterosexual / straight","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Business, Energy and Industrial Strategy","280","270","42700","38160"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Digital, Culture, Media and Sport","80","80","41680","34360"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Education","210","210","41140","36780"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Environment, Food and Rural Affairs","210","200","28750","24920"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for International Trade","80","70","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Levelling Up, Housing and Communities","160","150","39510","36340"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Transport","200","190","35510","32180"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department for Work and Pensions","1340","1290","29190","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","Department of Health and Social Care","3310","2860","39590","34530"
"Leaver Dept.","2022","Heterosexual / straight","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","HM Treasury","90","90","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Home Office","530","500","35210","28760"
"Leaver Dept.","2022","Heterosexual / straight","Female","Ministry of Defence","400","380","34500","32710"
"Leaver Dept.","2022","Heterosexual / straight","Female","Ministry of Justice","790","760","31670","26450"
"Leaver Dept.","2022","Heterosexual / straight","Female","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","UK Statistics Authority","70","70","32230","29540"
"Leaver Dept.","2022","Heterosexual / straight","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Attorney General's Departments","60","50","42610","31560"
"Leaver Dept.","2022","Heterosexual / straight","Male","Cabinet Office","350","350","45620","38070"
"Leaver Dept.","2022","Heterosexual / straight","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","240","230","45040","40050"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","70","70","48270","51730"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Education","130","130","43480","39870"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","140","140","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Levelling Up, Housing and Communities","120","110","43010","39600"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Transport","190","190","38150","34710"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department for Work and Pensions","860","850","30230","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","Department of Health and Social Care","1430","1270","45010","38200"
"Leaver Dept.","2022","Heterosexual / straight","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","HM Treasury","70","70","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Home Office","480","470","35830","28840"
"Leaver Dept.","2022","Heterosexual / straight","Male","Ministry of Defence","420","420","37520","33680"
"Leaver Dept.","2022","Heterosexual / straight","Male","Ministry of Justice","450","450","32080","26870"
"Leaver Dept.","2022","Heterosexual / straight","Male","National Crime Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
