"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Declared non-disabled","50","50","60120","58800"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Declared non-disabled","60","50","36060","35590"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Declared non-disabled","60","60","57430","57750"
"Leaver Dept.","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Declared non-disabled","140","140","34880","33120"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Declared non-disabled","60","60","59530","59550"
"Leaver Dept.","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","AA/AO","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","No function","AA/AO","Declared non-disabled","400","380","20570","19930"
"Leaver Dept.","2021","No function","AA/AO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","AA/AO","Unknown","180","170","20790","20430"
"Leaver Dept.","2021","No function","EO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","EO","Declared non-disabled","270","270","25590","26390"
"Leaver Dept.","2021","No function","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","EO","Unknown","160","160","27140","27000"
"Leaver Dept.","2021","No function","G6/G7","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","G6/G7","Declared non-disabled","480","460","56080","54300"
"Leaver Dept.","2021","No function","G6/G7","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","G6/G7","Unknown","270","260","55550","53910"
"Leaver Dept.","2021","No function","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SCS","Declared non-disabled","90","90","85830","75920"
"Leaver Dept.","2021","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SCS","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","SEO/HEO","Declared disabled","130","130","33990","32620"
"Leaver Dept.","2021","No function","SEO/HEO","Declared non-disabled","730","720","34410","33100"
"Leaver Dept.","2021","No function","SEO/HEO","Undeclared","80","80","35370","33570"
"Leaver Dept.","2021","No function","SEO/HEO","Unknown","820","810","33540","32120"
"Leaver Dept.","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Declared non-disabled","50","50","23800","24020"
"Leaver Dept.","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Declared non-disabled","80","80","57300","54730"
"Leaver Dept.","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Declared non-disabled","180","180","34510","33540"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared disabled","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared non-disabled","760","710","21360","21010"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","350","330","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Declared disabled","140","130","27410","27570"
"Leaver Dept.","2021","Unknown","EO","Declared non-disabled","1040","970","27400","27570"
"Leaver Dept.","2021","Unknown","EO","Undeclared","90","90","28070","27570"
"Leaver Dept.","2021","Unknown","EO","Unknown","230","190","27970","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Declared non-disabled","440","400","58200","57010"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","220","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared disabled","120","120","36580","36280"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared non-disabled","1050","950","36030","35200"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","100","100","36530","35060"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","350","250","35670","35070"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Declared non-disabled","80","70","56670","54400"
"Leaver Dept.","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Declared non-disabled","160","160","36870","36650"
"Leaver Dept.","2022","Analysis","SEO/HEO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Unknown","80","50","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Declared non-disabled","60","60","59170","55600"
"Leaver Dept.","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Declared non-disabled","100","90","37060","36800"
"Leaver Dept.","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Unknown","140","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Declared non-disabled","150","140","36530","35900"
"Leaver Dept.","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Declared non-disabled","50","50","27830","27570"
"Leaver Dept.","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Declared non-disabled","70","60","27660","27460"
