"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
