"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Unknown","550","470","64910","62170"
"Leaver CS","2022","G6/G7","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Medicine","Heterosexual / straight","80","70","101080","101430"
"Leaver CS","2022","SCS","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Heterosexual / straight","60","60","96660","93740"
"Leaver CS","2022","SCS","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","SCS","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Heterosexual / straight","70","60","91530","84100"
"Leaver CS","2022","SCS","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Heterosexual / straight","150","130","36530","36670"
"Leaver CS","2022","SEO/HEO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Heterosexual / straight","120","110","38010","37320"
"Leaver CS","2022","SEO/HEO","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Heterosexual / straight","380","360","38840","38450"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Undeclared","90","60","38790","38580"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Unknown","170","170","37350","36840"
"Leaver CS","2022","SEO/HEO","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Heterosexual / straight","180","160","37950","36020"
"Leaver CS","2022","SEO/HEO","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Undeclared","60","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Heterosexual / straight","160","150","37500","36650"
"Leaver CS","2022","SEO/HEO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Heterosexual / straight","130","120","35510","36330"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Heterosexual / straight","70","60","42020","38000"
"Leaver CS","2022","SEO/HEO","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Heterosexual / straight","80","70","39910","39030"
"Leaver CS","2022","SEO/HEO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Heterosexual / straight","1450","1310","37060","36310"
"Leaver CS","2022","SEO/HEO","Operational Delivery","LGBO","80","80","35370","34260"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Undeclared","220","190","37960","36350"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Unknown","410","380","36410","35050"
"Leaver CS","2022","SEO/HEO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Heterosexual / straight","330","300","36250","35030"
"Leaver CS","2022","SEO/HEO","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Undeclared","50","50","38780","38160"
"Leaver CS","2022","SEO/HEO","Other","Unknown","100","90","38390","38690"
"Leaver CS","2022","SEO/HEO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Heterosexual / straight","380","340","36950","36500"
"Leaver CS","2022","SEO/HEO","Policy","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Undeclared","120","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Unknown","140","140","36530","36500"
"Leaver CS","2022","SEO/HEO","Project Delivery","Heterosexual / straight","280","260","36380","36530"
"Leaver CS","2022","SEO/HEO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Unknown","70","60","37830","38510"
"Leaver CS","2022","SEO/HEO","Property","Heterosexual / straight","130","120","38160","36840"
"Leaver CS","2022","SEO/HEO","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Heterosexual / straight","500","460","36920","37450"
"Leaver CS","2022","SEO/HEO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Undeclared","90","80","37500","37640"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Unknown","100","90","36090","35360"
"Leaver CS","2022","SEO/HEO","Security","Heterosexual / straight","60","60","41680","37660"
"Leaver CS","2022","SEO/HEO","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Heterosexual / straight","380","350","38850","38540"
"Leaver CS","2022","SEO/HEO","Unknown","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","1170","970","36740","36130"
"Leaver CS","2022","SEO/HEO","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Heterosexual / straight","890","800","31370","28200"
"Leaver CS","2022","Unknown","Operational Delivery","LGBO","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","460","400","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","240","240","36090","33420"
"Leaver CS","2022","Unknown","Project Delivery","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","190","150","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","170","120","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Heterosexual / straight","520","500","20870","21010"
"Leaver Dept.","2021","AA/AO","Operational Delivery","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Unknown","200","190","20610","20430"
"Leaver Dept.","2021","AA/AO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Undeclared","[c]","[c]","[c]","[c]"
