"Status","Year","Profession_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Delivery","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Riding of Yorkshire","90","80","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Surrey","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Flintshire and Wrexham","90","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Glasgow City","70","60","21300","21180"
"Leaver CS","2021","Operational Delivery","AA/AO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Greater Manchester South West","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Haringey and Islington","60","60","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Hartlepool and Stockton-on-Tees","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Heart of Essex","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Hertfordshire","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Hounslow and Richmond upon Thames","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Isle of Wight","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Kent Thames Gateway","70","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Kingston upon Hull, City of","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Lambeth","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Leeds","160","140","19750","19830"
"Leaver CS","2021","Operational Delivery","AA/AO","Leicester","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Leicestershire CC and Rutland","90","80","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Liverpool","100","70","20810","21430"
"Leaver CS","2021","Operational Delivery","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Manchester","100","90","20030","20320"
"Leaver CS","2021","Operational Delivery","AA/AO","Medway","70","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Mid Lancashire","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Milton Keynes","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Monmouthshire and Newport","60","50","20330","19520"
"Leaver CS","2021","Operational Delivery","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","North Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Norwich and East Norfolk","70","60","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Nottingham","100","90","19700","18890"
"Leaver CS","2021","Operational Delivery","AA/AO","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Oxfordshire","70","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Sheffield","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","South Hampshire","100","60","19690","19130"
"Leaver CS","2021","Operational Delivery","AA/AO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Staffordshire CC","150","140","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Stoke-on-Trent","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Suffolk","80","80","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Swansea","260","200","20330","21590"
"Leaver CS","2021","Operational Delivery","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Tyneside","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Wakefield","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Wandsworth","60","60","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Warrington","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Northamptonshire","60","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Surrey","60","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Westminster","70","70","22570","22680"
"Leaver CS","2021","Operational Delivery","AA/AO","Wiltshire","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Worcestershire","110","110","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Birmingham","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","City of Edinburgh","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Glasgow City","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Liverpool","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Manchester","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Westminster","70","60","27260","26410"
"Leaver CS","2021","Operational Delivery","EO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
