"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Security","Declared non-disabled","380","360","31730","28080"
"Leaver CS","2022","Security","Security","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Security","Security","Unknown","180","180","30680","26750"
"Leaver CS","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Analysis","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Statistics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","120","110","79720","71390"
"Leaver CS","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Declared non-disabled","80","80","57230","56340"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Declared disabled","120","110","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Declared non-disabled","590","530","48460","42890"
"Leaver CS","2022","Unknown","No function","Undeclared","100","90","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","360","340","37020","32000"
"Leaver CS","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","620","490","28320","27570"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","3420","2820","32280","27570"
"Leaver CS","2022","Unknown","Unknown","Undeclared","280","240","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2610","2220","30240","27570"
"Leaver CS","2022","Veterinarian","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Declared non-disabled","70","70","47000","42100"
"Leaver Dept.","2021","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Unknown","60","60","42010","39600"
"Leaver Dept.","2021","Communications","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Declared non-disabled","80","70","45510","40380"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Unknown","60","60","45190","43780"
"Leaver Dept.","2021","Digital, Data and Technology","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Declared non-disabled","110","100","46260","45200"
"Leaver Dept.","2021","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Declared non-disabled","160","160","37790","33300"
"Leaver Dept.","2021","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","70","70","42270","37240"
"Leaver Dept.","2021","Human Resources","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","No function","Declared non-disabled","50","50","48410","50700"
"Leaver Dept.","2021","International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","No function","Unknown","70","70","43530","38540"
"Leaver Dept.","2021","Knowledge and Information Management","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Declared non-disabled","80","80","55940","53640"
"Leaver Dept.","2021","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","No function","Declared disabled","100","100","25110","22570"
"Leaver Dept.","2021","Operational Delivery","No function","Declared non-disabled","770","740","28900","22680"
"Leaver Dept.","2021","Operational Delivery","No function","Undeclared","80","80","25760","21380"
"Leaver Dept.","2021","Operational Delivery","No function","Unknown","350","330","28820","23300"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
