"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","20-29","90","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","20-29","50","50","24600","22600"
"Leaver CS","2022","HM Land Registry","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","50-59","60","50","30000","27130"
"Leaver CS","2022","HM Land Registry","Operational Delivery","60-64","50","40","31380","33840"
"Leaver CS","2022","HM Land Registry","Operational Delivery","65+","40","20","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","50-59","60","50","26070","22010"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","60-64","60","40","26610","22080"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","65+","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","20-29","30","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","20-29","930","880","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","30-39","620","570","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","40-49","470","420","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","50-59","940","810","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","60-64","930","710","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","65+","620","430","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","20-29","60","60","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","30-39","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","20-29","210","190","24350","24880"
"Leaver CS","2022","Home Office","Operational Delivery","30-39","230","200","25280","24890"
"Leaver CS","2022","Home Office","Operational Delivery","40-49","170","150","26830","25040"
"Leaver CS","2022","Home Office","Operational Delivery","50-59","330","270","30690","27370"
"Leaver CS","2022","Home Office","Operational Delivery","60-64","270","200","30100","27370"
"Leaver CS","2022","Home Office","Operational Delivery","65+","200","130","26330","25630"
"Leaver CS","2022","Home Office","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","20-29","60","60","26960","25630"
"Leaver CS","2022","Home Office","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","30-39","[c]","[c]","[c]","[c]"
