"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","600","540","32410","27940"
"Leaver CS","2022","Scottish Government","White","Heterosexual / straight","500","450","39120","35000"
"Leaver CS","2022","Scottish Government","White","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","White","Unknown","200","170","36270","31060"
"Leaver CS","2022","The National Archives","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Unknown","140","120","26700","23050"
"Leaver CS","2022","UK Statistics Authority","White","Heterosexual / straight","290","230","27980","23050"
"Leaver CS","2022","UK Statistics Authority","White","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","White","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","White","Heterosexual / straight","200","170","42240","37410"
"Leaver CS","2022","Welsh Government","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","White","Heterosexual / straight","90","90","43700","50010"
"Leaver Dept.","2021","Attorney General's Departments","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Asian","Heterosexual / straight","60","60","40120","34550"
"Leaver Dept.","2021","Cabinet Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Black","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","550","540","36640","32000"
"Leaver Dept.","2021","Cabinet Office","White","Heterosexual / straight","480","470","42740","34550"
"Leaver Dept.","2021","Cabinet Office","White","LGBO","70","70","42200","34550"
"Leaver Dept.","2021","Cabinet Office","White","Undeclared","50","50","42400","34140"
"Leaver Dept.","2021","Cabinet Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","140","120","38390","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","Heterosexual / straight","260","240","46560","41240"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","Heterosexual / straight","90","90","51330","49770"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","LGBO","[c]","[c]","[c]","[c]"
