"Status","Year","Ethnicity","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Undeclared","120","110","29820","27570"
"Leaver CS","2022","Undeclared","20-29","Unknown","80","70","24770","22610"
"Leaver CS","2022","Undeclared","30-39","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Undeclared","150","140","39040","38630"
"Leaver CS","2022","Undeclared","30-39","Unknown","80","70","34570","30710"
"Leaver CS","2022","Undeclared","40-49","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Undeclared","100","90","37050","31380"
"Leaver CS","2022","Undeclared","40-49","Unknown","70","70","38890","33220"
"Leaver CS","2022","Undeclared","50-59","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Undeclared","220","200","36540","31990"
"Leaver CS","2022","Undeclared","50-59","Unknown","140","120","38520","29050"
"Leaver CS","2022","Undeclared","60-64","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Undeclared","230","190","34220","31870"
"Leaver CS","2022","Undeclared","60-64","Unknown","150","120","33210","27570"
"Leaver CS","2022","Undeclared","65+","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Undeclared","130","100","31430","27570"
"Leaver CS","2022","Undeclared","65+","Unknown","90","60","28460","27570"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","90","80","20220","20480"
"Leaver CS","2022","Unknown","20-29","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Undeclared","190","30","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Unknown","3140","3040","25680","23720"
"Leaver CS","2022","Unknown","30-39","Heterosexual / straight","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Undeclared","130","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Unknown","1840","1740","33710","28680"
"Leaver CS","2022","Unknown","40-49","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Unknown","1170","1080","38080","29500"
"Leaver CS","2022","Unknown","50-59","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Undeclared","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Unknown","1170","1080","37770","27780"
"Leaver CS","2022","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Unknown","630","530","35850","31880"
"Leaver CS","2022","Unknown","65+","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Unknown","410","310","33620","27170"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","White","16-19","Heterosexual / straight","60","60","21120","21260"
"Leaver CS","2022","White","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","20-29","Heterosexual / straight","3930","3820","26510","24890"
"Leaver CS","2022","White","20-29","LGBO","630","610","26560","24650"
"Leaver CS","2022","White","20-29","Undeclared","270","250","27230","25010"
"Leaver CS","2022","White","20-29","Unknown","520","460","28880","26000"
"Leaver CS","2022","White","30-39","Heterosexual / straight","3390","3170","33970","29290"
"Leaver CS","2022","White","30-39","LGBO","400","380","33240","28700"
"Leaver CS","2022","White","30-39","Undeclared","230","210","34810","31060"
"Leaver CS","2022","White","30-39","Unknown","500","440","36230","31660"
"Leaver CS","2022","White","40-49","Heterosexual / straight","2690","2470","37070","29670"
"Leaver CS","2022","White","40-49","LGBO","220","210","36240","29030"
"Leaver CS","2022","White","40-49","Undeclared","200","180","38720","33300"
"Leaver CS","2022","White","40-49","Unknown","500","430","39740","32330"
"Leaver CS","2022","White","50-59","Heterosexual / straight","4120","3750","35730","27570"
"Leaver CS","2022","White","50-59","LGBO","190","180","40210","31030"
"Leaver CS","2022","White","50-59","Undeclared","400","350","36060","29290"
"Leaver CS","2022","White","50-59","Unknown","1180","990","36980","27570"
"Leaver CS","2022","White","60-64","Heterosexual / straight","3170","2670","36490","29370"
"Leaver CS","2022","White","60-64","LGBO","90","80","33940","27570"
"Leaver CS","2022","White","60-64","Undeclared","370","300","34330","27570"
"Leaver CS","2022","White","60-64","Unknown","1180","880","35950","27570"
"Leaver CS","2022","White","65+","Heterosexual / straight","2520","1910","30170","26820"
"Leaver CS","2022","White","65+","LGBO","60","40","[c]","[c]"
"Leaver CS","2022","White","65+","Undeclared","350","260","28710","25470"
"Leaver CS","2022","White","65+","Unknown","940","630","31370","27570"
"Leaver CS","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","20-29","Heterosexual / straight","260","250","30100","28580"
"Leaver Dept.","2021","Asian","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","20-29","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Asian","30-39","Heterosexual / straight","250","240","35580","31310"
"Leaver Dept.","2021","Asian","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","30-39","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Asian","40-49","Heterosexual / straight","140","130","39110","32820"
"Leaver Dept.","2021","Asian","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","40-49","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","20-29","Heterosexual / straight","100","100","30940","30850"
"Leaver Dept.","2021","Black","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","30-39","Heterosexual / straight","110","110","32500","30000"
"Leaver Dept.","2021","Black","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","40-49","Heterosexual / straight","90","90","35070","30850"
"Leaver Dept.","2021","Black","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","50-59","Heterosexual / straight","70","70","39320","36650"
"Leaver Dept.","2021","Black","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","20-29","Heterosexual / straight","100","90","33660","32000"
"Leaver Dept.","2021","Mixed","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","30-39","Heterosexual / straight","70","70","41450","36380"
"Leaver Dept.","2021","Mixed","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","40-49","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Undeclared","70","70","37340","36760"
"Leaver Dept.","2021","Undeclared","30-39","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","1380","1290","32430","32000"
"Leaver Dept.","2021","Unknown","30-39","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","820","750","40570","37100"
"Leaver Dept.","2021","Unknown","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","400","360","45240","40360"
"Leaver Dept.","2021","Unknown","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","270","260","42240","37260"
"Leaver Dept.","2021","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","White","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","20-29","Heterosexual / straight","1430","1410","31640","30850"
"Leaver Dept.","2021","White","20-29","LGBO","240","240","32480","31990"
"Leaver Dept.","2021","White","20-29","Undeclared","100","100","33920","32000"
"Leaver Dept.","2021","White","20-29","Unknown","340","270","29540","27570"
"Leaver Dept.","2021","White","30-39","Heterosexual / straight","1420","1360","39720","35640"
"Leaver Dept.","2021","White","30-39","LGBO","150","150","39500","34530"
"Leaver Dept.","2021","White","30-39","Undeclared","110","110","41640","39200"
"Leaver Dept.","2021","White","30-39","Unknown","370","310","36910","31990"
"Leaver Dept.","2021","White","40-49","Heterosexual / straight","910","860","44500","37900"
"Leaver Dept.","2021","White","40-49","LGBO","70","70","46290","40170"
"Leaver Dept.","2021","White","40-49","Undeclared","70","60","47150","39760"
"Leaver Dept.","2021","White","40-49","Unknown","250","220","42160","34800"
"Leaver Dept.","2021","White","50-59","Heterosexual / straight","640","620","42370","34550"
"Leaver Dept.","2021","White","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","50-59","Undeclared","60","60","40830","34080"
"Leaver Dept.","2021","White","50-59","Unknown","210","190","36120","29650"
"Leaver Dept.","2021","White","60-64","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","White","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Heterosexual / straight","680","650","29410","27850"
"Leaver Dept.","2022","Asian","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Heterosexual / straight","640","610","34840","31020"
"Leaver Dept.","2022","Asian","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Heterosexual / straight","430","400","40640","33640"
