"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SCS","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","130","90","91870","84710"
"Leaver CS","2021","SEO/HEO","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Commercial","70","60","37070","36410"
"Leaver CS","2021","SEO/HEO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Communications","90","90","35790","34340"
"Leaver CS","2021","SEO/HEO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data & Technology","Digital, Data and Technology","140","140","37830","38000"
"Leaver CS","2021","SEO/HEO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Finance","90","80","39600","37880"
"Leaver CS","2021","SEO/HEO","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Human Resources","110","100","38710","38980"
"Leaver CS","2021","SEO/HEO","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Legal","130","100","41270","42460"
"Leaver CS","2021","SEO/HEO","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Operational Delivery","650","590","37760","35900"
"Leaver CS","2021","SEO/HEO","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Other","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Policy","170","170","35870","34520"
"Leaver CS","2021","SEO/HEO","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Psychology","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","No function","Science and Engineering","210","200","35090","34590"
"Leaver CS","2021","SEO/HEO","No function","Unknown","160","140","31710","32000"
"Leaver CS","2021","SEO/HEO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Other","50","50","33960","32720"
"Leaver CS","2021","SEO/HEO","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Project Delivery","190","180","36870","36970"
"Leaver CS","2021","SEO/HEO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Science and Engineering","80","70","37840","37540"
"Leaver CS","2021","SEO/HEO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Property","150","130","38560","37710"
"Leaver CS","2021","SEO/HEO","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Security","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Medicine","60","60","38500","37890"
"Leaver CS","2021","SEO/HEO","Unknown","Operational Delivery","110","100","36680","36370"
"Leaver CS","2021","SEO/HEO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Other","200","190","36480","36240"
"Leaver CS","2021","SEO/HEO","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Policy","100","100","37840","37410"
"Leaver CS","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","1950","1670","36210","35110"
"Leaver CS","2021","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Operational Delivery","610","530","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","170","170","35220","32700"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","340","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Economics","70","70","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Counter Fraud","Counter Fraud","80","60","21710","21260"
"Leaver CS","2022","AA/AO","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Debt","Other","180","150","21330","21260"
"Leaver CS","2022","AA/AO","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data & Technology","Digital, Data and Technology","100","90","21170","21170"
"Leaver CS","2022","AA/AO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Finance","60","60","21990","21830"
"Leaver CS","2022","AA/AO","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Grants Management","Operational Delivery","90","80","21180","21300"
"Leaver CS","2022","AA/AO","Human Resources","Human Resources","110","100","21610","21170"
"Leaver CS","2022","AA/AO","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Operational Delivery","140","120","22130","22200"
"Leaver CS","2022","AA/AO","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Operational Delivery","9900","8880","21240","21260"
"Leaver CS","2022","AA/AO","No function","Other","130","130","21610","21260"
"Leaver CS","2022","AA/AO","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Policy","80","70","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Science and Engineering","110","100","19890","19450"
"Leaver CS","2022","AA/AO","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Unknown","210","180","[c]","[c]"
"Leaver CS","2022","AA/AO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Property","Operational Delivery","130","120","21510","21880"
"Leaver CS","2022","AA/AO","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Property","Property","100","90","19460","19010"
"Leaver CS","2022","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Security","Security","510","490","28730","25540"
"Leaver CS","2022","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Medicine","50","50","22830","23280"
"Leaver CS","2022","AA/AO","Unknown","Operational Delivery","520","400","21980","21680"
"Leaver CS","2022","AA/AO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Other","840","780","20950","21130"
"Leaver CS","2022","AA/AO","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Science and Engineering","70","70","21780","22200"
"Leaver CS","2022","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Unknown","3480","2940","22260","21260"
"Leaver CS","2022","EO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Communications","70","50","[c]","[c]"
"Leaver CS","2022","EO","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Counter Fraud","130","90","27790","27570"
"Leaver CS","2022","EO","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Digital, Data and Technology","210","190","27410","26960"
"Leaver CS","2022","EO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Finance","80","60","26670","26670"
"Leaver CS","2022","EO","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Grants Management","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Human Resources","120","90","26040","26930"
"Leaver CS","2022","EO","Human Resources","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","EO","Legal","Other","30","30","[c]","[c]"
"Leaver CS","2022","EO","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","International Trade","40","30","[c]","[c]"
"Leaver CS","2022","EO","No function","Knowledge and Information Management","120","100","25670","25080"
"Leaver CS","2022","EO","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Operational Delivery","5240","4650","28120","27570"
"Leaver CS","2022","EO","No function","Other","330","300","26730","27570"
"Leaver CS","2022","EO","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Policy","160","130","26670","26840"
"Leaver CS","2022","EO","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","EO","No function","Science and Engineering","110","100","24520","24110"
"Leaver CS","2022","EO","No function","Tax","[c]","[c]","[c]","[c]"
