"Status","Year","Profession_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Psychology","HM Prison and Probation Service","Greater Manchester","40","30","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Kent","50","50","32770","29750"
"In post","2022","Psychology","HM Prison and Probation Service","Lancashire","100","90","36510","31180"
"In post","2022","Psychology","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","70","60","34300","30450"
"In post","2022","Psychology","HM Prison and Probation Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Shropshire and Staffordshire","110","100","31040","29060"
"In post","2022","Psychology","HM Prison and Probation Service","South Yorkshire","40","40","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","Tees Valley and Durham","90","90","38540","31180"
"In post","2022","Psychology","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","HM Prison and Probation Service","West Yorkshire","70","70","38310","31180"
"In post","2022","Psychology","Ministry of Justice (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scottish Prison Service","Eastern Scotland","50","40","[c]","[c]"
"In post","2022","Psychology","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scottish Prison Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Surrey, East and West Sussex","450","430","32700","28550"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","130","120","34110","29990"
"In post","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","320","310","34670","30220"
"In post","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Electronics and Components Agency","East Wales","230","220","27970","29470"
"In post","2022","Science and Engineering","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Dorset and Somerset","120","120","38520","38360"
"In post","2022","Science and Engineering","Defence Equipment and Support","East Anglia","60","60","35840","33770"
"In post","2022","Science and Engineering","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","2080","2040","38810","38760"
"In post","2022","Science and Engineering","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Hampshire and Isle of Wight","60","60","29570","26020"
"In post","2022","Science and Engineering","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Lincolnshire","90","90","37390","36590"
"In post","2022","Science and Engineering","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Overseas","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","Southern Scotland","40","30","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","West Central Scotland","70","70","40350","38710"
"In post","2022","Science and Engineering","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Equipment and Support","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","1780","1730","39940","38070"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","690","660","42520","43520"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","Kent","120","110","41270","40790"
"In post","2022","Science and Engineering","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","Inner London - West","60","60","52700","54110"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department for Transport (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Derbyshire and Nottinghamshire","210","190","44800","43220"
"In post","2022","Science and Engineering","Health and Safety Executive","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Merseyside","110","100","34670","31710"
"In post","2022","Science and Engineering","Health and Safety Executive","North Yorkshire","150","140","32600","31660"
"In post","2022","Science and Engineering","Health and Safety Executive","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Health and Safety Executive","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Inner London - West","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Intellectual Property Office","East Wales","380","360","48780","43740"
"In post","2022","Science and Engineering","Intellectual Property Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","170","170","50840","45570"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","Inner London - East","120","120","49080","41130"
"In post","2022","Science and Engineering","Met Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Devon","670","630","40860","39650"
"In post","2022","Science and Engineering","Met Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Met Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","60","60","40150","35800"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","70","70","22940","22750"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Devon","100","90","33580","26670"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Dorset and Somerset","90","80","30170","25190"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East Anglia","100","100","25840","25050"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","310","310","40580","40320"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","270","260","33540","33300"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Highlands and Islands","30","30","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Inner London - West","80","80","60120","58550"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Lincolnshire","60","60","32420","25190"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","North Yorkshire","80","80","27690","28190"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Overseas","50","50","41500","41230"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Central Scotland","120","120","41990","45300"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Cumbria","80","80","42230","40320"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Devon","70","60","29250","26070"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","580","570","41750","39860"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Submarine Delivery Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Berkshire, Buckinghamshire and Oxfordshire","180","170","45730","42000"
"In post","2022","Science and Engineering","UK Health Security Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Derbyshire and Nottinghamshire","80","70","38050","36330"
"In post","2022","Science and Engineering","UK Health Security Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","East Anglia","100","90","37830","34530"
"In post","2022","Science and Engineering","UK Health Security Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","500","470","38500","36330"
