"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Justice","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","HM Courts and Tribunals Service","1130","970","24960","20970"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","HM Prison and Probation Service","4130","3840","31670","27250"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Ministry of Justice (excl. agencies)","240","230","44890","41750"
"Leaver CS","2022","Ministry of Justice","Declared non-disabled","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","HM Courts and Tribunals Service","90","80","23520","20970"
"Leaver CS","2022","Ministry of Justice","Undeclared","HM Prison and Probation Service","640","540","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","HM Courts and Tribunals Service","590","570","22220","20970"
"Leaver CS","2022","Ministry of Justice","Unknown","HM Prison and Probation Service","1740","1630","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","110","110","36470","33370"
"Leaver CS","2022","Ministry of Justice","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Declared non-disabled","National Crime Agency","90","90","45110","41170"
"Leaver CS","2022","National Crime Agency","Unknown","National Crime Agency","210","200","41510","37750"
"Leaver CS","2022","Northern Ireland Office","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","150","140","54770","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","Office of Gas and Electricity Markets","200","200","44170","38000"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Declared non-disabled","Office of Rail and Road","30","30","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Government (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Prison Service","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Crown Office and Procurator Fiscal Service","90","80","33770","23230"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Forestry and Land Scotland","110","100","30040","27360"
"Leaver CS","2022","Scottish Government","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Government (excl. agencies)","170","160","47130","39660"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Scottish Courts and Tribunals Service","130","100","29390","23780"
"Leaver CS","2022","Scottish Government","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Scottish Government (excl. agencies)","200","190","37390","31540"
"Leaver CS","2022","Scottish Government","Unknown","Scottish Prison Service","300","270","31790","32170"
"Leaver CS","2022","Scottish Government","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Declared non-disabled","The National Archives","50","40","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Declared non-disabled","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","UK Statistics Authority","50","40","31670","28560"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","UK Statistics Authority","220","180","29810","23880"
"Leaver CS","2022","UK Statistics Authority","Undeclared","UK Statistics Authority","110","100","29750","28560"
"Leaver CS","2022","UK Statistics Authority","Unknown","UK Statistics Authority","200","160","24890","20350"
"Leaver CS","2022","UK Supreme Court","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Water Services Regulation Authority","30","30","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Welsh Government (excl. agencies)","200","180","42330","37410"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Crown Prosecution Service","50","50","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Government Legal Department","70","60","46470","50830"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Cabinet Office (excl. agencies)","120","120","39470","32910"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Cabinet Office (excl. agencies)","680","670","42540","34550"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Cabinet Office (excl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Cabinet Office (excl. agencies)","540","540","36330","32000"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","270","250","47660","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","120","45610","39650"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Insolvency Service","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Department for Digital, Culture, Media and Sport","120","120","48270","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Department for Education (excl. agencies)","130","130","44240","40510"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Animal and Plant Health Agency","50","50","23970","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","420","410","41560","36970"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Rural Payments Agency","60","60","29230","25190"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Department for International Trade","100","100","46630","39830"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Department for International Trade","140","140","40980","37410"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Department for Transport (excl. agencies)","130","130","46800","42460"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Driver and Vehicle Licensing Agency","80","70","26970","21590"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Department for Transport (excl. agencies)","50","50","41060","42460"
"Leaver Dept.","2021","Department for Transport","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Department for Work and Pensions (excl. agencies)","140","130","30810","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1020","980","30090","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
