"Status","Year","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Finance","80","80","48610","45340"
"Leaver Dept.","2021","30-39","Human Resources","100","90","40450","36600"
"Leaver Dept.","2021","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","50","50","52360","51530"
"Leaver Dept.","2021","30-39","Operational Delivery","600","570","28110","24890"
"Leaver Dept.","2021","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other","80","70","34690","30880"
"Leaver Dept.","2021","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Policy","590","570","46610","49600"
"Leaver Dept.","2021","30-39","Project Delivery","110","110","42180","40440"
"Leaver Dept.","2021","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","1610","1430","38150","32020"
"Leaver Dept.","2021","40-49","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","50","50","50500","50670"
"Leaver Dept.","2021","40-49","Human Resources","70","60","46530","44080"
"Leaver Dept.","2021","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Delivery","390","370","33580","26030"
"Leaver Dept.","2021","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other","70","70","47880","40110"
"Leaver Dept.","2021","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Policy","250","230","57350","55030"
"Leaver Dept.","2021","40-49","Project Delivery","110","100","47800","42460"
"Leaver Dept.","2021","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","980","890","38490","31990"
"Leaver Dept.","2021","50-59","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Delivery","290","280","33420","25330"
"Leaver Dept.","2021","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Policy","110","110","51670","42210"
"Leaver Dept.","2021","50-59","Project Delivery","70","70","50460","46400"
"Leaver Dept.","2021","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","680","630","37420","31880"
"Leaver Dept.","2021","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","120","50","[c]","[c]"
"Leaver Dept.","2022","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","110","60","30550","29550"
"Leaver Dept.","2022","20-29","Communications","110","80","33310","32940"
"Leaver Dept.","2022","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","160","130","34080","33100"
"Leaver Dept.","2022","20-29","Economics","90","90","36280","33850"
"Leaver Dept.","2022","20-29","Finance","130","80","33150","30820"
"Leaver Dept.","2022","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","190","170","30540","29730"
"Leaver Dept.","2022","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","2430","2330","27280","26880"
"Leaver Dept.","2022","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","300","300","27440","27570"
"Leaver Dept.","2022","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","950","790","37390","34020"
"Leaver Dept.","2022","20-29","Project Delivery","140","140","31590","30050"
"Leaver Dept.","2022","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Science and Engineering","510","490","28760","28590"
"Leaver Dept.","2022","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","40","30","[c]","[c]"
"Leaver Dept.","2022","20-29","Statistics","60","60","35690","33210"
"Leaver Dept.","2022","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","1750","1590","34350","32000"
"Leaver Dept.","2022","30-39","Commercial","150","110","36920","36580"
"Leaver Dept.","2022","30-39","Communications","150","110","41560","37960"
"Leaver Dept.","2022","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","240","210","39650","37030"
"Leaver Dept.","2022","30-39","Economics","50","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","160","130","41790","37590"
"Leaver Dept.","2022","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","150","140","38310","33020"
"Leaver Dept.","2022","30-39","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","90","80","42140","39360"
"Leaver Dept.","2022","30-39","Legal","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicine","80","70","67530","78190"
"Leaver Dept.","2022","30-39","Operational Delivery","2390","2270","31930","27570"
"Leaver Dept.","2022","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other","200","200","31540","27570"
"Leaver Dept.","2022","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","790","680","47450","48200"
"Leaver Dept.","2022","30-39","Project Delivery","140","130","40440","39040"
"Leaver Dept.","2022","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Science and Engineering","570","540","36670","36330"
"Leaver Dept.","2022","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","1350","1150","45250","40600"
"Leaver Dept.","2022","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","110","70","46140","43470"
"Leaver Dept.","2022","40-49","Communications","90","60","49200","40720"
"Leaver Dept.","2022","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","40","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","220","190","47250","42720"
"Leaver Dept.","2022","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","190","140","44790","40490"
"Leaver Dept.","2022","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","140","130","43950","40060"
"Leaver Dept.","2022","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","90","80","46460","48860"
"Leaver Dept.","2022","40-49","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicine","130","110","82280","90980"
"Leaver Dept.","2022","40-49","Operational Delivery","1890","1770","36300","30060"
"Leaver Dept.","2022","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","160","150","35380","28440"
"Leaver Dept.","2022","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Policy","400","300","52890","53130"
"Leaver Dept.","2022","40-49","Project Delivery","150","140","46060","41730"
"Leaver Dept.","2022","40-49","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Science and Engineering","590","540","43660","40560"
"Leaver Dept.","2022","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","770","640","52200","51440"
"Leaver Dept.","2022","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","110","80","46930","41950"
"Leaver Dept.","2022","50-59","Communications","60","30","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","120","100","45670","39610"
"Leaver Dept.","2022","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","120","90","45340","41680"
"Leaver Dept.","2022","50-59","Human Resources","100","90","45520","40360"
"Leaver Dept.","2022","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","80","70","47390","44030"
"Leaver Dept.","2022","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicine","120","100","104900","112540"
"Leaver Dept.","2022","50-59","Operational Delivery","1420","1320","37400","30110"
"Leaver Dept.","2022","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","110","110","33860","27570"
"Leaver Dept.","2022","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","240","150","54790","52150"
"Leaver Dept.","2022","50-59","Project Delivery","90","80","44480","40290"
"Leaver Dept.","2022","50-59","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","460","420","48000","45840"
"Leaver Dept.","2022","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","460","380","50030","43710"
"Leaver Dept.","2022","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","50","40","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","280","240","42000","32180"
"Leaver Dept.","2022","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Science and Engineering","100","90","49690","43900"
"Leaver Dept.","2022","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Operational Delivery","90","70","36240","28590"
"Leaver Dept.","2022","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Science and Engineering","50","30","[c]","[c]"
"Leaver Dept.","2022","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Operational Delivery","310","300","21090","20810"
"New entrant CS","2021","16-19","Other","30","30","[c]","[c]"
"New entrant CS","2021","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Science and Engineering","50","50","17530","16780"
"New entrant CS","2021","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Tax","110","110","20390","20140"
"New entrant CS","2021","16-19","Unknown","260","260","22380","21010"
"New entrant CS","2021","20-29","Commercial","180","180","29510","26810"
"New entrant CS","2021","20-29","Communications","230","230","29870","28500"
"New entrant CS","2021","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data and Technology","550","550","31280","29540"
"New entrant CS","2021","20-29","Economics","410","410","30970","31800"
"New entrant CS","2021","20-29","Finance","250","250","29540","27270"
"New entrant CS","2021","20-29","Human Resources","260","260","27070","26630"
"New entrant CS","2021","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","70","70","33030","28700"
"New entrant CS","2021","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","90","90","29370","31800"
"New entrant CS","2021","20-29","Knowledge and Information Management","70","70","26820","26130"
"New entrant CS","2021","20-29","Legal","330","320","34010","30850"
"New entrant CS","2021","20-29","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","20-29","Operational Delivery","7240","7100","23920","22850"
"New entrant CS","2021","20-29","Operational Research","90","90","30740","31810"
"New entrant CS","2021","20-29","Other","710","700","25580","24880"
"New entrant CS","2021","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","1970","1960","32970","32790"
"New entrant CS","2021","20-29","Project Delivery","370","370","31090","30820"
"New entrant CS","2021","20-29","Property","170","160","27790","25000"
"New entrant CS","2021","20-29","Psychology","80","80","25060","24620"
"New entrant CS","2021","20-29","Science and Engineering","570","560","26380","26370"
"New entrant CS","2021","20-29","Security","230","230","23950","23540"
"New entrant CS","2021","20-29","Social Research","140","140","31760","32040"
"New entrant CS","2021","20-29","Statistics","250","240","30260","29980"
"New entrant CS","2021","20-29","Tax","1550","1530","22430","20140"
"New entrant CS","2021","20-29","Unknown","8020","7950","26790","27570"
"New entrant CS","2021","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","130","120","39550","37420"
"New entrant CS","2021","30-39","Communications","120","110","41220","39310"
"New entrant CS","2021","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","550","550","42250","38880"
"New entrant CS","2021","30-39","Economics","30","30","[c]","[c]"
"New entrant CS","2021","30-39","Finance","190","180","37630","34170"
"New entrant CS","2021","30-39","Human Resources","190","180","35210","31700"
"New entrant CS","2021","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Legal","320","310","44540","48080"
"New entrant CS","2021","30-39","Medicine","120","100","46180","36370"
"New entrant CS","2021","30-39","Operational Delivery","3770","3620","26490","23320"
"New entrant CS","2021","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","360","350","30450","26350"
"New entrant CS","2021","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","730","710","41590","37860"
"New entrant CS","2021","30-39","Project Delivery","360","350","38670","36800"
"New entrant CS","2021","30-39","Property","100","90","34510","30000"
"New entrant CS","2021","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","260","250","34790","33000"
"New entrant CS","2021","30-39","Security","180","180","27880","25540"
"New entrant CS","2021","30-39","Social Research","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","80","70","36340","34710"
"New entrant CS","2021","30-39","Tax","790","770","23070","20140"
"New entrant CS","2021","30-39","Unknown","5070","4930","29540","27570"
"New entrant CS","2021","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","100","90","42900","40200"
"New entrant CS","2021","40-49","Communications","80","70","44300","40000"
"New entrant CS","2021","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","460","450","46060","43160"
"New entrant CS","2021","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","150","150","42190","38800"
"New entrant CS","2021","40-49","Human Resources","150","140","39810","35030"
"New entrant CS","2021","40-49","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Legal","180","170","47540","50500"
"New entrant CS","2021","40-49","Medicine","120","100","54510","40000"
"New entrant CS","2021","40-49","Operational Delivery","2260","2150","27890","23790"
"New entrant CS","2021","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","340","330","30990","25630"
"New entrant CS","2021","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","330","320","49050","45020"
"New entrant CS","2021","40-49","Project Delivery","230","220","41680","40000"
"New entrant CS","2021","40-49","Property","90","90","37920","33000"
"New entrant CS","2021","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","200","180","38370","36330"
"New entrant CS","2021","40-49","Security","140","140","29450","25540"
"New entrant CS","2021","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Tax","420","410","22910","20140"
"New entrant CS","2021","40-49","Unknown","3950","3840","30370","27570"
"New entrant CS","2021","40-49","Veterinarian","[c]","[c]","[c]","[c]"
