"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","20-29","110","110","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","30-39","80","80","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","20-29","90","90","25800","27570"
"Leaver CS","2022","Mixed","Department for Work and Pensions","30-39","70","60","28040","27570"
"Leaver CS","2022","Mixed","Department for Work and Pensions","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","30-39","60","50","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
