"Status","Year","Parent_department","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Northern Ireland Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","50-59","Female","40","40","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","20-29","Male","40","40","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","30-39","Female","40","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","30-39","Male","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","Male","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Female","140","130","26990","24660"
"Leaver CS","2022","Scottish Government","20-29","Male","130","120","26330","25930"
"Leaver CS","2022","Scottish Government","30-39","Female","110","100","31550","27940"
"Leaver CS","2022","Scottish Government","30-39","Male","100","100","31840","30550"
"Leaver CS","2022","Scottish Government","40-49","Female","80","70","37030","33390"
"Leaver CS","2022","Scottish Government","40-49","Male","90","80","38280","34010"
"Leaver CS","2022","Scottish Government","50-59","Female","130","120","39440","35000"
"Leaver CS","2022","Scottish Government","50-59","Male","160","160","37770","35000"
"Leaver CS","2022","Scottish Government","60-64","Female","110","90","41050","36130"
"Leaver CS","2022","Scottish Government","60-64","Male","190","170","43250","36130"
"Leaver CS","2022","Scottish Government","65+","Female","60","40","31170","26900"
"Leaver CS","2022","Scottish Government","65+","Male","120","90","37220","35000"
"Leaver CS","2022","The National Archives","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Female","80","80","24360","22610"
"Leaver CS","2022","UK Statistics Authority","20-29","Male","100","100","25310","23050"
"Leaver CS","2022","UK Statistics Authority","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Female","50","50","32210","30150"
"Leaver CS","2022","UK Statistics Authority","30-39","Male","50","50","33680","30520"
"Leaver CS","2022","UK Statistics Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Female","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Male","50","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Female","30","20","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Male","50","30","24350","20350"
"Leaver CS","2022","UK Statistics Authority","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Female","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Female","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Male","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Female","440","440","32590","32000"
"Leaver Dept.","2021","Cabinet Office","20-29","Male","310","310","33350","32000"
"Leaver Dept.","2021","Cabinet Office","30-39","Female","210","200","45320","40600"
"Leaver Dept.","2021","Cabinet Office","30-39","Male","180","180","44410","38580"
"Leaver Dept.","2021","Cabinet Office","40-49","Female","90","80","52760","52520"
"Leaver Dept.","2021","Cabinet Office","40-49","Male","70","70","53820","54700"
"Leaver Dept.","2021","Cabinet Office","50-59","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Female","120","120","36760","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Male","110","100","36500","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Female","90","90","44420","51710"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Male","110","100","45340","49080"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","Female","60","60","43520","40940"
"Leaver Dept.","2021","Department for Education","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","40-49","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Female","120","120","33590","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Male","90","90","33360","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Female","90","80","39630","36560"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Male","60","60","40300","38370"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Female","60","50","46710","47890"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Female","70","70","34540","31180"
"Leaver Dept.","2021","Department for International Trade","20-29","Male","60","60","36650","32850"
"Leaver Dept.","2021","Department for International Trade","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Female","70","70","31570","33000"
"Leaver Dept.","2021","Department for Transport","20-29","Male","60","60","34650","34650"
"Leaver Dept.","2021","Department for Transport","30-39","Female","70","70","37990","35140"
"Leaver Dept.","2021","Department for Transport","30-39","Male","90","90","38220","35430"
"Leaver Dept.","2021","Department for Transport","40-49","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","Female","220","220","27990","27570"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","Male","150","150","27870","27570"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","Female","190","180","29620","27570"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","Male","170","170","31060","27570"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Female","220","200","31390","27570"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Male","140","130","31920","27570"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Female","180","170","31320","27570"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Male","100","100","34330","27570"
"Leaver Dept.","2021","Department for Work and Pensions","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","40","[c]","[c]","[c]"
