"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","50","50","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Attorney General's Departments","50","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Cabinet Office","60","60","36340","29250"
"Leaver CS","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Department for Education","60","60","40720","36640"
"Leaver CS","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","90","80","25670","24920"
"Leaver CS","2022","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Department for Transport","50","50","31450","26780"
"Leaver CS","2022","Yorkshire and The Humber","Department for Work and Pensions","900","790","28260","27570"
"Leaver CS","2022","Yorkshire and The Humber","Department of Health and Social Care","390","260","35180","29250"
"Leaver CS","2022","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","HM Revenue and Customs","460","390","25690","22040"
"Leaver CS","2022","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Home Office","180","160","29140","25040"
"Leaver CS","2022","Yorkshire and The Humber","Ministry of Defence","200","190","29590","26930"
"Leaver CS","2022","Yorkshire and The Humber","Ministry of Justice","960","870","26850","20970"
"Leaver CS","2022","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Work and Pensions","50","50","26840","27570"
"Leaver Dept.","2021","East Midlands (England)","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","110","110","22390","21170"
"Leaver Dept.","2021","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","150","140","44560","40950"
"Leaver Dept.","2021","London","Cabinet Office","660","650","46010","40600"
"Leaver Dept.","2021","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","440","400","46870","40220"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","200","200","46890","49600"
"Leaver Dept.","2021","London","Department for Education","170","170","45230","40940"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","300","290","41740","35670"
"Leaver Dept.","2021","London","Department for International Trade","210","210","41380","37410"
"Leaver Dept.","2021","London","Department for Transport","200","190","45280","42460"
"Leaver Dept.","2021","London","Department for Work and Pensions","220","210","40280","31940"
"Leaver Dept.","2021","London","Department of Health and Social Care","190","50","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","250","50","52140","52430"
"Leaver Dept.","2021","London","HM Revenue and Customs","390","380","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","140","140","[c]","[c]"
"Leaver Dept.","2021","London","Home Office","590","570","43720","39290"
"Leaver Dept.","2021","London","Ministry of Defence","140","140","46750","45200"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","320","310","41320","34690"
"Leaver Dept.","2021","London","Ministry of Justice","510","500","40480","35530"
"Leaver Dept.","2021","London","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","200","190","27100","27570"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","220","210","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","250","250","29640","27570"
"Leaver Dept.","2021","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","360","350","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Home Office","180","160","26800","24880"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","90","80","27850","22570"
"Leaver Dept.","2021","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","150","140","25980","27570"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","200","200","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Government","80","80","34560","30160"
"Leaver Dept.","2021","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Work and Pensions","60","50","28210","27570"
"Leaver Dept.","2021","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","70","70","39650","33300"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","110","100","[c]","[c]"
"Leaver Dept.","2021","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","50","50","37220","36180"
"Leaver Dept.","2021","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions","80","70","27510","27570"
"Leaver Dept.","2021","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","490","480","35630","32710"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice","60","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","630","630","34640","32000"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Transport","120","120","28000","21590"
"Leaver Dept.","2021","Wales","Department for Work and Pensions","80","80","26690","27570"
"Leaver Dept.","2021","Wales","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Justice","60","50","[c]","[c]"
"Leaver Dept.","2021","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","United Kingdom Statistics Authority","80","80","40090","36390"
"Leaver Dept.","2021","Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Work and Pensions","90","80","26170","27570"
"Leaver Dept.","2021","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Ministry of Justice","200","190","24070","20420"
"Leaver Dept.","2021","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","50","50","35690","35900"
"Leaver Dept.","2021","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Department for Work and Pensions","170","160","34050","31210"
"Leaver Dept.","2021","Yorkshire and The Humber","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Home Office","90","80","28420","24890"
"Leaver Dept.","2021","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Ministry of Justice","80","80","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Department for Work and Pensions","120","120","27890","27570"
"Leaver Dept.","2022","East Midlands (England)","Department of Health and Social Care","170","150","40840","36330"
"Leaver Dept.","2022","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Ministry of Justice","160","160","24480","20970"
"Leaver Dept.","2022","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Department for Work and Pensions","80","80","30170","29290"
"Leaver Dept.","2022","East of England","Department of Health and Social Care","360","320","42490","36330"
"Leaver Dept.","2022","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Ministry of Defence","60","60","35000","33300"
"Leaver Dept.","2022","East of England","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Attorney General's Departments","210","210","45490","40270"
"Leaver Dept.","2022","London","Cabinet Office","1320","1310","43810","34550"
"Leaver Dept.","2022","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Department for Business, Energy and Industrial Strategy","490","470","46380","40220"
"Leaver Dept.","2022","London","Department for Digital, Culture, Media and Sport","200","200","44920","38020"
"Leaver Dept.","2022","London","Department for Education","220","220","47300","43430"
"Leaver Dept.","2022","London","Department for Environment, Food and Rural Affairs","240","240","[c]","[c]"
"Leaver Dept.","2022","London","Department for International Trade","220","210","[c]","[c]"
"Leaver Dept.","2022","London","Department for Levelling Up, Housing and Communities","260","250","42480","39600"
"Leaver Dept.","2022","London","Department for Transport","290","280","43660","42470"
"Leaver Dept.","2022","London","Department for Work and Pensions","480","470","36540","31060"
"Leaver Dept.","2022","London","Department of Health and Social Care","3800","2800","45380","40070"
"Leaver Dept.","2022","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Foreign, Commonwealth and Development Office","310","40","[c]","[c]"
"Leaver Dept.","2022","London","HM Revenue and Customs","250","240","[c]","[c]"
"Leaver Dept.","2022","London","HM Treasury","200","200","[c]","[c]"
"Leaver Dept.","2022","London","Home Office","680","670","44090","40640"
"Leaver Dept.","2022","London","Ministry of Defence","180","180","45840","41070"
"Leaver Dept.","2022","London","Ministry of Justice","630","620","38410","34260"
"Leaver Dept.","2022","London","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","UK Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Department for Work and Pensions","360","350","28400","27570"
"Leaver Dept.","2022","North East (England)","Department of Health and Social Care","100","90","46410","40060"
"Leaver Dept.","2022","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
