"Status","Year","Profession_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West (England)","Valuation Office Agency","220","200","36510","32890"
"In post","2022","Property","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Property","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Driver and Vehicle Licensing Agency","70","60","30770","30730"
"In post","2022","Property","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Ministry of Defence (excl. agencies)","70","70","28990","33000"
"In post","2022","Property","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","Valuation Office Agency","170","160","38610","33380"
"In post","2022","Property","Wales","Welsh Government (excl. agencies)","60","60","40460","38160"
"In post","2022","Property","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Department for Education (excl. agencies)","60","50","49860","50130"
"In post","2022","Property","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Ministry of Defence (excl. agencies)","200","190","34230","33300"
"In post","2022","Property","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Valuation Office Agency","200","190","34310","31900"
"In post","2022","Property","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Department for Education (excl. agencies)","120","120","46880","49860"
"In post","2022","Property","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","36810","36210"
"In post","2022","Property","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","140","140","31560","33000"
"In post","2022","Property","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","Valuation Office Agency","270","240","34630","31900"
"In post","2022","Psychology","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Midlands (England)","HM Prison and Probation Service","200","190","34400","30450"
"In post","2022","Psychology","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East of England","HM Prison and Probation Service","180","170","35750","30450"
"In post","2022","Psychology","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","HM Prison and Probation Service","80","80","39960","33120"
"In post","2022","Psychology","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","HM Prison and Probation Service","90","90","38310","31180"
"In post","2022","Psychology","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North West (England)","HM Prison and Probation Service","160","160","35310","30450"
"In post","2022","Psychology","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scotland","Scottish Prison Service","70","70","37900","35000"
"In post","2022","Psychology","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South East (England)","HM Prison and Probation Service","200","190","35880","30450"
"In post","2022","Psychology","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South West (England)","HM Prison and Probation Service","100","90","35460","30450"
"In post","2022","Psychology","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","HM Prison and Probation Service","50","50","34800","30450"
"In post","2022","Psychology","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands (England)","HM Prison and Probation Service","140","140","32830","29060"
"In post","2022","Psychology","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Yorkshire and The Humber","HM Prison and Probation Service","170","170","34670","30450"
"In post","2022","Science and Engineering","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","Defence Equipment and Support","100","100","37410","36590"
"In post","2022","Science and Engineering","East Midlands (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","Health and Safety Executive","210","190","44800","43220"
"In post","2022","Science and Engineering","East Midlands (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","Ministry of Defence (excl. agencies)","80","70","31390","25190"
"In post","2022","Science and Engineering","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","UK Health Security Agency","80","70","38170","36330"
"In post","2022","Science and Engineering","East Midlands (England)","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Centre for Environment, Fisheries and Aquaculture Science","320","310","34670","30220"
"In post","2022","Science and Engineering","East of England","Defence Equipment and Support","80","80","36180","33840"
"In post","2022","Science and Engineering","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Medicines and Healthcare Products Regulatory Agency","170","170","50840","45570"
"In post","2022","Science and Engineering","East of England","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","Ministry of Defence (excl. agencies)","140","130","28080","25190"
"In post","2022","Science and Engineering","East of England","UK Health Security Agency","130","120","38510","36060"
"In post","2022","Science and Engineering","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Department for Transport (excl. agencies)","60","60","52700","54110"
"In post","2022","Science and Engineering","London","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Science and Engineering","London","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Home Office","60","60","50720","42440"
"In post","2022","Science and Engineering","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Medicines and Healthcare Products Regulatory Agency","120","120","49080","41130"
"In post","2022","Science and Engineering","London","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Ministry of Defence (excl. agencies)","110","100","52910","45750"
"In post","2022","Science and Engineering","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","UK Health Security Agency","620","600","43360","40070"
"In post","2022","Science and Engineering","London","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Health and Safety Executive","110","100","34720","31710"
"In post","2022","Science and Engineering","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Submarine Delivery Agency","80","80","42230","40320"
"In post","2022","Science and Engineering","North West (England)","UK Health Security Agency","160","150","35340","32310"
"In post","2022","Science and Engineering","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Ministry of Defence (excl. agencies)","50","50","41500","41230"
"In post","2022","Science and Engineering","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Defence Equipment and Support","130","130","34760","33000"
"In post","2022","Science and Engineering","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Met Office","60","60","33400","32810"
"In post","2022","Science and Engineering","Scotland","Ministry of Defence (excl. agencies)","180","180","35240","33000"
"In post","2022","Science and Engineering","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Animal and Plant Health Agency","450","430","32700","28550"
"In post","2022","Science and Engineering","South East (England)","Defence Equipment and Support","90","80","32750","31700"
"In post","2022","Science and Engineering","South East (England)","Defence Science and Technology Laboratory","810","770","42350","42020"
"In post","2022","Science and Engineering","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Met Office","70","60","36330","37420"
"In post","2022","Science and Engineering","South East (England)","Ministry of Defence (excl. agencies)","340","330","34490","33300"
"In post","2022","Science and Engineering","South East (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","UK Health Security Agency","220","210","45370","41160"
"In post","2022","Science and Engineering","South East (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","140","130","33550","29750"
"In post","2022","Science and Engineering","South West (England)","Defence Equipment and Support","2240","2190","38770","38680"
"In post","2022","Science and Engineering","South West (England)","Defence Science and Technology Laboratory","1780","1730","39940","38070"
"In post","2022","Science and Engineering","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Met Office","690","640","40630","39650"
"In post","2022","Science and Engineering","South West (England)","Ministry of Defence (excl. agencies)","570","550","35600","33300"
"In post","2022","Science and Engineering","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Submarine Delivery Agency","640","630","40480","38180"
"In post","2022","Science and Engineering","South West (England)","UK Health Security Agency","520","480","38840","36330"
"In post","2022","Science and Engineering","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Defence Electronics and Components Agency","230","220","27970","29470"
"In post","2022","Science and Engineering","Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Intellectual Property Office","380","360","48780","43740"
"In post","2022","Science and Engineering","Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Wales","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Welsh Government (excl. agencies)","70","70","49360","47470"
"In post","2022","Science and Engineering","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","Ministry of Defence (excl. agencies)","80","80","29870","24190"
"In post","2022","Science and Engineering","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","UK Health Security Agency","140","130","35950","35570"
"In post","2022","Science and Engineering","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Health and Safety Executive","150","150","32910","31660"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","100","100","27000","26670"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","UK Health Security Agency","100","90","37990","36330"
"In post","2022","Science and Engineering","Yorkshire and The Humber","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","Security","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Ministry of Defence (excl. agencies)","120","120","27940","25000"
"In post","2022","Security","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","HM Prison and Probation Service","60","60","35550","32040"
"In post","2022","Security","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Ministry of Defence (excl. agencies)","550","540","33670","33000"
"In post","2022","Security","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Department for Transport (excl. agencies)","130","130","45400","43360"
"In post","2022","Security","London","Department for Work and Pensions (excl. agencies)","90","90","44870","39960"
"In post","2022","Security","London","FCDO Services","60","60","34670","36090"
"In post","2022","Security","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Foreign, Commonwealth and Development Office (excl. agencies)","90","90","47070","43300"
"In post","2022","Security","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","HM Prison and Probation Service","220","220","44190","40800"
"In post","2022","Security","London","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Security","London","Home Office","240","230","32570","28850"
"In post","2022","Security","London","Ministry of Defence (excl. agencies)","390","390","35200","33950"
"In post","2022","Security","London","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Security","London","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","Department for Work and Pensions (excl. agencies)","80","80","37330","35310"
"In post","2022","Security","North East (England)","HM Prison and Probation Service","50","50","[c]","[c]"
"In post","2022","Security","North East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Department for Work and Pensions (excl. agencies)","100","100","40240","35310"
"In post","2022","Security","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","HM Prison and Probation Service","70","70","36240","32860"
"In post","2022","Security","North West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Home Office","60","50","30930","30820"
"In post","2022","Security","North West (England)","Ministry of Defence (excl. agencies)","180","170","25810","21170"
"In post","2022","Security","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
