"Status","Year","Region_ITL1","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","London","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Delivery","20-29","220","220","31140","28860"
"Leaver Dept.","2021","London","Operational Delivery","30-39","150","140","36330","31320"
"Leaver Dept.","2021","London","Operational Delivery","40-49","100","100","47200","42060"
"Leaver Dept.","2021","London","Operational Delivery","50-59","60","60","46910","34940"
"Leaver Dept.","2021","London","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other","20-29","70","70","31850","28990"
"Leaver Dept.","2021","London","Other","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Policy","20-29","660","650","36840","33570"
"Leaver Dept.","2021","London","Policy","30-39","500","490","47930","51580"
"Leaver Dept.","2021","London","Policy","40-49","210","190","59810","57030"
"Leaver Dept.","2021","London","Policy","50-59","80","80","54580","45640"
"Leaver Dept.","2021","London","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","20-29","790","640","35630","34140"
"Leaver Dept.","2021","London","Unknown","30-39","620","520","47650","52500"
"Leaver Dept.","2021","London","Unknown","40-49","310","270","54280","54700"
"Leaver Dept.","2021","London","Unknown","50-59","180","170","50040","43200"
"Leaver Dept.","2021","London","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","90","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","20-29","150","150","23670","21010"
"Leaver Dept.","2021","North East (England)","Unknown","30-39","150","140","25670","24920"
"Leaver Dept.","2021","North East (England)","Unknown","40-49","100","90","28060","27570"
"Leaver Dept.","2021","North East (England)","Unknown","50-59","70","70","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","20-29","70","60","22630","21690"
"Leaver Dept.","2021","North West (England)","Operational Delivery","30-39","80","80","23730","24110"
"Leaver Dept.","2021","North West (England)","Operational Delivery","40-49","60","60","26910","24250"
"Leaver Dept.","2021","North West (England)","Operational Delivery","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","20-29","180","180","25220","24310"
"Leaver Dept.","2021","North West (England)","Unknown","30-39","200","180","28340","27570"
"Leaver Dept.","2021","North West (England)","Unknown","40-49","160","150","29130","27570"
"Leaver Dept.","2021","North West (England)","Unknown","50-59","110","100","34610","28360"
"Leaver Dept.","2021","North West (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","20-29","110","100","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","30-39","120","120","28960","27570"
"Leaver Dept.","2021","Scotland","Unknown","40-49","80","80","28310","27570"
"Leaver Dept.","2021","Scotland","Unknown","50-59","100","100","29740","27570"
"Leaver Dept.","2021","Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","20-29","60","50","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","50-59","[c]","[c]","[c]","[c]"
