"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","South Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Operational Delivery","900","720","26120","23430"
"In post","2022","Male","South Hampshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Other","320","320","30060","32350"
"In post","2022","Male","South Hampshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Project Delivery","50","50","[c]","[c]"
"In post","2022","Male","South Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Science and Engineering","130","130","32920","29230"
"In post","2022","Male","South Hampshire","Security","110","100","25550","21170"
"In post","2022","Male","South Hampshire","Social Research","90","90","39840","38340"
"In post","2022","Male","South Hampshire","Statistics","60","60","44090","38340"
"In post","2022","Male","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Digital, Data and Technology","140","140","42060","38500"
"In post","2022","Male","South Lanarkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Operational Delivery","820","760","26220","22080"
"In post","2022","Male","South Lanarkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Policy","50","50","51480","52410"
"In post","2022","Male","South Lanarkshire","Project Delivery","70","70","42570","38500"
"In post","2022","Male","South Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Lanarkshire","Tax","160","150","32960","33370"
"In post","2022","Male","South Lanarkshire","Unknown","60","60","30940","27230"
"In post","2022","Male","South Lanarkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Operational Delivery","330","310","32170","29180"
"In post","2022","Male","South Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Other","50","50","21910","21170"
"In post","2022","Male","South Nottinghamshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Operational Delivery","320","310","25130","24090"
"In post","2022","Male","South Teesside","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Operational Delivery","400","380","28680","27570"
"In post","2022","Male","South West Wales","Other","40","40","[c]","[c]"
"In post","2022","Male","South West Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Policy","60","60","40740","38160"
"In post","2022","Male","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Digital, Data and Technology","60","60","39690","36080"
"In post","2022","Male","Southampton","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Operational Delivery","310","300","32170","27570"
"In post","2022","Male","Southampton","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Policy","80","80","41890","40840"
"In post","2022","Male","Southampton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Property","40","40","[c]","[c]"
"In post","2022","Male","Southampton","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Digital, Data and Technology","170","160","37640","35980"
"In post","2022","Male","Southend-on-Sea","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Operational Delivery","140","140","29440","27600"
"In post","2022","Male","Southend-on-Sea","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Commercial","30","30","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Digital, Data and Technology","70","70","38750","36460"
"In post","2022","Male","Staffordshire CC","Finance","60","60","41530","33300"
"In post","2022","Male","Staffordshire CC","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Operational Delivery","1380","1320","29700","27570"
"In post","2022","Male","Staffordshire CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Other","110","110","26920","26670"
"In post","2022","Male","Staffordshire CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Project Delivery","60","60","42900","40580"
"In post","2022","Male","Staffordshire CC","Property","80","70","38910","40000"
"In post","2022","Male","Staffordshire CC","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Security","40","40","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Staffordshire CC","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Operational Delivery","340","320","25380","24800"
"In post","2022","Male","Stoke-on-Trent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2022","Male","Suffolk CC","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Intelligence Analysis","50","40","[c]","[c]"
"In post","2022","Male","Suffolk CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Legal","150","140","31200","28610"
"In post","2022","Male","Suffolk CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Operational Delivery","1050","1020","29450","27570"
"In post","2022","Male","Suffolk CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Other","210","200","24590","21380"
"In post","2022","Male","Suffolk CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Project Delivery","40","30","[c]","[c]"
"In post","2022","Male","Suffolk CC","Property","70","60","34090","33300"
"In post","2022","Male","Suffolk CC","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Science and Engineering","240","230","34560","30220"
"In post","2022","Male","Suffolk CC","Security","50","50","28620","22630"
"In post","2022","Male","Suffolk CC","Tax","60","60","40590","35980"
"In post","2022","Male","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Suffolk CC","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Male","Sunderland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Operational Delivery","860","800","26550","26780"
"In post","2022","Male","Sunderland","Other","150","140","23110","21260"
"In post","2022","Male","Sunderland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sunderland","Tax","160","150","31930","26820"
"In post","2022","Male","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Commercial","90","90","33090","30730"
"In post","2022","Male","Swansea","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Digital, Data and Technology","680","680","41130","39100"
"In post","2022","Male","Swansea","Finance","90","90","38090","38650"
"In post","2022","Male","Swansea","Human Resources","60","60","34930","33350"
"In post","2022","Male","Swansea","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Operational Delivery","2330","2200","24800","21840"
"In post","2022","Male","Swansea","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Other","50","50","32670","27570"
"In post","2022","Male","Swansea","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Policy","90","90","36060","33350"
"In post","2022","Male","Swansea","Project Delivery","60","60","39800","33590"
"In post","2022","Male","Swansea","Property","70","70","35180","31040"
"In post","2022","Male","Swansea","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Security","60","60","25750","24720"
"In post","2022","Male","Swansea","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Operational Delivery","110","110","28190","27570"
"In post","2022","Male","Swindon","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Digital, Data and Technology","140","140","48150","52080"
"In post","2022","Male","Telford and Wrekin","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Operational Delivery","320","300","28930","27130"
"In post","2022","Male","Telford and Wrekin","Other","40","40","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Project Delivery","70","70","46130","40740"
"In post","2022","Male","Telford and Wrekin","Property","30","30","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Security","80","80","30960","26820"
"In post","2022","Male","Telford and Wrekin","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Unknown","50","50","53570","49700"
"In post","2022","Male","Thurrock","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Operational Delivery","180","180","26850","25310"
"In post","2022","Male","Thurrock","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Operational Delivery","100","90","26310","27570"
"In post","2022","Male","Torbay","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Communications","60","60","50670","43040"
"In post","2022","Male","Tower Hamlets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Digital, Data and Technology","310","310","53530","53830"
"In post","2022","Male","Tower Hamlets","Economics","120","120","57640","56240"
"In post","2022","Male","Tower Hamlets","Finance","160","160","49360","46250"
"In post","2022","Male","Tower Hamlets","Human Resources","30","30","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Legal","90","90","71100","72430"
"In post","2022","Male","Tower Hamlets","Medicine","50","50","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Operational Delivery","470","460","40510","34260"
"In post","2022","Male","Tower Hamlets","Operational Research","60","50","50800","47180"
"In post","2022","Male","Tower Hamlets","Other","290","280","50270","45600"
"In post","2022","Male","Tower Hamlets","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Policy","120","120","52730","53200"
"In post","2022","Male","Tower Hamlets","Project Delivery","220","220","60490","55860"
"In post","2022","Male","Tower Hamlets","Property","130","120","47490","46800"
"In post","2022","Male","Tower Hamlets","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Statistics","70","70","48400","43090"
"In post","2022","Male","Tower Hamlets","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Unknown","520","520","54400","54700"
"In post","2022","Male","Tyneside","Commercial","40","30","[c]","[c]"
"In post","2022","Male","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Counter Fraud","90","90","29410","27570"
"In post","2022","Male","Tyneside","Digital, Data and Technology","1310","1290","43260","40180"
"In post","2022","Male","Tyneside","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Finance","210","210","42380","40180"
"In post","2022","Male","Tyneside","Human Resources","70","70","37690","33370"
"In post","2022","Male","Tyneside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Intelligence Analysis","[c]","[c]","[c]","[c]"
