"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","No function","160","150","37490","32400"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","No function","60","60","29110","18200"
"Leaver CS","2021","Department for International Trade","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Unknown","60","50","42860","35430"
"Leaver CS","2021","Department for Transport (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","2340","2010","26310","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","150","140","26270","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","280","230","26360","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1620","1350","26680","26890"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","No function","130","100","21210","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","No function","60","40","20220","21170"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Unknown","No function","40","40","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","No function","100","80","28940","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Undeclared","No function","60","40","28750","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Unknown","No function","50","40","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Unknown","Property","40","30","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Heterosexual / straight","Legal","70","60","51780","51250"
