"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Home Office","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","110","110","39790","37320"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","60","60","42910","42290"
"Leaver Dept.","2021","Unknown","Ministry of Justice","160","160","31430","26780"
"Leaver Dept.","2021","Unknown","National Crime Agency","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","110","100","34400","31770"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office","130","130","39540","34550"
"Leaver Dept.","2022","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","70","60","40190","33720"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Transport","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Work and Pensions","390","380","29790","27570"
"Leaver Dept.","2022","Declared disabled","Department of Health and Social Care","390","330","38300","32790"
"Leaver Dept.","2022","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Home Office","100","90","35920","30150"
"Leaver Dept.","2022","Declared disabled","Ministry of Defence","110","110","36780","33300"
"Leaver Dept.","2022","Declared disabled","Ministry of Justice","210","210","32630","29660"
"Leaver Dept.","2022","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Attorney General's Departments","150","150","41780","32410"
"Leaver Dept.","2022","Declared non-disabled","Cabinet Office","850","840","46690","40600"
"Leaver Dept.","2022","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","490","470","44070","40050"
"Leaver Dept.","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","150","150","44610","38280"
"Leaver Dept.","2022","Declared non-disabled","Department for Education","320","310","43580","40090"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","380","370","27730","24920"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","100","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","260","260","41590","36340"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","410","400","37150","34710"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","2280","2220","29700","27570"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","4400","3970","40810","36330"
"Leaver Dept.","2022","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","240","70","44050","39630"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs","730","710","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Treasury","160","150","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Home Office","1040","1010","35930","28990"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence","790","780","36360","33300"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice","1130","1100","31940","26520"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","90","90","37420","32940"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","70","70","39310","33840"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","80","80","37990","32610"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","50","50","41540","38200"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","170","170","30790","27570"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","80","80","38870","35100"
"Leaver Dept.","2022","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","80","80","37310","37640"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","130","120","32460","28310"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","50","50","35780","32540"
"Leaver Dept.","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","90","90","40900","32410"
"Leaver Dept.","2022","Unknown","Cabinet Office","840","840","37830","32000"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","190","190","37520","34540"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","140","130","39440","36500"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","90","90","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","60","60","41700","33340"
"Leaver Dept.","2022","Unknown","Department for Transport","170","170","35190","31040"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","260","250","31650","27570"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","3000","1670","49370","41990"
"Leaver Dept.","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","140","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","520","500","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","230","230","33260","28660"
"Leaver Dept.","2022","Unknown","Ministry of Defence","130","130","36270","34460"
"Leaver Dept.","2022","Unknown","Ministry of Justice","280","280","29200","23390"
"Leaver Dept.","2022","Unknown","National Crime Agency","70","70","40360","36740"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","60","50","37240","31300"
"Leaver Dept.","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","80","80","33240","30350"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","80","80","34640","28000"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","80","80","31650","32060"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","160","160","32460","29180"
"New entrant CS","2021","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","2010","1960","26710","27570"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","170","150","32480","29490"
"New entrant CS","2021","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","140","140","26000","20880"
"New entrant CS","2021","Declared disabled","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","50","50","33150","28650"
"New entrant CS","2021","Declared disabled","Ministry of Defence","220","220","27390","25530"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","50","50","32050","30190"
"New entrant CS","2021","Declared disabled","Ministry of Justice","520","510","24990","22920"
"New entrant CS","2021","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","140","130","28430","26160"
"New entrant CS","2021","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","80","70","30770","29540"
"New entrant CS","2021","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","240","230","41820","43920"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","570","560","38310","34550"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","70","70","49720","53530"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","730","720","36020","33570"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","300","300","39040","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education","70","60","40120","36570"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","1060","1030","32290","29180"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","170","170","35720","31800"
"New entrant CS","2021","Declared non-disabled","Department for Transport","690","670","32140","30270"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","12620","12400","26740","27570"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","1710","1510","34740","31370"
"New entrant CS","2021","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","1680","1650","25620","20880"
"New entrant CS","2021","Declared non-disabled","HM Treasury","300","290","32930","28500"
"New entrant CS","2021","Declared non-disabled","Home Office","400","390","31760","24890"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","2860","2790","30460","26670"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","260","250","37760","33210"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","4500","4390","24780","22850"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","60","60","38030","36200"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","150","150","50010","46360"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","260","260","34910","27000"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","60","60","42120","39000"
"New entrant CS","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Government","830","810","29600","26160"
"New entrant CS","2021","Declared non-disabled","The National Archives","50","50","33690","33000"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","80","80","46370","44080"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","360","350","32690","29540"
"New entrant CS","2021","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government","140","140","27890","25030"
"New entrant CS","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","50","50","34800","31160"
"New entrant CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","220","220","36660","34710"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","650","630","26830","27570"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","250","210","39450","32330"
"New entrant CS","2021","Undeclared","Food Standards Agency","70","60","34680","32350"
"New entrant CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","80","80","26920","25560"
"New entrant CS","2021","Undeclared","HM Treasury","110","110","36570","32320"
"New entrant CS","2021","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","140","130","29680","26350"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","180","170","24700","22720"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","730","720","33730","26970"
"New entrant CS","2021","Unknown","Cabinet Office","1060","1050","40840","28000"
"New entrant CS","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","670","650","30150","25060"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","60","50","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","680","670","35810","32870"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","350","340","34020","31160"
"New entrant CS","2021","Unknown","Department for International Trade","200","190","33820","31800"
"New entrant CS","2021","Unknown","Department for Transport","460","440","27770","26130"
"New entrant CS","2021","Unknown","Department for Work and Pensions","1900","1860","27770","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","1180","1160","40170","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","660","650","26050","22350"
"New entrant CS","2021","Unknown","HM Revenue and Customs","3500","3420","24240","20140"
"New entrant CS","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","1710","1680","31720","26600"
"New entrant CS","2021","Unknown","Ministry of Defence","1000","970","30140","26000"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","100","100","36560","33210"
"New entrant CS","2021","Unknown","Ministry of Justice","3580","3450","24480","22680"
"New entrant CS","2021","Unknown","National Crime Agency","970","960","34070","32770"
"New entrant CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","140","140","35200","30000"
"New entrant CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","1080","1040","31300","26160"
"New entrant CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","620","590","31290","29540"
"New entrant CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Attorney General's Departments","110","110","34010","26970"
"New entrant CS","2022","Declared disabled","Cabinet Office","130","130","37040","34550"
"New entrant CS","2022","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","90","90","30010","27680"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","290","280","33840","29810"
"New entrant CS","2022","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","80","70","32680","30190"
"New entrant CS","2022","Declared disabled","Department for Transport","70","70","32130","29970"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","1180","1140","25870","26370"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","180","170","34500","32330"
"New entrant CS","2022","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","410","400","27010","26590"
"New entrant CS","2022","Declared disabled","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","70","60","32680","24880"
"New entrant CS","2022","Declared disabled","Ministry of Defence","230","220","30850","26700"
"New entrant CS","2022","Declared disabled","Ministry of Justice","1710","1630","28270","25740"
"New entrant CS","2022","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government","270","260","27570","27230"
"New entrant CS","2022","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","90","80","29270","30710"
"New entrant CS","2022","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","760","740","35170","29280"
