"Status","Year","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","100","90","39080","34520"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","60","60","36520","33690"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","90","90","36480","30850"
"Leaver Dept.","2021","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","560","560","36930","32000"
"Leaver Dept.","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","170","160","38890","34980"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","540","530","38290","34730"
"Leaver Dept.","2021","Unknown","Department for International Trade","120","120","41200","38300"
"Leaver Dept.","2021","Unknown","Department for Transport","90","90","34890","34330"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","350","340","29940","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","290","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","1650","1600","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","110","100","40870","40450"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","190","180","32900","30800"
"Leaver Dept.","2021","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","180","170","41520","31600"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","850","840","45890","40410"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","520","500","43770","40050"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","150","150","44840","38150"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","340","340","42040","36960"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","350","340","28390","25100"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","120","110","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","270","260","41000","36340"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","390","380","36820","34000"
"Leaver Dept.","2022","Heterosexual / straight","Department for Work and Pensions","2200","2140","29600","27570"
"Leaver Dept.","2022","Heterosexual / straight","Department of Health and Social Care","4750","4130","41210","36330"
"Leaver Dept.","2022","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Food Standards Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","70","70","42960","39630"
"Leaver Dept.","2022","Heterosexual / straight","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","HM Treasury","160","150","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Home Office","1010","980","35500","28810"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Defence","820","810","36060","33300"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Justice","1230","1200","31810","26550"
"Leaver Dept.","2022","Heterosexual / straight","National Crime Agency","80","80","43670","40170"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Gas and Electricity Markets","50","50","35780","31720"
"Leaver Dept.","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Government","70","60","37950","31540"
"Leaver Dept.","2022","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Statistics Authority","130","120","36000","31130"
"Leaver Dept.","2022","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Welsh Government","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Cabinet Office","90","90","42080","37300"
"Leaver Dept.","2022","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Business, Energy and Industrial Strategy","80","80","42230","40050"
"Leaver Dept.","2022","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Education","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Work and Pensions","190","190","28940","27570"
"Leaver Dept.","2022","LGBO","Department of Health and Social Care","370","300","39460","32650"
"Leaver Dept.","2022","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Home Office","70","70","36610","30820"
"Leaver Dept.","2022","LGBO","Ministry of Defence","50","50","34090","33000"
"Leaver Dept.","2022","LGBO","Ministry of Justice","90","90","31760","28310"
"Leaver Dept.","2022","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","100","100","42650","34850"
"Leaver Dept.","2022","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","60","60","42750","40050"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","70","60","35170","32180"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","220","220","30790","27570"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","1700","640","44330","39400"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","110","100","37160","33190"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","120","120","38310","38150"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","130","130","34100","30850"
"Leaver Dept.","2022","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","60","60","46240","50500"
"Leaver Dept.","2022","Unknown","Cabinet Office","830","830","38090","32000"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","140","140","36030","33570"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","90","90","44190","40230"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","50","50","39620","33210"
"Leaver Dept.","2022","Unknown","Department for Transport","160","160","35680","31200"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","500","470","31450","27570"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","1050","970","50900","44430"
"Leaver Dept.","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","330","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","1350","1310","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","210","210","34060","29380"
"Leaver Dept.","2022","Unknown","Ministry of Defence","120","120","38350","37320"
"Leaver Dept.","2022","Unknown","Ministry of Justice","290","290","29310","23700"
"Leaver Dept.","2022","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","60","50","40170","33840"
"Leaver Dept.","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","80","80","34700","30810"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","760","740","36740","38000"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","550","540","38660","34550"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","60","60","50220","53530"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","660","650","35790","33570"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","280","270","38520","34020"
"New entrant CS","2021","Heterosexual / straight","Department for Education","410","400","36140","32940"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","1000","980","32900","29180"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","210","200","35440","31800"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","710","680","32490","30270"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","13240","12990","26750","27570"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","1920","1710","35390","32330"
"New entrant CS","2021","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","80","80","34840","32350"
"New entrant CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","310","310","26390","22350"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","1560","1530","25740","20880"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","320","320","33470","28500"
"New entrant CS","2021","Heterosexual / straight","Home Office","610","600","32580","25960"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","3050","2970","30390","26350"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","300","290","37200","33210"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","4590","4470","24780","22850"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","800","790","34220","32770"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education","140","140","49820","46360"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","220","220","34640","27000"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","150","150","38540","34800"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","800","770","29750","26160"
"New entrant CS","2021","Heterosexual / straight","The National Archives","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","70","70","47110","46500"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","640","620","31910","29540"
"New entrant CS","2021","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government","150","140","28380","25030"
"New entrant CS","2021","LGBO","Attorney General's Departments","60","60","32420","26970"
"New entrant CS","2021","LGBO","Cabinet Office","80","80","34950","32000"
"New entrant CS","2021","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Business, Energy and Industrial Strategy","110","110","33140","33570"
"New entrant CS","2021","LGBO","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Education","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Environment, Food and Rural Affairs","120","120","33000","29180"
"New entrant CS","2021","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Transport","90","80","30170","30270"
"New entrant CS","2021","LGBO","Department for Work and Pensions","1380","1360","26440","27570"
"New entrant CS","2021","LGBO","Department of Health and Social Care","160","150","33480","28970"
"New entrant CS","2021","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs","180","180","24970","20140"
"New entrant CS","2021","LGBO","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office","60","60","30240","24890"
"New entrant CS","2021","LGBO","Ministry of Defence","180","180","27070","26350"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice","480","470","24120","22850"
"New entrant CS","2021","LGBO","National Crime Agency","60","60","31710","32260"
"New entrant CS","2021","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government","100","100","29450","26160"
"New entrant CS","2021","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","70","70","31620","29540"
"New entrant CS","2021","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","60","60","36870","32690"
"New entrant CS","2021","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","70","70","38190","33570"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","110","100","31520","29570"
"New entrant CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","770","760","27220","27570"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","340","290","37070","32330"
"New entrant CS","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","90","90","26960","24120"
"New entrant CS","2021","Undeclared","HM Treasury","90","90","35500","32320"
"New entrant CS","2021","Undeclared","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","190","180","30940","26510"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","240","230","26500","22920"
"New entrant CS","2021","Undeclared","National Crime Agency","70","70","31460","28840"
"New entrant CS","2021","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","150","140","27400","20850"
"New entrant CS","2021","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","50","50","33050","32540"
"New entrant CS","2021","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","150","150","32200","26520"
"New entrant CS","2021","Unknown","Cabinet Office","1040","1040","40800","28000"
"New entrant CS","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","660","650","30050","25270"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","290","290","36330","32940"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","390","380","32660","29180"
"New entrant CS","2021","Unknown","Department for International Trade","150","150","32820","31800"
"New entrant CS","2021","Unknown","Department for Transport","570","550","29840","26580"
"New entrant CS","2021","Unknown","Department for Work and Pensions","1780","1740","27770","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","900","880","40760","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","330","320","26250","22350"
"New entrant CS","2021","Unknown","HM Revenue and Customs","3570","3490","24240","20140"
"New entrant CS","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","1460","1430","31400","25720"
"New entrant CS","2021","Unknown","Ministry of Defence","800","780","29970","25860"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","60","60","35490","33210"
