"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Economics","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Unknown","80","40","[c]","[c]"
"Leaver CS","2022","Finance","Finance","White","260","240","40750","35310"
"Leaver CS","2022","Finance","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","White","140","130","37670","33300"
"Leaver CS","2022","Geography","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Black","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","White","340","310","37280","33300"
"Leaver CS","2022","Human Resources","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","White","30","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","No function","White","100","100","66020","75500"
"Leaver CS","2022","Inspector of Education and Training","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Security","White","40","40","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","White","50","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","White","40","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","No function","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","International Trade","No function","White","40","40","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","No function","White","270","250","34690","29470"
"Leaver CS","2022","Knowledge and Information Management","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Unknown","60","50","57090","55000"
"Leaver CS","2022","Legal","Legal","White","340","300","57620","55000"
"Leaver CS","2022","Legal","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Asian","30","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","No function","White","100","90","89680","95140"
"Leaver CS","2022","Medicine","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Unknown","60","50","39130","34170"
"Leaver CS","2022","Medicine","Unknown","White","190","160","43350","39030"
"Leaver CS","2022","Operational Delivery","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","Mixed","[c]","[c]","[c]","[c]"
