"Status","Year","Sex","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Legal","50","50","54390","55610"
"Leaver CS","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Operational Delivery","1350","1240","29030","24250"
"Leaver CS","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other","290","290","33350","30440"
"Leaver CS","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Policy","150","150","43560","38840"
"Leaver CS","2021","Male","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Property","80","70","29450","25500"
"Leaver CS","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Science and Engineering","110","100","32140","29070"
"Leaver CS","2021","Male","Unknown","Security","80","80","28070","24970"
"Leaver CS","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","3260","2830","33220","27570"
"Leaver CS","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Commercial","130","110","36710","34650"
"Leaver CS","2022","Female","Heterosexual / straight","Communications","130","110","39730","37320"
"Leaver CS","2022","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Counter Fraud","80","60","27710","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Digital, Data and Technology","240","210","38950","36060"
"Leaver CS","2022","Female","Heterosexual / straight","Economics","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Finance","230","190","36220","33000"
"Leaver CS","2022","Female","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Human Resources","310","270","37670","33300"
"Leaver CS","2022","Female","Heterosexual / straight","Inspector of Education and Training","70","60","61370","51360"
"Leaver CS","2022","Female","Heterosexual / straight","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Knowledge and Information Management","180","170","34170","29470"
"Leaver CS","2022","Female","Heterosexual / straight","Legal","200","180","53520","53970"
"Leaver CS","2022","Female","Heterosexual / straight","Medicine","210","170","53020","39030"
"Leaver CS","2022","Female","Heterosexual / straight","Operational Delivery","7690","6650","28020","27130"
"Leaver CS","2022","Female","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Other","900","810","27420","22330"
"Leaver CS","2022","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Policy","480","430","43800","38160"
"Leaver CS","2022","Female","Heterosexual / straight","Project Delivery","230","210","40150","36640"
"Leaver CS","2022","Female","Heterosexual / straight","Property","110","90","33980","33080"
"Leaver CS","2022","Female","Heterosexual / straight","Psychology","60","60","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Science and Engineering","430","380","39350","38200"
"Leaver CS","2022","Female","Heterosexual / straight","Security","100","90","30450","26780"
"Leaver CS","2022","Female","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Unknown","940","840","36540","29800"
"Leaver CS","2022","Female","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Operational Delivery","630","590","26880","26470"
"Leaver CS","2022","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Other","50","50","28430","25690"
"Leaver CS","2022","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Policy","60","50","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Unknown","80","70","31330","27570"
"Leaver CS","2022","Female","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Digital, Data and Technology","50","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Finance","60","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Operational Delivery","990","780","28320","26120"
"Leaver CS","2022","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Other","140","120","27120","22150"
"Leaver CS","2022","Female","Undeclared","Policy","130","70","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Science and Engineering","70","60","34780","33050"
"Leaver CS","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Unknown","150","90","34470","30720"
"Leaver CS","2022","Female","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Communications","60","60","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Digital, Data and Technology","100","90","41190","36840"
"Leaver CS","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Knowledge and Information Management","70","60","35550","29370"
"Leaver CS","2022","Female","Unknown","Legal","60","50","60560","56800"
"Leaver CS","2022","Female","Unknown","Medicine","70","60","53420","39030"
"Leaver CS","2022","Female","Unknown","Operational Delivery","2830","2460","27190","23720"
"Leaver CS","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Other","250","220","29980","26790"
"Leaver CS","2022","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Policy","180","170","42200","36190"
"Leaver CS","2022","Female","Unknown","Project Delivery","60","50","40060","37900"
"Leaver CS","2022","Female","Unknown","Property","30","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Science and Engineering","70","60","37860","36580"
"Leaver CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","3600","2900","32960","27570"
"Leaver CS","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Commercial","130","120","41560","37680"
"Leaver CS","2022","Male","Heterosexual / straight","Communications","80","70","37090","36480"
"Leaver CS","2022","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Counter Fraud","70","60","29920","27570"
"Leaver CS","2022","Male","Heterosexual / straight","Digital, Data and Technology","560","540","43180","40000"
"Leaver CS","2022","Male","Heterosexual / straight","Economics","70","60","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Finance","210","200","42820","36730"
"Leaver CS","2022","Male","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Human Resources","120","110","41090","35050"
"Leaver CS","2022","Male","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Intelligence Analysis","50","50","32270","29250"
"Leaver CS","2022","Male","Heterosexual / straight","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Knowledge and Information Management","90","90","36560","35980"
"Leaver CS","2022","Male","Heterosexual / straight","Legal","130","120","55960","55000"
"Leaver CS","2022","Male","Heterosexual / straight","Medicine","90","80","70000","72760"
"Leaver CS","2022","Male","Heterosexual / straight","Operational Delivery","5850","5430","29000","27370"
"Leaver CS","2022","Male","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Other","910","870","29120","25630"
"Leaver CS","2022","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Policy","450","410","50270","49860"
"Leaver CS","2022","Male","Heterosexual / straight","Project Delivery","310","300","42770","39750"
"Leaver CS","2022","Male","Heterosexual / straight","Property","170","160","36210","34140"
"Leaver CS","2022","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Science and Engineering","550","520","37030","33300"
"Leaver CS","2022","Male","Heterosexual / straight","Security","390","370","32530","28990"
"Leaver CS","2022","Male","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Statistics","30","30","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Unknown","790","730","40590","31990"
"Leaver CS","2022","Male","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Operational Delivery","480","460","27780","27570"
"Leaver CS","2022","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Other","50","50","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Policy","50","50","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Unknown","90","80","40270","34650"
"Leaver CS","2022","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Digital, Data and Technology","120","100","40880","39050"
"Leaver CS","2022","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Finance","60","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Operational Delivery","710","620","30410","27370"
"Leaver CS","2022","Male","Undeclared","Other","130","120","30020","26150"
"Leaver CS","2022","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Policy","120","60","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Science and Engineering","100","90","39150","37300"
"Leaver CS","2022","Male","Undeclared","Security","70","70","34720","39070"
"Leaver CS","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Unknown","100","70","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Digital, Data and Technology","250","250","41180","38000"
"Leaver CS","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Finance","50","50","37620","34460"
"Leaver CS","2022","Male","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Legal","50","50","57320","55610"
"Leaver CS","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Operational Delivery","2390","2210","29320","25980"
"Leaver CS","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other","460","450","34840","30780"
"Leaver CS","2022","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Policy","130","130","44970","40250"
"Leaver CS","2022","Male","Unknown","Project Delivery","70","70","40550","39000"
"Leaver CS","2022","Male","Unknown","Property","60","60","34290","30450"
"Leaver CS","2022","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Science and Engineering","180","170","36440","32520"
"Leaver CS","2022","Male","Unknown","Security","100","100","29120","25610"
"Leaver CS","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","2930","2560","38260","29250"
"Leaver CS","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Commercial","60","60","38030","37390"
"Leaver Dept.","2021","Female","Heterosexual / straight","Communications","70","60","42360","40550"
"Leaver Dept.","2021","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Finance","80","80","47040","48350"
"Leaver Dept.","2021","Female","Heterosexual / straight","Human Resources","150","140","39020","33600"
"Leaver Dept.","2021","Female","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Operational Delivery","780","750","29010","24560"
"Leaver Dept.","2021","Female","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Other","130","130","35180","28360"
"Leaver Dept.","2021","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Policy","510","500","45790","40640"
"Leaver Dept.","2021","Female","Heterosexual / straight","Project Delivery","160","150","40930","33300"
"Leaver Dept.","2021","Female","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Statistics","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Unknown","1170","1110","34840","31990"
"Leaver Dept.","2021","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
