"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Policy","110","100","42260","39550"
"Leaver CS","2022","Heterosexual / straight","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Science and Engineering","60","60","34100","32640"
"Leaver CS","2022","Heterosexual / straight","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Unknown","140","140","38950","30660"
"Leaver CS","2022","Heterosexual / straight","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Operational Delivery","720","670","29380","28170"
"Leaver CS","2022","Heterosexual / straight","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Other","80","70","30900","31060"
"Leaver CS","2022","Heterosexual / straight","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Policy","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Unknown","70","70","31510","30280"
"Leaver CS","2022","Heterosexual / straight","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Operational Delivery","370","340","28030","27570"
"Leaver CS","2022","Heterosexual / straight","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Other","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Operational Delivery","90","90","30340","27570"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Operational Delivery","140","130","28750","26580"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Operational Delivery","130","120","28840","24900"
"Leaver CS","2022","Heterosexual / straight","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Commercial","210","190","39960","36780"
"Leaver CS","2022","Heterosexual / straight","White","Communications","160","140","39190","36990"
"Leaver CS","2022","Heterosexual / straight","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Counter Fraud","130","100","28860","27570"
"Leaver CS","2022","Heterosexual / straight","White","Digital, Data and Technology","610","570","42280","38640"
"Leaver CS","2022","Heterosexual / straight","White","Economics","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Finance","360","320","39560","33300"
"Leaver CS","2022","Heterosexual / straight","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Human Resources","330","300","39290","33910"
"Leaver CS","2022","Heterosexual / straight","White","Inspector of Education and Training","90","80","65980","75480"
"Leaver CS","2022","Heterosexual / straight","White","Intelligence Analysis","80","70","31960","29250"
"Leaver CS","2022","Heterosexual / straight","White","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","International Trade","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Knowledge and Information Management","220","200","35060","30000"
"Leaver CS","2022","Heterosexual / straight","White","Legal","260","230","55100","55000"
"Leaver CS","2022","Heterosexual / straight","White","Medicine","250","210","57300","40060"
"Leaver CS","2022","Heterosexual / straight","White","Operational Delivery","11160","9880","28340","26820"
"Leaver CS","2022","Heterosexual / straight","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Other","1560","1440","28010","22330"
"Leaver CS","2022","Heterosexual / straight","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Policy","720","640","48290","45870"
"Leaver CS","2022","Heterosexual / straight","White","Project Delivery","450","420","41820","38070"
"Leaver CS","2022","Heterosexual / straight","White","Property","260","240","35480","33300"
"Leaver CS","2022","Heterosexual / straight","White","Psychology","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Science and Engineering","830","770","38300","36330"
"Leaver CS","2022","Heterosexual / straight","White","Security","440","420","32400","29250"
"Leaver CS","2022","Heterosexual / straight","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Statistics","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Unknown","1400","1270","38750","30720"
"Leaver CS","2022","Heterosexual / straight","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
